SOPType,SOPNumber,ItemNumber,QTY,ExtendedCost,ExtendedPrice,UnitCost,UnitPrice,CustomerNumber,DocumentDate,QTYInBaseUOfM,SalespersonID
"Fulfillment Order","FULORD1007","M1500",5,540,699.75,108,139.95,"ADAMPARK0001",2027-04-12 00:00:00.000,1,"GREG E."
"Fulfillment Order","FULORD1008","PHON-BAS-0001",2,23.9,59.9,11.95,29.95,"AARONFIT0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Order","ORDST2226","128 SDRAM",2,304.2,270.4,152.1,135.2,"AARONFIT0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Order","ORDST2227","128 SDRAM",4,608.4,540.8,152.1,135.2,"BERRYMED0001",2027-04-12 00:00:00.000,1,"SANDRA M."
"Order","ORDST2227","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"BERRYMED0001",2027-04-12 00:00:00.000,1,"SANDRA M."
"Order","ORDST2228","128 SDRAM",2,304.2,270.4,152.1,135.2,"CELLULAR0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Order","ORDST2229","40X IDE",2,79.2,79.9,39.6,39.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","64 SDRAM",2,160.2,145.9,80.1,72.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","ACCS-CRD-25BK",3,17.94,59.85,5.98,19.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","KB104",2,27,39.9,13.5,19.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","PHON-ATT-0712",2,71.78,159.9,35.89,79.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","TRAN-STR-N394",2,19.62,39.9,9.81,19.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","WIRE-MCD-0001",10,5.4,3.5,0.54,0.35,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","WIRE-SCD-0001",25,4,8.75,0.16,0.35,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","WIRE100",2,0.02,0.7,0.01,0.35,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Order","ORDST2229","32 SDRAM",2,81,99.9,40.5,49.95,"ALTONMAN0001",2027-04-12 00:00:00.000,1,"GREG E."
"Return","RMA004000","3-B3813A",2,50,120,50,60,"ADAMPARK0001",2028-08-06 00:00:00.000,1,"GREG E."
"Return","STDINV2257","ACCS-CRD-25BK",5,29.9,99.75,5.98,19.95,"ADAMPARK0001",2027-03-05 00:00:00.000,1,"GREG E."
"Return","STDINV2258","32X IDE",7,346.5,349.65,49.5,49.95,"AMERICAN0001",2027-03-05 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","100XLG",2,111,119.9,55.5,59.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","256 SDRAM",2,495,459.9,247.5,229.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","6.5HD",3,672.3,674.97,224.1,224.99,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","A100",5,180,199.75,36,39.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","ACCS-HDS-1EAR",3,115.77,239.85,38.59,79.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","ACCS-HDS-2EAR",2,83.96,179.9,41.98,89.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","ANSW-PAN-2460",2,146.5,299.9,73.25,149.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","BA100G",4,109.48,119.8,27.37,29.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","HA100G",2,36.88,59.9,18.44,29.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2259","KB104",2,27,39.9,13.5,19.95,"CENTRALC0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2260","ANSW-PAN-2460",3,219.75,449.85,73.25,149.95,"AARONFIT0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Back Order","BKO1003","ACCS-HDS-2EAR",10,419.8,899.5,41.98,89.95,"AMERICAN0001",2025-05-08 00:00:00.000,1,"PAUL W."
"Invoice","INV1018","WIRE-SCD-0001",25,4,8.75,0.16,0.35,"LAWRENCE0001",2024-05-10 00:00:00.000,1,"NANCY B."
"Invoice","INV1023","FAXX-CAN-9800",10,11970,23999.5,1197,2399.95,"VANCOUVE0001",2024-05-30 00:00:00.000,1,"ERIN J."
"Invoice","INVPS1003","PHON-PAN-2315",2,59.5,119.9,27.98,59.95,"HOLLINGC0001",2024-05-10 00:00:00.000,1,"PAUL W."
"Invoice","INVPS1007","TRAN-STR-N394",5,49.05,99.75,9.81,19.95,"WESTCENT0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","INVSP1004","HDWR-SRG-0001",2,37.3,79.9,18.65,39.95,"COUNTRYV0001",2027-04-12 00:00:00.000,1,"IAN M."
"Order","ORD1001","PHON-PAN-2315",2,55.96,119.9,27.98,59.95,"HOLLINGC0001",2024-05-10 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2252","FAXX-SLK-2100",3,2697,5279.85,899,1759.95,"AARONFIT0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2253","ACCS-HDS-2EAR",10,419.8,899.5,41.98,89.95,"AMERICAN0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2254","FAXX-SLK-2100",2,1798,3519.9,899,1759.95,"BAKERSEM0001",2027-04-12 00:00:00.000,1,"GREG E."
"Invoice","STDINV2201","ANSW-PAN-1450",3,150.75,329.85,50.25,109.95,"VANCOUVE0001",2027-03-13 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2205","PHON-PAN-3155",2,55.96,239.9,27.98,119.95,"CENTRALC0001",2027-03-16 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2206","ANSW-PAN-1450",10,502.5,1099.5,50.25,109.95,"MAGNIFIC0001",2027-03-17 00:00:00.000,1,"GARY W."
"Invoice","STDINV2207","HDWR-SRG-0001",4,81.8,159.8,20.45,39.95,"METROPOL0001",2027-03-17 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2208","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"ASTORSUI0001",2027-03-18 00:00:00.000,1,"GREG E."
"Invoice","STDINV2209","HDWR-RNG-0001",6,4014,8039.7,669,1339.95,"PLAZAONE0001",2027-03-18 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2210","ACCS-HDS-1EAR",3,77.19,239.85,25.73,79.95,"HOLLINGC0001",2027-03-18 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2211","FAXX-CAN-9800",9,14682,21599.55,1631.33,2399.95,"BREAKTHR0001",2027-03-19 00:00:00.000,1,"FRANCINE B."
"Invoice","STDINV2212","ACCS-HDS-1EAR",10,257.3,799.5,25.73,79.95,"HOLLINGC0001",2027-03-20 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2213","FAXX-CAN-9800",12,14364,28799.4,1197,2399.95,"MAHLERST0001",2027-03-21 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2214","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"LAWRENCE0001",2027-03-22 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2216","100XLG",8,444,479.6,55.5,59.95,"ASTORSUI0001",2027-03-24 00:00:00.000,1,"GREG E."
"Invoice","STDINV2221","PHON-PAN-2315",6,167.88,359.7,27.98,59.95,"PLAZAONE0001",2027-03-29 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2223","HDWR-PNL-0001",2,607.7,1219.9,303.85,609.95,"BREAKTHR0001",2027-03-31 00:00:00.000,1,"FRANCINE B."
"Invoice","STDINV2226","FAXX-SLK-2100",3,2637.15,5279.85,879.05,1759.95,"BAKERSEM0001",2027-04-12 00:00:00.000,1,"GREG E."
"Invoice","STDINV2227","ACCS-HDS-1EAR",2,51.41,159.9,25.71,79.95,"AARONFIT0001",2027-04-12 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2241","PHON-ATT-5354",2,231.7,479.9,115.85,239.95,"LAWRENCE0001",2027-04-12 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2165","ACCS-HDS-1EAR",2,77.18,159.9,38.59,79.95,"VANCOUVE0001",2026-02-18 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2166","ACCS-HDS-1EAR",4,154.36,319.8,38.59,79.95,"AARONFIT0001",2026-02-19 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2169","100XLG",4,222,239.8,55.5,59.95,"MAGNIFIC0001",2026-02-21 00:00:00.000,1,"GARY W."
"Invoice","STDINV2175","PHON-PAN-2315",4,111.92,239.8,27.98,59.95,"HOLLINGC0001",2026-02-24 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2182","FAXX-RIC-060E",2,958.1,1919.9,479.05,959.95,"METROPOL0001",2027-04-11 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2183","PHON-PAN-3155",3,178.5,359.85,59.5,119.95,"MAHLERST0001",2026-03-02 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2184","HDWR-CAB-0001",2,13767.17,27699.9,6883.59,13849.95,"LAWRENCE0001",2026-03-02 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2189","PHON-PAN-3155",2,119,239.9,59.5,119.95,"AARONFIT0001",2027-03-04 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2190","ANSW-PAN-1450",2,100.5,219.9,50.25,109.95,"AARONFIT0001",2027-03-04 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2191","HDWR-SRG-0001",4,81.8,159.8,20.45,39.95,"PLAZAONE0001",2027-03-05 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2193","HDWR-RNG-0001",2,1338,2679.9,669,1339.95,"MAGNIFIC0001",2027-03-07 00:00:00.000,1,"GARY W."
"Invoice","STDINV2195","HDWR-CAB-0001",3,20689.05,41549.85,6896.35,13849.95,"ASTORSUI0001",2027-03-09 00:00:00.000,1,"GREG E."
"Invoice","STDINV2198","FAXX-RIC-060E",2,958.1,1919.9,479.05,959.95,"BLUEYOND0001",2027-03-11 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2200","HDWR-CAB-0001",4,27687.52,55399.8,6921.88,13849.95,"PLAZAONE0001",2027-03-12 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2121","PHON-PAN-2315",4,111.92,239.8,27.98,59.95,"ADVANCED0001",2027-01-03 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2124","PHON-ATT-0712",5,179.45,399.75,35.89,79.95,"AARONFIT0001",2027-01-05 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2126","ANSW-PAN-2460",2,150.3,319.9,75.15,159.95,"PLAZAONE0001",2027-01-06 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2127","PHON-PAN-3155",3,83.94,359.85,27.98,119.95,"LONDONBE0001",2027-01-06 00:00:00.000,1,"IAN M."
"Invoice","STDINV2128","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"MIDLANDC0001",2027-01-07 00:00:00.000,1,"GREG E."
"Invoice","STDINV2136","PHON-BUS-1250",2,331.7,719.9,165.85,359.95,"MAGNIFIC0001",2027-01-14 00:00:00.000,1,"GARY W."
"Invoice","STDINV2138","HDWR-PRO-4862",2,5996.3,11999.9,2998.15,5999.95,"MAHLERST0001",2027-01-15 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2143","FAXX-CAN-9800",10,14000,28099.5,1400,2809.95,"VANCOUVE0001",2027-01-22 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2146","ANSW-ATT-1000",2,118.58,239.9,59.29,119.95,"PLAZAONE0001",2027-01-30 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2157","FAXX-CAN-9800",2,2800,5619.9,1400,2809.95,"CENTRALC0001",2027-02-10 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2158","FAXX-CAN-9800",2,2800,5619.9,1400,2809.95,"MAGNIFIC0001",2027-02-11 00:00:00.000,1,"GARY W."
"Invoice","STDINV2161","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"LAWRENCE0001",2027-02-16 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2082","PHON-PAN-3155",2,55.96,239.9,27.98,119.95,"AARONFIT0001",2026-03-04 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2083","ANSW-PAN-1450",2,100.5,219.9,50.25,109.95,"AARONFIT0001",2026-03-04 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2084","HDWR-SRG-0001",4,81.8,159.8,20.45,39.95,"PLAZAONE0001",2026-03-05 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2086","HDWR-RNG-0001",2,1396.24,2679.9,698.12,1339.95,"MAGNIFIC0001",2026-03-07 00:00:00.000,1,"GARY W."
"Invoice","STDINV2088","HDWR-CAB-0001",3,20765.64,41549.85,6921.88,13849.95,"ASTORSUI0001",2026-03-09 00:00:00.000,1,"GREG E."
"Invoice","STDINV2091","FAXX-RIC-060E",2,958.1,1919.9,479.05,959.95,"BLUEYOND0001",2026-03-11 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2093","HDWR-CAB-0001",4,27687.52,55399.8,6921.88,13849.95,"PLAZAONE0001",2026-03-12 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2094","ANSW-PAN-1450",3,150.75,329.85,50.25,109.95,"VANCOUVE0001",2026-03-13 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2098","PHON-PAN-3155",2,55.96,239.9,27.98,119.95,"CENTRALC0001",2026-03-16 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2099","ANSW-PAN-1450",10,502.5,1099.5,50.25,109.95,"MAGNIFIC0001",2026-03-17 00:00:00.000,1,"GARY W."
"Invoice","STDINV2100","HDWR-SRG-0001",4,81.8,159.8,20.45,39.95,"METROPOL0001",2026-03-17 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2101","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"ASTORSUI0001",2026-03-18 00:00:00.000,1,"GREG E."
"Invoice","STDINV2102","HDWR-RNG-0001",6,3940.62,8039.7,656.77,1339.95,"PLAZAONE0001",2026-03-18 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2103","ACCS-HDS-1EAR",3,115.77,239.85,38.59,79.95,"HOLLINGC0001",2026-03-18 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2104","FAXX-CAN-9800",9,10773,21599.55,1197,2399.95,"BREAKTHR0001",2026-03-19 00:00:00.000,1,"FRANCINE B."
"Invoice","STDINV2105","ACCS-HDS-1EAR",10,385.9,799.5,38.59,79.95,"HOLLINGC0001",2026-03-20 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2106","FAXX-CAN-9800",12,14364,28799.4,1197,2399.95,"MAHLERST0001",2026-03-21 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2107","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"LAWRENCE0001",2026-03-22 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2109","100XLG",8,444,479.6,55.5,59.95,"ASTORSUI0001",2026-03-24 00:00:00.000,1,"GREG E."
"Invoice","STDINV2114","PHON-PAN-2315",6,171.42,359.7,28.57,59.95,"PLAZAONE0001",2026-03-29 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2116","HDWR-PNL-0001",2,607.7,1219.9,303.85,609.95,"BREAKTHR0001",2026-03-31 00:00:00.000,1,"FRANCINE B."
"Invoice","STDINV2118","HDWR-PNL-0001",5,1519.25,3049.75,303.85,609.95,"CONTOSOL0001",2027-01-01 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2043","100XLG",2,111,119.9,55.5,59.95,"VANCOUVE0001",2026-02-06 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2044","100XLG",5,277.5,299.75,55.5,59.95,"AARONFIT0001",2026-02-07 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2046","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"VANCOUVE0001",2026-02-09 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2048","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"CENTRALC0001",2026-02-10 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2049","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"MAGNIFIC0001",2026-02-11 00:00:00.000,1,"GARY W."
"Invoice","STDINV2052","FAXX-CAN-9800",2,1329.92,4799.9,664.96,2399.95,"LAWRENCE0001",2026-02-16 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2056","ACCS-HDS-1EAR",2,77.18,159.9,38.59,79.95,"VANCOUVE0001",2026-02-18 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2058","ACCS-HDS-1EAR",4,154.36,319.8,38.59,79.95,"AARONFIT0001",2026-02-19 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2061","100XLG",4,222,239.8,55.5,59.95,"MAGNIFIC0001",2026-02-21 00:00:00.000,1,"GARY W."
"Invoice","STDINV2068","PHON-PAN-2315",4,119,239.8,29.75,59.95,"HOLLINGC0001",2026-02-24 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2075","FAXX-RIC-060E",2,958.1,1919.9,479.05,959.95,"METROPOL0001",2026-03-01 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2076","PHON-PAN-3155",3,83.94,359.85,27.98,119.95,"MAHLERST0001",2026-03-02 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2077","HDWR-CAB-0001",2,13843.76,27699.9,6921.88,13849.95,"LAWRENCE0001",2026-03-02 00:00:00.000,1,"NANCY B."
"Quote","QTEST1020","ACCS-HDS-2EAR",3,125.94,269.85,41.98,89.95,"ADVANCED0002",2024-07-08 00:00:00.000,1,"GARY W."
"Invoice","STDINV2000","HDWR-PNL-0001",5,1507.7,3049.75,301.54,609.95,"CONTOSOL0001",2026-01-01 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2003","PHON-PAN-2315",4,111.92,479.8,27.98,119.95,"ADVANCED0001",2026-01-03 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2006","PHON-ATT-0712",5,172.95,399.75,34.59,79.95,"AARONFIT0001",2026-01-05 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2007","ANSW-PAN-2460",2,150.3,299.9,75.15,149.95,"PLAZAONE0001",2026-01-06 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2008","PHON-PAN-3155",3,89.25,359.85,29.75,119.95,"LONDONBE0001",2026-01-06 00:00:00.000,1,"IAN M."
"Invoice","STDINV2009","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"MIDLANDC0001",2026-01-07 00:00:00.000,1,"GREG E."
"Invoice","STDINV2018","PHON-BUS-1250",2,331.7,719.9,165.85,359.95,"MAGNIFIC0001",2026-01-14 00:00:00.000,1,"GARY W."
"Invoice","STDINV2020","HDWR-PRO-4862",2,6376.94,11999.9,3188.47,5999.95,"MAHLERST0001",2026-01-16 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2025","FAXX-CAN-9800",10,11970,23999.5,1197,2399.95,"VANCOUVE0001",2026-01-22 00:00:00.000,1,"ERIN J."
"Invoice","STDINV2028","100XLG",10,555,599.5,55.5,59.95,"ADAMPARK0001",2026-01-25 00:00:00.000,1,"GREG E."
"Invoice","STDINV2029","100XLG",10,555,599.5,55.5,59.95,"AARONFIT0001",2026-01-26 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2030","100XLG",2,111,119.9,55.5,59.95,"AARONFIT0001",2026-01-27 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2031","100XLG",5,277.5,299.75,55.5,59.95,"CONTOSOL0001",2026-01-28 00:00:00.000,1,"NANCY B."
"Invoice","STDINV2033","ANSW-ATT-1000",2,118.58,239.9,59.29,119.95,"PLAZAONE0001",2026-01-30 00:00:00.000,1,"SANDRA M."
"Invoice","STDINV2034","100XLG",5,277.5,299.75,55.5,59.95,"CENTRALC0001",2026-01-31 00:00:00.000,1,"PAUL W."
"Invoice","STDINV2035","100XLG",10,555,599.5,55.5,59.95,"MAGNIFIC0001",2026-02-01 00:00:00.000,1,"GARY W."
"Order","ORDST2193","HDWR-CAB-0001",3,20765.64,41549.85,6921.88,13849.95,"ASTORSUI0001",2027-03-09 00:00:00.000,1,"GREG E."
"Order","ORDST2196","FAXX-RIC-060E",2,958.1,1919.9,479.05,959.95,"BLUEYOND0001",2027-03-11 00:00:00.000,1,"NANCY B."
"Order","ORDST2198","HDWR-CAB-0001",4,27687.52,55399.8,6921.88,13849.95,"PLAZAONE0001",2027-03-12 00:00:00.000,1,"SANDRA M."
"Order","ORDST2199","ANSW-PAN-1450",3,150.75,329.85,50.25,109.95,"VANCOUVE0001",2027-03-13 00:00:00.000,1,"ERIN J."
"Order","ORDST2203","PHON-PAN-3155",2,119,239.9,59.5,119.95,"CENTRALC0001",2027-03-16 00:00:00.000,1,"PAUL W."
"Order","ORDST2204","ANSW-PAN-1450",10,502.5,1099.5,50.25,109.95,"MAGNIFIC0001",2027-03-17 00:00:00.000,1,"GARY W."
"Order","ORDST2205","HDWR-SRG-0001",4,74.6,159.8,18.65,39.95,"METROPOL0001",2027-03-17 00:00:00.000,1,"SANDRA M."
"Order","ORDST2206","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"ASTORSUI0001",2027-03-18 00:00:00.000,1,"GREG E."
"Order","ORDST2207","HDWR-RNG-0001",6,4014,8039.7,669,1339.95,"PLAZAONE0001",2027-03-18 00:00:00.000,1,"SANDRA M."
"Order","ORDST2208","ACCS-HDS-1EAR",3,115.77,239.85,38.59,79.95,"HOLLINGC0001",2027-03-18 00:00:00.000,1,"PAUL W."
"Order","ORDST2209","FAXX-CAN-9800",9,10773,21599.55,1197,2399.95,"BREAKTHR0001",2027-03-19 00:00:00.000,1,"FRANCINE B."
"Order","ORDST2210","ACCS-HDS-1EAR",10,385.9,799.5,38.59,79.95,"HOLLINGC0001",2027-03-20 00:00:00.000,1,"PAUL W."
"Order","ORDST2211","FAXX-CAN-9800",12,14364,28799.4,1197,2399.95,"MAHLERST0001",2027-03-21 00:00:00.000,1,"SANDRA M."
"Order","ORDST2212","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"LAWRENCE0001",2027-03-22 00:00:00.000,1,"NANCY B."
"Order","ORDST2214","100XLG",8,444,479.6,55.5,59.95,"ASTORSUI0001",2027-03-24 00:00:00.000,1,"GREG E."
"Order","ORDST2219","PHON-PAN-2315",6,167.88,359.7,27.98,59.95,"PLAZAONE0001",2027-03-29 00:00:00.000,1,"SANDRA M."
"Order","ORDST2221","HDWR-PNL-0001",2,607.7,1219.9,303.85,609.95,"BREAKTHR0001",2027-03-31 00:00:00.000,1,"FRANCINE B."
"Quote","QTERP1000","ASMB-LBR-0001",10,350,349.5,35,34.95,"BAKERSEM0001",2024-05-14 00:00:00.000,1,"GREG E."
"Quote","QTEST1017","PHON-PAN-3848",5,337.75,699.75,67.55,139.95,"SINCLAIR0001",2024-05-17 00:00:00.000,1,"PAUL W."
"Order","ORDST2155","FAXX-CAN-9800",2,2800,5619.9,1400,2809.95,"CENTRALC0001",2027-02-10 00:00:00.000,1,"PAUL W."
"Order","ORDST2156","FAXX-CAN-9800",2,2800,5619.9,1400,2809.95,"MAGNIFIC0001",2027-02-11 00:00:00.000,1,"GARY W."
"Order","ORDST2159","FAXX-CAN-9800",2,2394,4799.9,1197,2399.95,"LAWRENCE0001",2027-02-16 00:00:00.000,1,"NANCY B."
"Order","ORDST2163","ACCS-HDS-1EAR",2,77.18,159.9,38.59,79.95,"VANCOUVE0001",2026-02-18 00:00:00.000,1,"ERIN J."
"Order","ORDST2164","ACCS-HDS-1EAR",4,154.36,319.8,38.59,79.95,"AARONFIT0001",2026-02-19 00:00:00.000,1,"PAUL W."
"Order","ORDST2167","100XLG",4,222,239.8,55.5,59.95,"MAGNIFIC0001",2026-02-21 00:00:00.000,1,"GARY W."
"Order","ORDST2173","PHON-PAN-2315",4,111.92,239.8,27.98,59.95,"HOLLINGC0001",2026-02-24 00:00:00.000,1,"PAUL W."
"Order","ORDST2180","FAXX-RIC-060E",2,958.1,1919.9,479.05,959.95,"METROPOL0001",2026-03-01 00:00:00.000,1,"SANDRA M."
"Order","ORDST2181","PHON-PAN-3155",3,178.5,359.85,59.5,119.95,"MAHLERST0001",2026-03-02 00:00:00.000,1,"SANDRA M."
"Order","ORDST2182","HDWR-CAB-0001",2,13843.76,27699.9,6921.88,13849.95,"LAWRENCE0001",2026-03-02 00:00:00.000,1,"NANCY B."
"Order","ORDST2187","PHON-PAN-3155",2,119,239.9,59.5,119.95,"AARONFIT0001",2027-03-04 00:00:00.000,1,"PAUL W."
"Order","ORDST2188","ANSW-PAN-1450",2,100.5,219.9,50.25,109.95,"AARONFIT0001",2027-03-04 00:00:00.000,1,"PAUL W."
"Order","ORDST2189","HDWR-SRG-0001",4,74.6,159.8,18.65,39.95,"PLAZAONE0001",2027-03-05 00:00:00.000,1,"SANDRA M."
"Order","ORDST2191","HDWR-RNG-0001",2,1338,2679.9,669,1339.95,"MAGNIFIC0001",2027-03-07 00:00:00.000,1,"GARY W."
"Order","ORDST2113","PHON-PAN-2315",6,167.88,359.7,27.98,59.95,"PLAZAONE0001",2026-03-29 00:00:00.000,1,"SANDRA M."
"Order","ORDST2115","HDWR-PNL-0001",2,607.7,1219.9,303.85,609.95,"BREAKTHR0001",2026-03-31 00:00:00.000,1,"FRANCINE B."
"Order","ORDST2117","HDWR-PNL-0001",5,1519.25,3049.75,303.85,609.95,"CONTOSOL0001",2027-01-01 00:00:00.000,1,"NANCY B."
"Order","ORDST2120","PHON-PAN-2315",4,111.92,239.8,27.98,59.95,"ADVANCED0001",2027-01-03 00:00:00.000,1,"PAUL W."
"Order","ORDST2123","PHON-ATT-0712",5,179.45,399.75,35.89,79.95,"AARONFIT0001",2027-01-05 00:00:00.000,1,"PAUL W."
"Order","ORDST2125","ANSW-PAN-2460",2,150.3,319.9,75.15,159.95,"PLAZAONE0001",2027-01-06 00:00:00.000,1,"SANDRA M."
"Order","ORDST2126","PHON-PAN-3155",3,178.5,359.85,59.5,119.95,"LONDONBE0001",2027-01-06 00:00:00.000,1,"IAN M."
"Order","ORDST2127","ACCS-CRD-25BK",2,11.96,39.9,5.98,19.95,"MIDLANDC0001",2027-01-07 00:00:00.000,1,"GREG E."
"Order","ORDST2135","PHON-BUS-1250",2,359.7,719.9,179.85,359.95,"MAGNIFIC0001",2027-01-14 00:00:00.000,1,"GARY W."
"Order","ORDST2137","HDWR-PRO-4862",2,5996.3,11999.9,2998.15,5999.95,"MAHLERST0001",2027-01-15 00:00:00.000,1,"SANDRA M."
"Order","ORDST2142","FAXX-CAN-9800",10,14000,28099.5,1400,2809.95,"VANCOUVE0001",2027-01-22 00:00:00.000,1,"ERIN J."
"Order","ORDST2145","ANSW-ATT-1000",2,118.58,239.9,59.29,119.95,"PLAZAONE0001",2027-01-30 00:00:00.000,1,"SANDRA M."
