EnrollmentKey,EnrollmentID,StudentKey,CourseKey,ProfessorKey,OfferingKey,EnrollmentDateKey,ClassStartDateKey,ClassEndDateKey,Credits,TuitionAmountPaid,PaymentStatus,Grade
1682,E0001682,356,28,7,84,20230921,20231001,20231217,3,1600.0,Paid In Full,C
1683,E0001683,197,28,7,84,20230811,20231001,20231217,3,1163.75,Paid In Full,C
1684,E0001684,48,28,7,84,20230824,20231001,20231217,3,1567.81,Paid In Full,C+
1685,E0001685,103,28,7,84,20230827,20231001,20231217,3,1386.25,Payment Plan,C+
1686,E0001686,351,28,7,84,20230903,20231001,20231217,3,1550.0,Paid In Full,B
1687,E0001687,318,28,7,84,20230918,20231001,20231217,3,1575.0,Paid In Full,W
1688,E0001688,199,28,7,84,20230714,20231001,20231217,3,1441.62,Payment Plan,C+
1689,E0001689,251,28,7,84,20230812,20231001,20231217,3,1520.0,Paid In Full,B
1690,E0001690,277,28,7,84,20230901,20231001,20231217,3,837.5,Paid In Full,C
1691,E0001691,436,28,7,84,20230825,20231001,20231217,3,1147.5,Paid In Full,C+
1692,E0001692,384,28,7,84,20230727,20231001,20231217,3,1420.25,Paid In Full,A-
1693,E0001693,418,28,7,84,20230826,20231001,20231217,3,887.5,Paid In Full,C
1694,E0001694,449,28,7,84,20230801,20231001,20231217,3,1537.81,Paid In Full,B
1695,E0001695,241,28,7,84,20230708,20231001,20231217,3,1086.88,Payment Plan,A-
1696,E0001696,487,28,7,84,20230719,20231001,20231217,3,1249.25,Scholarship Covered,W
1697,E0001697,13,28,7,84,20230826,20231001,20231217,3,1730.19,Paid In Full,A-
1698,E0001698,114,7,21,85,20230913,20231001,20231217,4,1986.0,Scholarship Covered,C
1699,E0001699,55,7,21,85,20230911,20231001,20231217,4,1680.0,Paid In Full,C
1700,E0001700,443,7,21,85,20230817,20231001,20231217,4,1535.0,Paid In Full,C+
1701,E0001701,274,7,21,85,20230821,20231001,20231217,4,1540.0,Paid In Full,B+
1702,E0001702,202,7,21,85,20230902,20231001,20231217,4,2160.5,Paid In Full,B+
1703,E0001703,265,7,21,85,20230914,20231001,20231217,4,1365.0,Payment Plan,B
1704,E0001704,150,7,21,85,20230730,20231001,20231217,4,1871.25,Paid In Full,B+
1705,E0001705,275,7,21,85,20230717,20231001,20231217,4,1781.5,Paid In Full,B+
1706,E0001706,63,7,21,85,20230907,20231001,20231217,4,975.0,Paid In Full,B+
1707,E0001707,251,7,21,85,20230813,20231001,20231217,4,1795.0,Paid In Full,C
1708,E0001708,13,7,21,85,20230819,20231001,20231217,4,2100.75,Scholarship Covered,C+
1709,E0001709,5,7,21,85,20230810,20231001,20231217,4,945.0,Payment Plan,A
1710,E0001710,212,7,21,85,20230903,20231001,20231217,4,2240.5,Paid In Full,C
1711,E0001711,236,7,21,85,20230707,20231001,20231217,4,1795.0,Paid In Full,W
1712,E0001712,227,7,21,85,20230920,20231001,20231217,4,2190.5,Paid In Full,C+
1713,E0001713,468,7,21,85,20230913,20231001,20231217,4,1145.0,Paid In Full,A-
1714,E0001714,59,7,21,85,20230730,20231001,20231217,4,1705.0,Paid In Full,W
1715,E0001715,201,7,21,85,20230706,20231001,20231217,4,1620.0,Paid In Full,A
1716,E0001716,377,7,16,86,20230816,20231001,20231217,4,1625.0,Payment Plan,A-
1717,E0001717,293,7,16,86,20230829,20231001,20231217,4,1825.0,Paid In Full,B-
1718,E0001718,202,7,16,86,20230724,20231001,20231217,4,2215.5,Payment Plan,W
1719,E0001719,339,7,16,86,20230905,20231001,20231217,4,2445.0,Payment Plan,C+
1720,E0001720,378,7,16,86,20230903,20231001,20231217,4,1781.5,Paid In Full,A
1721,E0001721,396,7,16,86,20230827,20231001,20231217,4,2810.0,Paid In Full,B+
1722,E0001722,59,7,16,86,20230917,20231001,20231217,4,1625.0,Paid In Full,B
1723,E0001723,265,7,16,86,20230920,20231001,20231217,4,1315.0,Paid In Full,IP
1724,E0001724,273,7,16,86,20230828,20231001,20231217,4,1875.0,Payment Plan,C
1725,E0001725,428,7,16,86,20230725,20231001,20231217,4,2470.0,Scholarship Covered,B-
1726,E0001726,451,7,16,86,20230817,20231001,20231217,4,2011.0,Paid In Full,W
1727,E0001727,468,7,16,86,20230829,20231001,20231217,4,1170.0,Paid In Full,B-
1728,E0001728,318,7,16,86,20230721,20231001,20231217,4,1850.0,Payment Plan,W
1729,E0001729,110,7,16,86,20230809,20231001,20231217,4,1875.0,Payment Plan,W
1730,E0001730,72,7,16,86,20230806,20231001,20231217,4,1000.0,Paid In Full,C
1731,E0001731,116,7,16,86,20230905,20231001,20231217,4,2390.0,Scholarship Covered,A-
1732,E0001732,275,7,16,86,20230907,20231001,20231217,4,1731.5,Scholarship Covered,A-
1733,E0001733,447,7,16,86,20230808,20231001,20231217,4,1170.0,Paid In Full,B-
1734,E0001734,78,7,16,86,20230911,20231001,20231217,4,1195.0,Paid In Full,W
1735,E0001735,54,7,16,86,20230718,20231001,20231217,4,1731.5,Paid In Full,B
1736,E0001736,277,19,10,87,20230902,20231001,20231217,5,1562.5,Payment Plan,W
1737,E0001737,334,19,10,87,20230817,20231001,20231217,5,2187.5,Payment Plan,A
1738,E0001738,436,19,10,87,20230717,20231001,20231217,5,2187.5,Paid In Full,C
1739,E0001739,79,19,10,87,20230904,20231001,20231217,5,3050.0,Paid In Full,B-
1740,E0001740,317,19,10,87,20230712,20231001,20231217,5,2107.5,Paid In Full,B-
1741,E0001741,477,19,10,87,20230705,20231001,20231217,5,1850.0,Scholarship Covered,A-
1742,E0001742,496,19,10,87,20230904,20231001,20231217,5,1820.0,Payment Plan,B+
1743,E0001743,482,19,10,87,20230821,20231001,20231217,5,1612.5,Payment Plan,C
1744,E0001744,41,19,10,87,20230802,20231001,20231217,5,4006.25,Paid In Full,B
1745,E0001745,443,19,10,87,20230912,20231001,20231217,5,2425.0,Payment Plan,B
1746,E0001746,288,19,10,87,20230801,20231001,20231217,5,3255.0,Paid In Full,A-
1747,E0001747,202,19,10,87,20230903,20231001,20231217,5,3618.13,Paid In Full,B-
1748,E0001748,293,19,10,87,20230906,20231001,20231217,5,3025.0,Paid In Full,W
1749,E0001749,121,19,10,87,20230703,20231001,20231217,5,4031.25,Paid In Full,IP
1750,E0001750,384,19,10,87,20230814,20231001,20231217,5,2798.75,Payment Plan,A-
1751,E0001751,468,19,10,87,20230809,20231001,20231217,5,1900.0,Paid In Full,B-
1752,E0001752,87,19,10,87,20230820,20231001,20231217,5,1820.0,Paid In Full,A-
1753,E0001753,205,19,10,87,20230831,20231001,20231217,5,3050.0,Paid In Full,IP
1754,E0001754,80,19,10,87,20230908,20231001,20231217,5,2162.5,Paid In Full,A-
1755,E0001755,59,19,10,87,20230720,20231001,20231217,5,2737.5,Paid In Full,C
1756,E0001756,382,19,10,87,20230908,20231001,20231217,5,1612.5,Paid In Full,B-
1757,E0001757,438,19,10,87,20230718,20231001,20231217,5,3025.0,Scholarship Covered,C+
1758,E0001758,349,19,10,87,20230820,20231001,20231217,5,2762.5,Payment Plan,C+
1759,E0001759,116,10,9,88,20230706,20231001,20231217,4,2555.0,Paid In Full,C
1760,E0001760,331,10,9,88,20230916,20231001,20231217,4,2240.5,Payment Plan,C+
1761,E0001761,241,10,9,88,20230710,20231001,20231217,4,1390.0,Payment Plan,W
1762,E0001762,378,10,9,88,20230703,20231001,20231217,4,1796.0,Scholarship Covered,C
1763,E0001763,162,10,9,88,20230829,20231001,20231217,4,1625.0,Paid In Full,A
1764,E0001764,61,10,9,88,20230731,20231001,20231217,4,1410.0,Paid In Full,A
1765,E0001765,436,10,9,88,20230820,20231001,20231217,4,1435.0,Payment Plan,C+
1766,E0001766,450,10,9,88,20230821,20231001,20231217,4,2521.5,Paid In Full,B-
1767,E0001767,391,10,9,88,20230811,20231001,20231217,4,1255.0,Payment Plan,IP
1768,E0001768,266,10,9,88,20230901,20231001,20231217,4,1050.0,Payment Plan,B
1769,E0001769,308,10,9,88,20230808,20231001,20231217,4,1590.0,Payment Plan,B+
1770,E0001770,337,10,9,88,20230810,20231001,20231217,4,2965.0,Payment Plan,C+
1771,E0001771,317,10,9,88,20230813,20231001,20231217,4,1385.0,Paid In Full,A-
1772,E0001772,212,10,9,88,20230812,20231001,20231217,4,2282.0,Paid In Full,IP
1773,E0001773,468,10,9,88,20230827,20231001,20231217,4,1205.0,Payment Plan,B-
1774,E0001774,276,10,9,88,20230727,20231001,20231217,4,2407.0,Paid In Full,C+
1775,E0001775,487,10,9,88,20230811,20231001,20231217,4,1583.0,Scholarship Covered,A
1776,E0001776,447,10,9,88,20230813,20231001,20231217,4,1175.0,Paid In Full,W
1777,E0001777,31,10,9,88,20230715,20231001,20231217,4,2337.0,Payment Plan,B+
1778,E0001778,443,10,9,88,20230912,20231001,20231217,4,1615.0,Paid In Full,B
1779,E0001779,482,10,9,88,20230707,20231001,20231217,4,995.0,Paid In Full,C
1780,E0001780,494,10,9,88,20230809,20231001,20231217,4,2242.5,Paid In Full,W
1781,E0001781,351,10,9,88,20230803,20231001,20231217,4,1950.0,Paid In Full,A-
1782,E0001782,59,10,9,88,20230911,20231001,20231217,4,1770.0,Paid In Full,C+
1783,E0001783,318,10,9,88,20230916,20231001,20231217,4,1925.0,Paid In Full,B
1784,E0001784,405,10,9,88,20230817,20231001,20231217,4,1385.0,Payment Plan,A
1785,E0001785,67,10,9,88,20230824,20231001,20231217,4,1390.0,Paid In Full,B
1786,E0001786,13,5,12,89,20230806,20231001,20231217,3,1724.13,Payment Plan,B-
1787,E0001787,468,5,12,89,20230822,20231001,20231217,3,985.0,Paid In Full,C+
1788,E0001788,339,5,12,89,20230904,20231001,20231217,3,1972.5,Paid In Full,C+
1789,E0001789,265,5,12,89,20230709,20231001,20231217,3,1070.0,Payment Plan,B+
1790,E0001790,453,5,12,89,20230719,20231001,20231217,3,1040.0,Scholarship Covered,IP
1791,E0001791,242,5,12,89,20230706,20231001,20231217,3,2242.5,Paid In Full,B
1792,E0001792,236,5,12,89,20230713,20231001,20231217,3,1500.0,Payment Plan,B
1793,E0001793,308,5,12,89,20230915,20231001,20231217,3,1255.0,Paid In Full,IP
1794,E0001794,305,5,12,89,20230728,20231001,20231217,3,1525.0,Paid In Full,A-
1795,E0001795,317,5,12,89,20230726,20231001,20231217,3,1070.0,Paid In Full,W
1796,E0001796,104,5,12,89,20230722,20231001,20231217,3,1553.0,Payment Plan,B+
1797,E0001797,228,5,12,89,20230913,20231001,20231217,3,1310.0,Payment Plan,B-
1798,E0001798,103,5,12,89,20230918,20231001,20231217,3,1297.5,Scholarship Covered,IP
1799,E0001799,463,5,12,89,20230904,20231001,20231217,3,1525.0,Payment Plan,C
1800,E0001800,276,5,12,89,20230813,20231001,20231217,3,1799.0,Payment Plan,W
1801,E0001801,324,5,12,89,20230711,20231001,20231217,3,1095.0,Paid In Full,W
1802,E0001802,227,5,12,89,20230714,20231001,20231217,3,1815.25,Paid In Full,C+
1803,E0001803,346,5,12,89,20230915,20231001,20231217,3,1107.5,Scholarship Covered,C+
1804,E0001804,318,5,12,89,20230912,20231001,20231217,3,1445.0,Payment Plan,A-
1805,E0001805,436,5,12,90,20230904,20231001,20231217,3,1120.0,Payment Plan,C+
1806,E0001806,434,5,12,90,20230807,20231001,20231217,3,1765.25,Paid In Full,B+
1807,E0001807,97,5,12,90,20230720,20231001,20231217,3,850.0,Payment Plan,A-
1808,E0001808,451,5,12,90,20230827,20231001,20231217,3,1583.0,Paid In Full,B
1809,E0001809,103,5,12,90,20230911,20231001,20231217,3,1297.5,Scholarship Covered,C+
1810,E0001810,23,5,12,90,20230716,20231001,20231217,3,985.0,Payment Plan,B-
1811,E0001811,356,5,12,90,20230914,20231001,20231217,3,1445.0,Payment Plan,W
1812,E0001812,273,5,12,90,20230909,20231001,20231217,3,1445.0,Payment Plan,B+
1813,E0001813,405,5,12,90,20230716,20231001,20231217,3,1040.0,Scholarship Covered,A
1814,E0001814,67,5,12,90,20230813,20231001,20231217,3,1006.25,Paid In Full,A
1815,E0001815,197,5,12,90,20230830,20231001,20231217,3,1162.5,Payment Plan,B
1816,E0001816,55,5,12,90,20230825,20231001,20231217,3,1390.0,Paid In Full,C+
1817,E0001817,59,5,12,90,20230902,20231001,20231217,3,1310.0,Payment Plan,C+
1818,E0001818,227,5,12,90,20230830,20231001,20231217,3,1765.25,Payment Plan,W
1819,E0001819,318,5,12,90,20230727,20231001,20231217,3,1475.0,Payment Plan,A
1820,E0001820,389,5,12,90,20230906,20231001,20231217,3,1445.0,Scholarship Covered,B-
1821,E0001821,382,5,12,90,20230829,20231001,20231217,3,825.0,Paid In Full,W
1822,E0001822,221,5,12,90,20230720,20231001,20231217,3,2008.25,Scholarship Covered,B
1823,E0001823,447,5,12,90,20230809,20231001,20231217,3,935.0,Scholarship Covered,IP
1824,E0001824,228,5,12,90,20230907,20231001,20231217,3,1390.0,Payment Plan,W
1825,E0001825,104,30,15,91,20230904,20231001,20231217,3,1745.0,Paid In Full,IP
1826,E0001826,439,30,15,91,20230703,20231001,20231217,3,1625.0,Paid In Full,C
1827,E0001827,227,30,15,91,20230911,20231001,20231217,3,1997.5,Paid In Full,IP
1828,E0001828,31,30,15,91,20230811,20231001,20231217,3,1917.5,Paid In Full,W
1829,E0001829,201,30,15,91,20230813,20231001,20231217,3,1450.0,Paid In Full,IP
1830,E0001830,43,30,15,91,20230914,20231001,20231217,3,1050.0,Payment Plan,W
1831,E0001831,265,30,15,91,20230910,20231001,20231217,3,1145.0,Paid In Full,B-
1832,E0001832,447,30,15,91,20230915,20231001,20231217,3,1025.0,Paid In Full,W
1833,E0001833,453,30,15,91,20230814,20231001,20231217,3,1145.0,Paid In Full,C
1834,E0001834,377,30,15,91,20230715,20231001,20231217,3,1475.0,Paid In Full,A
1835,E0001835,391,30,15,91,20230716,20231001,20231217,3,1075.0,Payment Plan,B+
1836,E0001836,430,30,15,91,20230916,20231001,20231217,3,1668.75,Payment Plan,B
1837,E0001837,331,30,15,91,20230829,20231001,20231217,3,1816.25,Paid In Full,B
1838,E0001838,59,30,15,91,20230826,20231001,20231217,3,1500.0,Paid In Full,IP
1839,E0001839,276,30,15,91,20230705,20231001,20231217,3,1985.0,Paid In Full,A
1840,E0001840,55,30,15,91,20230826,20231001,20231217,3,1445.0,Scholarship Covered,A-
1841,E0001841,463,30,15,91,20230822,20231001,20231217,3,1650.0,Paid In Full,C+
1842,E0001842,356,30,15,91,20230823,20231001,20231217,3,1625.0,Scholarship Covered,C+
1843,E0001843,196,30,15,91,20230903,20231001,20231217,3,1225.0,Paid In Full,B
1844,E0001844,277,30,15,91,20230729,20231001,20231217,3,900.0,Payment Plan,B-
1845,E0001845,317,30,15,91,20230818,20231001,20231217,3,1175.0,Scholarship Covered,C
1846,E0001846,318,30,15,91,20230731,20231001,20231217,3,1595.0,Paid In Full,C
1847,E0001847,389,30,15,91,20230828,20231001,20231217,3,1650.0,Payment Plan,IP
1848,E0001848,288,30,15,91,20230703,20231001,20231217,3,1770.0,Paid In Full,C
1849,E0001849,443,30,15,91,20230726,20231001,20231217,3,1295.0,Payment Plan,B+
1850,E0001850,223,30,15,91,20230907,20231001,20231217,3,1175.0,Paid In Full,A-
1851,E0001851,293,30,15,91,20230721,20231001,20231217,3,1625.0,Scholarship Covered,A-
1852,E0001852,168,31,18,92,20230803,20231001,20231217,4,1825.0,Paid In Full,B+
1853,E0001853,288,31,18,92,20230913,20231001,20231217,4,1931.0,Payment Plan,B
1854,E0001854,496,31,18,92,20230727,20231001,20231217,4,1195.0,Paid In Full,B+
1855,E0001855,489,31,18,92,20230916,20231001,20231217,4,1365.0,Paid In Full,W
1856,E0001856,468,31,18,92,20230812,20231001,20231217,4,1145.0,Payment Plan,A
1857,E0001857,317,31,18,92,20230809,20231001,20231217,4,1285.0,Scholarship Covered,B-
1858,E0001858,153,31,18,92,20230827,20231001,20231217,4,2760.0,Paid In Full,A
1859,E0001859,61,31,18,92,20230815,20231001,20231217,4,1365.0,Paid In Full,W
1860,E0001860,434,31,18,92,20230703,20231001,20231217,4,2160.5,Paid In Full,B
1861,E0001861,67,31,18,92,20230727,20231001,20231217,4,1297.5,Payment Plan,A
1862,E0001862,223,31,18,92,20230821,20231001,20231217,4,1365.0,Paid In Full,W
1863,E0001863,450,31,18,92,20230903,20231001,20231217,4,2389.75,Paid In Full,W
1864,E0001864,110,31,18,92,20230913,20231001,20231217,4,1850.0,Paid In Full,C
1865,E0001865,55,31,18,92,20230831,20231001,20231217,4,1625.0,Paid In Full,C+
1866,E0001866,308,31,18,92,20230908,20231001,20231217,4,1510.0,Paid In Full,B
1867,E0001867,273,31,18,92,20230711,20231001,20231217,4,1795.0,Paid In Full,A
1868,E0001868,449,31,18,92,20230906,20231001,20231217,4,1896.25,Payment Plan,B
1869,E0001869,72,31,18,92,20230912,20231001,20231217,4,945.0,Paid In Full,A
1870,E0001870,276,31,18,92,20230803,20231001,20231217,4,2283.0,Scholarship Covered,B-
1871,E0001871,28,31,18,92,20230822,20231001,20231217,4,1322.5,Paid In Full,IP
1872,E0001872,264,31,18,92,20230725,20231001,20231217,4,1871.25,Paid In Full,IP
1873,E0001873,265,31,18,92,20230806,20231001,20231217,4,1315.0,Paid In Full,B
1874,E0001874,483,31,18,92,20230830,20231001,20231217,4,1145.0,Paid In Full,C
1875,E0001875,63,31,18,92,20230805,20231001,20231217,4,1000.0,Payment Plan,A
1876,E0001876,468,9,18,93,20230828,20231001,20231217,4,1445.0,Paid In Full,B
1877,E0001877,121,9,18,93,20230713,20231001,20231217,4,3120.0,Scholarship Covered,C
1878,E0001878,227,9,18,93,20230825,20231001,20231217,4,2823.0,Paid In Full,C
1879,E0001879,72,9,18,93,20230714,20231001,20231217,4,1225.0,Paid In Full,IP
1880,E0001880,453,9,18,93,20230704,20231001,20231217,4,1690.0,Scholarship Covered,C
1881,E0001881,346,9,18,93,20230809,20231001,20231217,4,1745.0,Paid In Full,W
1882,E0001882,201,9,18,93,20230717,20231001,20231217,4,1995.0,Payment Plan,C
1883,E0001883,114,9,18,93,20230918,20231001,20231217,4,2501.0,Scholarship Covered,B
1884,E0001884,489,9,18,93,20230830,20231001,20231217,4,1715.0,Paid In Full,B-
1885,E0001885,236,9,18,93,20230710,20231001,20231217,4,2325.0,Paid In Full,B
1886,E0001886,483,9,18,93,20230724,20231001,20231217,4,1445.0,Paid In Full,B
1887,E0001887,251,9,18,93,20230721,20231001,20231217,4,2325.0,Payment Plan,C+
1888,E0001888,405,9,18,93,20230913,20231001,20231217,4,1635.0,Payment Plan,A-
1889,E0001889,250,9,18,93,20230915,20231001,20231217,4,1195.0,Paid In Full,C+
1890,E0001890,242,9,18,93,20230807,20231001,20231217,4,3505.0,Paid In Full,B
1891,E0001891,221,9,18,93,20230813,20231001,20231217,4,3194.0,Scholarship Covered,A-
1892,E0001892,258,9,18,93,20230812,20231001,20231217,4,2350.0,Paid In Full,IP
1893,E0001893,202,9,18,93,20230830,20231001,20231217,4,2848.0,Paid In Full,B-
1894,E0001894,199,9,18,93,20230712,20231001,20231217,4,2229.0,Paid In Full,B+
1895,E0001895,196,9,18,93,20230906,20231001,20231217,4,1665.0,Paid In Full,W
1896,E0001896,378,9,18,93,20230713,20231001,20231217,4,2254.0,Paid In Full,IP
1897,E0001897,463,9,18,93,20230821,20231001,20231217,4,2350.0,Payment Plan,A-
1898,E0001898,76,9,18,93,20230909,20231001,20231217,4,1885.0,Scholarship Covered,A
1899,E0001899,403,9,18,93,20230723,20231001,20231217,4,2105.0,Payment Plan,C
1900,E0001900,277,9,18,93,20230919,20231001,20231217,4,1275.0,Paid In Full,C+
1901,E0001901,200,12,21,94,20230708,20231001,20231217,3,1158.12,Paid In Full,C
1902,E0001902,487,12,21,94,20230820,20231001,20231217,3,1400.75,Paid In Full,B
1903,E0001903,199,12,21,94,20230918,20231001,20231217,3,1638.38,Scholarship Covered,IP
1904,E0001904,54,12,21,94,20230915,20231001,20231217,3,1638.38,Scholarship Covered,B
1905,E0001905,205,12,21,94,20230728,20231001,20231217,3,1725.0,Paid In Full,C+
1906,E0001906,46,12,21,94,20230725,20231001,20231217,3,1670.0,Paid In Full,A-
1907,E0001907,97,12,21,94,20230905,20231001,20231217,3,937.5,Paid In Full,A
1908,E0001908,76,12,21,94,20230827,20231001,20231217,3,1355.0,Paid In Full,IP
1909,E0001909,342,12,21,94,20230818,20231001,20231217,3,1120.0,Paid In Full,C
1910,E0001910,182,12,21,94,20230718,20231001,20231217,3,1252.5,Paid In Full,C
1911,E0001911,380,12,21,94,20230905,20231001,20231217,3,1750.0,Payment Plan,C+
1912,E0001912,223,12,21,94,20230721,20231001,20231217,3,1252.5,Paid In Full,B-
1913,E0001913,79,12,21,94,20230726,20231001,20231217,3,1725.0,Paid In Full,A-
1914,E0001914,63,12,21,94,20230907,20231001,20231217,3,937.5,Payment Plan,A
1915,E0001915,439,12,21,94,20230908,20231001,20231217,3,1700.0,Payment Plan,B
1916,E0001916,378,12,21,94,20230913,20231001,20231217,3,1583.38,Paid In Full,B+
1917,E0001917,110,12,21,94,20230912,20231001,20231217,3,1700.0,Payment Plan,A
1918,E0001918,349,12,21,94,20230809,20231001,20231217,3,1512.5,Payment Plan,A-
1919,E0001919,196,12,21,94,20230725,20231001,20231217,3,1227.5,Paid In Full,C+
1920,E0001920,172,12,21,94,20230914,20231001,20231217,3,1689.69,Paid In Full,B+
1921,E0001921,396,12,21,94,20230911,20231001,20231217,3,2566.25,Scholarship Covered,B+
1922,E0001922,494,12,21,94,20230910,20231001,20231217,3,1925.94,Payment Plan,A
1923,E0001923,201,12,21,94,20230823,20231001,20231217,3,1513.75,Payment Plan,B
1924,E0001924,337,12,21,94,20230803,20231001,20231217,3,2536.25,Payment Plan,C+
1925,E0001925,273,12,21,94,20230827,20231001,20231217,3,1700.0,Paid In Full,IP
1926,E0001926,477,12,21,95,20230816,20231001,20231217,3,1120.0,Paid In Full,B
1927,E0001927,496,12,21,95,20230808,20231001,20231217,3,1120.0,Paid In Full,B
1928,E0001928,43,12,21,95,20230820,20231001,20231217,3,1040.0,Payment Plan,B-
1929,E0001929,242,12,21,95,20230913,20231001,20231217,3,2566.25,Paid In Full,IP
1930,E0001930,103,12,21,95,20230914,20231001,20231217,3,1488.75,Scholarship Covered,C
1931,E0001931,274,12,21,95,20230726,20231001,20231217,3,1433.75,Payment Plan,A
1932,E0001932,5,12,21,95,20230806,20231001,20231217,3,882.5,Paid In Full,A-
1933,E0001933,54,12,21,95,20230812,20231001,20231217,3,1638.38,Payment Plan,IP
1934,E0001934,97,12,21,95,20230722,20231001,20231217,3,937.5,Payment Plan,C+
1935,E0001935,110,12,21,95,20230721,20231001,20231217,3,1750.0,Paid In Full,C+
1936,E0001936,153,12,21,95,20230831,20231001,20231217,3,2566.25,Paid In Full,A
1937,E0001937,78,12,21,95,20230724,20231001,20231217,3,1095.0,Paid In Full,C+
1938,E0001938,293,12,21,95,20230724,20231001,20231217,3,1750.0,Paid In Full,IP
1939,E0001939,318,12,21,95,20230803,20231001,20231217,3,1700.0,Paid In Full,C
1940,E0001940,104,12,21,95,20230812,20231001,20231217,3,1796.0,Payment Plan,C
1941,E0001941,389,12,21,95,20230920,20231001,20231217,3,1700.0,Paid In Full,C
1942,E0001942,67,12,21,95,20230829,20231001,20231217,3,1188.12,Paid In Full,B
1943,E0001943,439,12,21,95,20230723,20231001,20231217,3,1670.0,Paid In Full,B+
1944,E0001944,434,12,21,95,20230919,20231001,20231217,3,2063.62,Paid In Full,IP
1945,E0001945,48,12,21,95,20230713,20231001,20231217,3,1769.69,Paid In Full,B-
1946,E0001946,443,12,21,95,20230706,20231001,20231217,3,1385.0,Paid In Full,IP
1947,E0001947,483,12,21,95,20230901,20231001,20231217,3,1120.0,Paid In Full,IP
1948,E0001948,196,12,21,95,20230908,20231001,20231217,3,1197.5,Paid In Full,A-
1949,E0001949,121,12,21,95,20230706,20231001,20231217,3,2276.25,Payment Plan,B-
1950,E0001950,80,12,21,95,20230720,20231001,20231217,3,1227.5,Paid In Full,B
1951,E0001951,223,12,21,95,20230813,20231001,20231217,3,1277.5,Paid In Full,B+
1952,E0001952,349,12,21,95,20230704,20231001,20231217,3,1567.5,Paid In Full,C
1953,E0001953,331,12,21,95,20230716,20231001,20231217,3,1902.31,Paid In Full,B-
1954,E0001954,172,12,21,95,20230905,20231001,20231217,3,1744.69,Payment Plan,C+
1955,E0001955,334,12,21,95,20230726,20231001,20231217,3,1277.5,Paid In Full,C+
1956,E0001956,349,17,4,96,20230723,20231001,20231217,3,1407.5,Paid In Full,A
1957,E0001957,494,17,4,96,20230909,20231001,20231217,3,1806.56,Paid In Full,C
1958,E0001958,264,17,4,96,20230911,20231001,20231217,3,1567.81,Paid In Full,W
1959,E0001959,438,17,4,96,20230818,20231001,20231217,3,1600.0,Paid In Full,A-
1960,E0001960,166,17,4,96,20230828,20231001,20231217,3,1600.0,Paid In Full,B-
1961,E0001961,308,17,4,96,20230914,20231001,20231217,3,1265.0,Paid In Full,IP
1962,E0001962,199,17,4,96,20230921,20231001,20231217,3,1471.62,Paid In Full,C+
1963,E0001963,318,17,4,96,20230722,20231001,20231217,3,1575.0,Payment Plan,W
1964,E0001964,439,17,4,96,20230812,20231001,20231217,3,1550.0,Payment Plan,IP
1965,E0001965,197,17,4,96,20230715,20231001,20231217,3,1218.75,Paid In Full,B
1966,E0001966,389,17,4,96,20230707,20231001,20231217,3,1550.0,Scholarship Covered,A-
1967,E0001967,104,17,4,96,20230828,20231001,20231217,3,1689.0,Payment Plan,W
1968,E0001968,72,17,4,96,20230804,20231001,20231217,3,862.5,Paid In Full,C
1969,E0001969,196,17,4,96,20230826,20231001,20231217,3,1092.5,Paid In Full,B+
1970,E0001970,487,17,4,96,20230730,20231001,20231217,3,1304.25,Paid In Full,A-
1971,E0001971,346,17,4,96,20230903,20231001,20231217,3,1218.75,Paid In Full,IP
1972,E0001972,468,17,4,96,20230707,20231001,20231217,3,1030.0,Paid In Full,IP
1973,E0001973,121,17,4,96,20230817,20231001,20231217,3,2073.75,Paid In Full,IP
1974,E0001974,391,17,4,96,20230706,20231001,20231217,3,1005.0,Paid In Full,IP
1975,E0001975,331,17,4,96,20230905,20231001,20231217,3,1785.19,Paid In Full,C+
1976,E0001976,339,17,4,96,20230811,20231001,20231217,3,2018.75,Paid In Full,W
1977,E0001977,124,17,4,96,20230812,20231001,20231217,3,1714.0,Paid In Full,C
1978,E0001978,196,21,22,97,20230904,20231001,20231217,4,1285.0,Scholarship Covered,B+
1979,E0001979,339,21,22,97,20230822,20231001,20231217,4,2390.0,Paid In Full,A-
1980,E0001980,453,21,22,97,20230809,20231001,20231217,4,1340.0,Scholarship Covered,A-
1981,E0001981,434,21,22,97,20230913,20231001,20231217,4,2240.5,Paid In Full,IP
1982,E0001982,28,21,22,97,20230716,20231001,20231217,4,1322.5,Paid In Full,C
1983,E0001983,351,21,22,97,20230713,20231001,20231217,4,1875.0,Payment Plan,A-
1984,E0001984,168,21,22,97,20230907,20231001,20231217,4,1825.0,Paid In Full,B-
1985,E0001985,317,21,22,97,20230712,20231001,20231217,4,1315.0,Paid In Full,A
1986,E0001986,430,21,22,97,20230824,20231001,20231217,4,1816.25,Paid In Full,IP
1987,E0001987,31,21,22,97,20230823,20231001,20231217,4,2160.5,Paid In Full,B+
1988,E0001988,487,21,22,97,20230811,20231001,20231217,4,1502.0,Paid In Full,C
1989,E0001989,275,21,22,97,20230815,20231001,20231217,4,1781.5,Paid In Full,IP
1990,E0001990,43,21,22,97,20230730,20231001,20231217,4,1115.0,Payment Plan,W
1991,E0001991,403,21,22,97,20230708,20231001,20231217,4,1625.0,Paid In Full,A
