donation_id,donor_id,date,amount,campaign
DN00004404,D00462,2024-12-19,100,Annual Gala
DN00004405,D00462,2025-03-05,1500,Year-End Giving
DN00004406,D00462,2025-06-27,1000,Spring Appeal
DN00004407,D00462,2025-09-19,75,Summer Drive
DN00004408,D00463,2023-02-16,100,Year-End Giving
DN00004409,D00463,2023-05-12,150,Annual Gala
DN00004410,D00463,2023-08-03,100,Summer Drive
DN00004411,D00463,2023-11-28,150,Annual Gala
DN00004412,D00463,2024-02-09,250,Summer Drive
DN00004413,D00463,2024-05-02,250,Spring Appeal
DN00004414,D00463,2024-08-26,75,Year-End Giving
DN00004415,D00463,2024-11-19,150,Annual Gala
DN00004416,D00463,2025-02-26,2500,Annual Gala
DN00004417,D00463,2025-05-22,100,Annual Gala
DN00004418,D00463,2025-08-16,50,Spring Appeal
DN00004419,D00464,2023-11-08,100,Annual Gala
DN00004420,D00464,2024-11-11,1500,Spring Appeal
DN00004421,D00465,2023-01-21,250,Summer Drive
DN00004422,D00465,2023-07-11,250,Year-End Giving
DN00004423,D00465,2024-01-21,500,Back to School
DN00004424,D00465,2024-07-27,25,Annual Gala
DN00004425,D00465,2025-01-22,500,Spring Appeal
DN00004426,D00465,2025-07-22,1500,Spring Appeal
DN00004427,D00466,2023-01-01,25,Spring Appeal
DN00004428,D00466,2023-04-19,75,Annual Gala
DN00004429,D00466,2023-07-21,100,Year-End Giving
DN00004430,D00466,2023-10-22,50,Summer Drive
DN00004431,D00466,2024-01-06,500,Annual Gala
DN00004432,D00466,2024-04-26,100,Summer Drive
DN00004433,D00466,2024-07-10,50,Back to School
DN00004434,D00466,2024-10-21,50,Year-End Giving
DN00004435,D00466,2025-01-26,50,Spring Appeal
DN00004436,D00466,2025-04-25,1000,Year-End Giving
DN00004437,D00466,2025-07-23,500,Annual Gala
DN00004438,D00467,2023-01-26,50,Spring Appeal
DN00004439,D00467,2023-04-12,150,Summer Drive
DN00004440,D00467,2023-07-09,75,Back to School
DN00004441,D00467,2023-10-13,2500,Annual Gala
DN00004442,D00467,2024-01-01,150,Annual Gala
DN00004443,D00467,2024-04-01,50,Back to School
DN00004444,D00467,2024-07-01,50,Year-End Giving
DN00004445,D00467,2024-10-26,50,Year-End Giving
DN00004446,D00467,2025-01-03,25,Spring Appeal
DN00004447,D00467,2025-04-19,1000,Year-End Giving
DN00004448,D00467,2025-07-03,2500,Back to School
DN00004449,D00468,2023-01-28,250,Back to School
DN00004450,D00468,2023-04-13,150,Summer Drive
DN00004451,D00468,2023-07-08,100,Back to School
DN00004452,D00468,2023-10-17,500,Annual Gala
DN00004453,D00468,2024-01-26,1500,Spring Appeal
DN00004454,D00468,2024-04-12,1500,Spring Appeal
DN00004455,D00468,2024-07-07,100,Annual Gala
DN00004456,D00468,2024-10-06,25,Annual Gala
DN00004457,D00468,2025-01-22,250,Summer Drive
DN00004458,D00468,2025-04-13,25,Spring Appeal
DN00004459,D00468,2025-07-10,100,Back to School
DN00004460,D00469,2023-02-03,150,Summer Drive
DN00004461,D00469,2023-05-07,75,Annual Gala
DN00004462,D00469,2023-08-06,250,Annual Gala
DN00004463,D00469,2023-11-09,1000,Back to School
DN00004464,D00469,2024-02-04,500,Annual Gala
DN00004465,D00469,2024-05-18,500,Spring Appeal
DN00004466,D00469,2024-08-05,1500,Back to School
DN00004467,D00469,2024-11-02,100,Spring Appeal
DN00004468,D00469,2025-02-14,100,Annual Gala
DN00004469,D00469,2025-05-25,50,Back to School
DN00004470,D00469,2025-08-02,100,Back to School
DN00004471,D00470,2023-05-06,2500,Summer Drive
DN00004472,D00470,2023-11-17,150,Back to School
DN00004473,D00470,2024-05-18,2500,Back to School
DN00004474,D00470,2024-11-02,250,Spring Appeal
DN00004475,D00470,2025-05-28,1500,Back to School
DN00004476,D00471,2023-03-05,75,Back to School
DN00004477,D00471,2023-09-13,150,Summer Drive
DN00004478,D00471,2024-03-08,1500,Annual Gala
DN00004479,D00471,2024-09-28,500,Year-End Giving
DN00004480,D00471,2025-03-12,150,Annual Gala
DN00004481,D00471,2025-09-07,100,Year-End Giving
DN00004482,D00472,2023-01-01,2500,Summer Drive
DN00004483,D00472,2023-04-01,25,Summer Drive
DN00004484,D00472,2023-07-04,100,Back to School
DN00004485,D00472,2023-10-09,1000,Back to School
DN00004486,D00472,2024-01-25,150,Spring Appeal
DN00004487,D00472,2024-04-05,75,Annual Gala
DN00004488,D00472,2024-07-09,100,Spring Appeal
DN00004489,D00472,2024-10-09,100,Summer Drive
DN00004490,D00472,2025-01-18,1000,Spring Appeal
DN00004491,D00472,2025-04-16,150,Back to School
DN00004492,D00472,2025-07-24,100,Year-End Giving
DN00004493,D00473,2023-10-16,100,Annual Gala
DN00004494,D00473,2024-10-26,2500,Summer Drive
DN00004495,D00474,2023-02-27,100,Back to School
DN00004496,D00474,2024-02-15,75,Spring Appeal
DN00004497,D00474,2025-02-01,250,Spring Appeal
DN00004498,D00475,2023-09-06,25,Spring Appeal
DN00004499,D00475,2024-09-27,100,Back to School
DN00004500,D00475,2025-09-10,2500,Year-End Giving
DN00004501,D00476,2023-09-25,1500,Summer Drive
DN00004502,D00476,2024-09-08,250,Year-End Giving
DN00004503,D00476,2025-09-03,2500,Year-End Giving
DN00004504,D00477,2023-09-07,75,Year-End Giving
DN00004505,D00477,2024-09-05,1000,Back to School
DN00004506,D00477,2025-09-25,1500,Spring Appeal
DN00004507,D00478,2023-04-26,100,Summer Drive
DN00004508,D00478,2024-04-14,250,Spring Appeal
DN00004509,D00478,2025-04-22,1000,Annual Gala
DN00004510,D00479,2023-02-03,25,Annual Gala
DN00004511,D00479,2024-02-27,250,Spring Appeal
DN00004512,D00479,2025-02-07,250,Summer Drive
DN00004513,D00480,2023-02-14,150,Spring Appeal
DN00004514,D00480,2023-05-03,75,Annual Gala
DN00004515,D00480,2023-08-22,25,Spring Appeal
DN00004516,D00480,2023-11-04,1000,Spring Appeal
DN00004517,D00480,2024-02-15,2500,Annual Gala
DN00004518,D00480,2024-05-07,100,Year-End Giving
DN00004519,D00480,2024-08-12,1000,Summer Drive
DN00004520,D00480,2024-11-09,25,Annual Gala
DN00004521,D00480,2025-02-08,50,Back to School
DN00004522,D00480,2025-05-22,2500,Spring Appeal
DN00004523,D00480,2025-08-06,100,Spring Appeal
DN00004524,D00481,2023-10-25,150,Annual Gala
DN00004525,D00481,2024-10-06,25,Year-End Giving
DN00004526,D00482,2023-04-22,500,Spring Appeal
DN00004527,D00482,2023-10-03,150,Summer Drive
DN00004528,D00482,2024-04-28,500,Spring Appeal
DN00004529,D00482,2024-10-14,100,Annual Gala
DN00004530,D00482,2025-04-22,2500,Annual Gala
DN00004531,D00483,2023-03-09,500,Summer Drive
DN00004532,D00483,2023-06-12,75,Spring Appeal
DN00004533,D00483,2023-09-26,100,Summer Drive
DN00004534,D00483,2023-12-07,1500,Annual Gala
DN00004535,D00483,2024-03-14,1000,Summer Drive
DN00004536,D00483,2024-06-11,25,Summer Drive
DN00004537,D00483,2024-09-21,100,Annual Gala
DN00004538,D00483,2024-12-10,1500,Annual Gala
DN00004539,D00483,2025-03-02,50,Year-End Giving
DN00004540,D00483,2025-06-16,250,Annual Gala
DN00004541,D00483,2025-09-25,100,Annual Gala
DN00004542,D00484,2023-03-08,25,Summer Drive
DN00004543,D00484,2023-09-18,1500,Summer Drive
DN00004544,D00484,2024-03-02,1000,Spring Appeal
DN00004545,D00484,2024-09-14,100,Spring Appeal
DN00004546,D00484,2025-03-20,100,Back to School
DN00004547,D00484,2025-09-26,150,Summer Drive
DN00004548,D00485,2023-03-22,250,Annual Gala
DN00004549,D00485,2023-06-26,75,Summer Drive
DN00004550,D00485,2023-09-01,100,Spring Appeal
DN00004551,D00485,2023-12-23,1500,Annual Gala
DN00004552,D00485,2024-03-22,1500,Spring Appeal
DN00004553,D00485,2024-06-24,500,Summer Drive
DN00004554,D00485,2024-09-12,500,Year-End Giving
DN00004555,D00485,2024-12-05,2500,Year-End Giving
DN00004556,D00485,2025-03-01,1500,Annual Gala
DN00004557,D00485,2025-06-07,1500,Annual Gala
DN00004558,D00485,2025-09-14,1000,Back to School
DN00004559,D00486,2023-02-12,1000,Annual Gala
DN00004560,D00486,2023-05-04,1000,Year-End Giving
DN00004561,D00486,2023-08-11,50,Year-End Giving
DN00004562,D00486,2023-11-05,50,Annual Gala
DN00004563,D00486,2024-02-06,50,Year-End Giving
DN00004564,D00486,2024-05-03,250,Year-End Giving
DN00004565,D00486,2024-08-26,75,Annual Gala
DN00004566,D00486,2024-11-03,1000,Year-End Giving
DN00004567,D00486,2025-02-17,1000,Summer Drive
DN00004568,D00486,2025-05-16,500,Annual Gala
DN00004569,D00486,2025-08-12,150,Back to School
DN00004570,D00487,2023-01-11,150,Year-End Giving
DN00004571,D00487,2023-02-19,250,Annual Gala
DN00004572,D00487,2023-03-11,1500,Summer Drive
DN00004573,D00487,2023-04-09,1000,Annual Gala
DN00004574,D00487,2023-05-12,50,Back to School
DN00004575,D00487,2023-06-15,25,Back to School
DN00004576,D00487,2023-07-03,100,Year-End Giving
DN00004577,D00487,2023-08-13,100,Summer Drive
DN00004578,D00487,2023-09-15,150,Spring Appeal
DN00004579,D00487,2023-10-13,100,Year-End Giving
DN00004580,D00487,2023-11-27,25,Year-End Giving
DN00004581,D00487,2023-12-27,25,Spring Appeal
DN00004582,D00487,2024-01-25,25,Summer Drive
DN00004583,D00487,2024-02-07,1500,Year-End Giving
DN00004584,D00487,2024-03-05,75,Back to School
DN00004585,D00487,2024-04-07,50,Back to School
DN00004586,D00487,2024-05-01,1500,Year-End Giving
DN00004587,D00487,2024-06-09,1000,Spring Appeal
DN00004588,D00487,2024-07-19,2500,Spring Appeal
DN00004589,D00487,2024-08-01,75,Year-End Giving
DN00004590,D00487,2024-09-16,2500,Spring Appeal
DN00004591,D00487,2024-10-24,75,Annual Gala
DN00004592,D00487,2024-11-25,1500,Back to School
DN00004593,D00487,2024-12-18,100,Annual Gala
DN00004594,D00487,2025-01-12,250,Back to School
DN00004595,D00487,2025-02-11,1500,Spring Appeal
DN00004596,D00487,2025-03-15,50,Back to School
DN00004597,D00487,2025-04-14,250,Annual Gala
DN00004598,D00487,2025-05-11,1500,Spring Appeal
DN00004599,D00487,2025-06-20,100,Spring Appeal
DN00004600,D00487,2025-07-16,1000,Summer Drive
DN00004601,D00487,2025-08-15,25,Summer Drive
DN00004602,D00487,2025-09-18,500,Back to School
DN00004603,D00488,2023-03-06,2500,Spring Appeal
DN00004604,D00488,2023-06-14,1500,Back to School
DN00004605,D00488,2023-09-06,100,Annual Gala
DN00004606,D00488,2023-12-15,1000,Spring Appeal
DN00004607,D00488,2024-03-07,25,Back to School
DN00004608,D00488,2024-06-06,25,Year-End Giving
DN00004609,D00488,2024-09-24,500,Spring Appeal
DN00004610,D00488,2024-12-11,150,Spring Appeal
DN00004611,D00488,2025-03-27,250,Annual Gala
DN00004612,D00488,2025-06-25,25,Year-End Giving
DN00004613,D00488,2025-09-28,50,Summer Drive
DN00004614,D00489,2023-01-18,500,Annual Gala
DN00004615,D00489,2023-02-19,1500,Summer Drive
DN00004616,D00489,2023-03-21,50,Year-End Giving
DN00004617,D00489,2023-04-27,250,Annual Gala
DN00004618,D00489,2023-05-01,250,Spring Appeal
DN00004619,D00489,2023-06-01,50,Year-End Giving
DN00004620,D00489,2023-07-16,250,Annual Gala
DN00004621,D00489,2023-08-26,2500,Spring Appeal
DN00004622,D00489,2023-09-08,2500,Spring Appeal
DN00004623,D00489,2023-10-21,75,Spring Appeal
DN00004624,D00489,2023-11-06,1000,Spring Appeal
DN00004625,D00489,2023-12-13,50,Annual Gala
DN00004626,D00489,2024-01-22,150,Back to School
DN00004627,D00489,2024-02-06,100,Summer Drive
DN00004628,D00489,2024-03-25,2500,Spring Appeal
DN00004629,D00489,2024-04-01,150,Summer Drive
DN00004630,D00489,2024-05-01,100,Annual Gala
DN00004631,D00489,2024-06-15,250,Back to School
DN00004632,D00489,2024-07-15,75,Summer Drive
DN00004633,D00489,2024-08-24,25,Back to School
DN00004634,D00489,2024-09-12,75,Year-End Giving
DN00004635,D00489,2024-10-03,250,Back to School
DN00004636,D00489,2024-11-03,500,Spring Appeal
DN00004637,D00489,2024-12-09,100,Back to School
DN00004638,D00489,2025-01-06,250,Spring Appeal
DN00004639,D00489,2025-02-06,500,Summer Drive
DN00004640,D00489,2025-03-03,1500,Spring Appeal
DN00004641,D00489,2025-04-13,1000,Spring Appeal
DN00004642,D00489,2025-05-18,1500,Annual Gala
DN00004643,D00489,2025-06-11,100,Year-End Giving
DN00004644,D00489,2025-07-09,2500,Annual Gala
DN00004645,D00489,2025-08-02,1500,Year-End Giving
DN00004646,D00489,2025-09-05,2500,Spring Appeal
DN00004647,D00490,2023-01-19,150,Year-End Giving
DN00004648,D00490,2023-04-19,25,Spring Appeal
DN00004649,D00490,2023-07-09,150,Summer Drive
DN00004650,D00490,2023-10-26,500,Back to School
DN00004651,D00490,2024-01-18,100,Summer Drive
DN00004652,D00490,2024-04-28,150,Annual Gala
DN00004653,D00490,2024-07-25,2500,Spring Appeal
DN00004654,D00490,2024-10-21,250,Annual Gala
DN00004655,D00490,2025-01-15,500,Spring Appeal
DN00004656,D00490,2025-04-07,50,Back to School
DN00004657,D00490,2025-07-08,1000,Year-End Giving
DN00004658,D00491,2023-01-08,250,Year-End Giving
DN00004659,D00491,2024-01-07,75,Annual Gala
DN00004660,D00491,2025-01-26,150,Summer Drive
DN00004661,D00492,2023-01-03,1500,Spring Appeal
DN00004662,D00492,2023-07-15,1500,Year-End Giving
DN00004663,D00492,2024-01-09,250,Annual Gala
DN00004664,D00492,2024-07-04,500,Summer Drive
DN00004665,D00492,2025-01-07,25,Spring Appeal
DN00004666,D00492,2025-07-08,250,Annual Gala
DN00004667,D00493,2023-01-13,25,Summer Drive
DN00004668,D00493,2023-04-06,75,Annual Gala
DN00004669,D00493,2023-07-25,75,Summer Drive
DN00004670,D00493,2023-10-23,250,Spring Appeal
DN00004671,D00493,2024-01-09,1500,Annual Gala
DN00004672,D00493,2024-04-14,50,Back to School
DN00004673,D00493,2024-07-28,150,Year-End Giving
DN00004674,D00493,2024-10-28,500,Year-End Giving
DN00004675,D00493,2025-01-24,150,Year-End Giving
DN00004676,D00493,2025-04-26,2500,Annual Gala
DN00004677,D00493,2025-07-01,1500,Summer Drive
DN00004678,D00494,2023-01-08,250,Spring Appeal
DN00004679,D00494,2023-02-17,500,Back to School
DN00004680,D00494,2023-03-01,1500,Annual Gala
DN00004681,D00494,2023-04-01,25,Annual Gala
DN00004682,D00494,2023-05-16,500,Back to School
DN00004683,D00494,2023-06-19,100,Summer Drive
DN00004684,D00494,2023-07-20,250,Spring Appeal
DN00004685,D00494,2023-08-21,2500,Back to School
DN00004686,D00494,2023-09-22,75,Back to School
DN00004687,D00494,2023-10-12,1500,Year-End Giving
DN00004688,D00494,2023-11-07,100,Annual Gala
DN00004689,D00494,2023-12-09,150,Annual Gala
DN00004690,D00494,2024-01-07,500,Back to School
DN00004691,D00494,2024-02-10,75,Annual Gala
DN00004692,D00494,2024-03-13,1000,Annual Gala
DN00004693,D00494,2024-04-10,50,Year-End Giving
DN00004694,D00494,2024-05-19,1000,Year-End Giving
DN00004695,D00494,2024-06-05,100,Annual Gala
DN00004696,D00494,2024-07-01,250,Spring Appeal
DN00004697,D00494,2024-08-02,100,Year-End Giving
DN00004698,D00494,2024-09-24,25,Spring Appeal
DN00004699,D00494,2024-10-22,75,Spring Appeal
DN00004700,D00494,2024-11-22,150,Back to School
DN00004701,D00494,2024-12-28,100,Back to School
DN00004702,D00494,2025-01-07,2500,Back to School
DN00004703,D00494,2025-02-23,50,Summer Drive
DN00004704,D00494,2025-03-27,250,Summer Drive
DN00004705,D00494,2025-04-09,250,Summer Drive
DN00004706,D00494,2025-05-14,75,Annual Gala
DN00004707,D00494,2025-06-26,75,Back to School
DN00004708,D00494,2025-07-21,500,Year-End Giving
DN00004709,D00494,2025-08-12,150,Year-End Giving
DN00004710,D00494,2025-09-22,100,Summer Drive
DN00004711,D00495,2023-07-05,500,Annual Gala
DN00004712,D00495,2024-07-05,1500,Summer Drive
DN00004713,D00495,2025-07-20,75,Spring Appeal
DN00004714,D00496,2023-11-23,500,Spring Appeal
DN00004715,D00496,2024-11-07,1500,Summer Drive
DN00004716,D00497,2023-02-24,1000,Annual Gala
DN00004717,D00497,2023-05-20,500,Back to School
DN00004718,D00497,2023-08-08,50,Annual Gala
DN00004719,D00497,2023-11-01,1500,Annual Gala
DN00004720,D00497,2024-02-28,150,Year-End Giving
DN00004721,D00497,2024-05-03,75,Year-End Giving
DN00004722,D00497,2024-08-10,500,Summer Drive
DN00004723,D00497,2024-11-03,100,Annual Gala
DN00004724,D00497,2025-02-23,250,Summer Drive
DN00004725,D00497,2025-05-28,2500,Spring Appeal
DN00004726,D00497,2025-08-23,1500,Summer Drive
DN00004727,D00498,2023-02-06,500,Back to School
DN00004728,D00498,2023-05-13,2500,Annual Gala
DN00004729,D00498,2023-08-07,150,Year-End Giving
DN00004730,D00498,2023-11-06,500,Summer Drive
DN00004731,D00498,2024-02-11,75,Spring Appeal
DN00004732,D00498,2024-05-20,150,Summer Drive
DN00004733,D00498,2024-08-10,150,Summer Drive
DN00004734,D00498,2024-11-03,25,Annual Gala
DN00004735,D00498,2025-02-02,500,Summer Drive
DN00004736,D00498,2025-05-03,100,Annual Gala
DN00004737,D00498,2025-08-28,75,Year-End Giving
DN00004738,D00499,2023-01-05,250,Spring Appeal
DN00004739,D00499,2023-02-10,1000,Annual Gala
DN00004740,D00499,2023-03-18,500,Year-End Giving
DN00004741,D00499,2023-04-03,50,Spring Appeal
DN00004742,D00499,2023-05-26,50,Back to School
DN00004743,D00499,2023-06-22,250,Summer Drive
DN00004744,D00499,2023-07-10,250,Spring Appeal
DN00004745,D00499,2023-08-02,150,Summer Drive
DN00004746,D00499,2023-09-12,100,Year-End Giving
DN00004747,D00499,2023-10-08,100,Back to School
DN00004748,D00499,2023-11-10,1000,Annual Gala
DN00004749,D00499,2023-12-08,100,Spring Appeal
DN00004750,D00499,2024-01-10,1500,Year-End Giving
DN00004751,D00499,2024-02-16,250,Year-End Giving
DN00004752,D00499,2024-03-10,150,Back to School
DN00004753,D00499,2024-04-21,1000,Summer Drive
DN00004754,D00499,2024-05-26,100,Year-End Giving
DN00004755,D00499,2024-06-27,75,Spring Appeal
DN00004756,D00499,2024-07-22,1000,Annual Gala
DN00004757,D00499,2024-08-09,150,Annual Gala
DN00004758,D00499,2024-09-11,150,Spring Appeal
DN00004759,D00499,2024-10-14,2500,Summer Drive
DN00004760,D00499,2024-11-14,1000,Spring Appeal
DN00004761,D00499,2024-12-21,2500,Annual Gala
DN00004762,D00499,2025-01-11,500,Back to School
DN00004763,D00499,2025-02-17,100,Back to School
DN00004764,D00499,2025-03-02,1000,Spring Appeal
DN00004765,D00499,2025-04-13,25,Spring Appeal
DN00004766,D00499,2025-05-04,50,Annual Gala
DN00004767,D00499,2025-06-05,2500,Annual Gala
DN00004768,D00499,2025-07-15,2500,Back to School
DN00004769,D00499,2025-08-18,1000,Year-End Giving
DN00004770,D00499,2025-09-21,1000,Spring Appeal
DN00004771,D00500,2023-08-21,1000,Spring Appeal
DN00004772,D00500,2024-08-21,1000,Year-End Giving
DN00004773,D00500,2025-08-04,75,Back to School
DN00004774,D00501,2023-01-26,1500,Annual Gala
DN00004775,D00501,2023-02-21,50,Annual Gala
DN00004776,D00501,2023-03-20,150,Back to School
DN00004777,D00501,2023-04-24,500,Summer Drive
DN00004778,D00501,2023-05-23,250,Year-End Giving
DN00004779,D00501,2023-06-20,500,Summer Drive
DN00004780,D00501,2023-07-12,25,Summer Drive
DN00004781,D00501,2023-08-06,25,Spring Appeal
DN00004782,D00501,2023-09-15,150,Spring Appeal
DN00004783,D00501,2023-10-16,250,Back to School
DN00004784,D00501,2023-11-21,1500,Annual Gala
DN00004785,D00501,2023-12-07,1000,Annual Gala
DN00004786,D00501,2024-01-21,1500,Annual Gala
DN00004787,D00501,2024-02-01,25,Summer Drive
DN00004788,D00501,2024-03-25,1500,Annual Gala
DN00004789,D00501,2024-04-16,1000,Back to School
DN00004790,D00501,2024-05-06,1000,Year-End Giving
DN00004791,D00501,2024-06-11,75,Back to School
DN00004792,D00501,2024-07-13,1500,Annual Gala
DN00004793,D00501,2024-08-20,75,Year-End Giving
DN00004794,D00501,2024-09-14,2500,Annual Gala
DN00004795,D00501,2024-10-17,250,Spring Appeal
DN00004796,D00501,2024-11-06,1500,Summer Drive
DN00004797,D00501,2024-12-20,2500,Back to School
DN00004798,D00501,2025-01-21,100,Annual Gala
DN00004799,D00501,2025-02-14,1500,Spring Appeal
DN00004800,D00501,2025-03-09,1500,Summer Drive
DN00004801,D00501,2025-04-25,500,Spring Appeal
DN00004802,D00501,2025-05-11,25,Summer Drive
DN00004803,D00501,2025-06-01,50,Summer Drive
DN00004804,D00501,2025-07-18,2500,Summer Drive
DN00004805,D00501,2025-08-12,2500,Summer Drive
DN00004806,D00501,2025-09-27,500,Annual Gala
DN00004807,D00502,2023-03-17,25,Back to School
DN00004808,D00502,2023-06-11,500,Summer Drive
DN00004809,D00502,2023-09-11,250,Spring Appeal
DN00004810,D00502,2023-12-07,100,Summer Drive
DN00004811,D00502,2024-03-17,150,Year-End Giving
DN00004812,D00502,2024-06-28,25,Year-End Giving
DN00004813,D00502,2024-09-11,25,Back to School
DN00004814,D00502,2024-12-01,100,Back to School
DN00004815,D00502,2025-03-07,150,Spring Appeal
DN00004816,D00502,2025-06-15,250,Summer Drive
DN00004817,D00502,2025-09-05,100,Spring Appeal
DN00004818,D00503,2023-03-27,100,Spring Appeal
DN00004819,D00503,2023-09-14,1500,Annual Gala
DN00004820,D00503,2024-03-20,150,Spring Appeal
DN00004821,D00503,2024-09-03,2500,Spring Appeal
DN00004822,D00503,2025-03-03,150,Summer Drive
DN00004823,D00503,2025-09-14,25,Back to School
DN00004824,D00504,2023-01-04,250,Summer Drive
DN00004825,D00504,2024-01-21,150,Year-End Giving
DN00004826,D00504,2025-01-02,250,Spring Appeal
DN00004827,D00505,2023-11-11,150,Year-End Giving
DN00004828,D00505,2024-11-02,250,Year-End Giving
DN00004829,D00506,2023-09-03,100,Back to School
DN00004830,D00506,2024-09-24,50,Annual Gala
DN00004831,D00506,2025-09-17,75,Summer Drive
DN00004832,D00507,2023-09-13,100,Back to School
DN00004833,D00507,2024-09-10,2500,Year-End Giving
DN00004834,D00507,2025-09-14,2500,Spring Appeal
DN00004835,D00508,2023-12-11,500,Summer Drive
DN00004836,D00508,2024-12-24,150,Year-End Giving
DN00004837,D00509,2023-02-08,250,Summer Drive
DN00004838,D00509,2023-05-17,150,Spring Appeal
DN00004839,D00509,2023-08-21,1000,Spring Appeal
DN00004840,D00509,2023-11-28,2500,Year-End Giving
DN00004841,D00509,2024-02-23,150,Spring Appeal
DN00004842,D00509,2024-05-17,2500,Summer Drive
DN00004843,D00509,2024-08-18,250,Spring Appeal
DN00004844,D00509,2024-11-06,500,Summer Drive
DN00004845,D00509,2025-02-07,25,Annual Gala
DN00004846,D00509,2025-05-22,100,Back to School
DN00004847,D00509,2025-08-06,100,Spring Appeal
DN00004848,D00510,2023-02-14,100,Year-End Giving
DN00004849,D00510,2023-05-27,500,Back to School
DN00004850,D00510,2023-08-17,100,Annual Gala
DN00004851,D00510,2023-11-10,1500,Back to School
DN00004852,D00510,2024-02-03,100,Year-End Giving
DN00004853,D00510,2024-05-26,150,Annual Gala
DN00004854,D00510,2024-08-20,500,Spring Appeal
DN00004855,D00510,2024-11-04,250,Summer Drive
DN00004856,D00510,2025-02-12,75,Spring Appeal
DN00004857,D00510,2025-05-23,1500,Back to School
DN00004858,D00510,2025-08-17,25,Year-End Giving
DN00004859,D00511,2023-01-11,2500,Summer Drive
DN00004860,D00511,2023-02-27,2500,Back to School
DN00004861,D00511,2023-03-28,1500,Summer Drive
DN00004862,D00511,2023-04-28,500,Annual Gala
DN00004863,D00511,2023-05-11,75,Spring Appeal
DN00004864,D00511,2023-06-11,50,Annual Gala
DN00004865,D00511,2023-07-02,75,Summer Drive
DN00004866,D00511,2023-08-26,500,Summer Drive
DN00004867,D00511,2023-09-23,500,Year-End Giving
DN00004868,D00511,2023-10-09,100,Annual Gala
DN00004869,D00511,2023-11-13,75,Year-End Giving
DN00004870,D00511,2023-12-15,1000,Year-End Giving
DN00004871,D00511,2024-01-03,50,Spring Appeal
DN00004872,D00511,2024-02-22,1500,Annual Gala
DN00004873,D00511,2024-03-12,2500,Annual Gala
DN00004874,D00511,2024-04-23,100,Back to School
DN00004875,D00511,2024-05-17,250,Summer Drive
DN00004876,D00511,2024-06-18,2500,Summer Drive
DN00004877,D00511,2024-07-22,1500,Year-End Giving
DN00004878,D00511,2024-08-01,150,Year-End Giving
DN00004879,D00511,2024-09-22,2500,Summer Drive
DN00004880,D00511,2024-10-09,1000,Annual Gala
DN00004881,D00511,2024-11-14,1500,Back to School
DN00004882,D00511,2024-12-02,25,Back to School
DN00004883,D00511,2025-01-07,1000,Year-End Giving
DN00004884,D00511,2025-02-02,1500,Year-End Giving
DN00004885,D00511,2025-03-01,50,Back to School
DN00004886,D00511,2025-04-15,75,Annual Gala
DN00004887,D00511,2025-05-23,75,Spring Appeal
DN00004888,D00511,2025-06-22,2500,Back to School
DN00004889,D00511,2025-07-15,100,Summer Drive
DN00004890,D00511,2025-08-22,25,Summer Drive
DN00004891,D00511,2025-09-07,100,Back to School
DN00004892,D00512,2023-01-19,75,Summer Drive
DN00004893,D00512,2023-02-09,50,Back to School
DN00004894,D00512,2023-03-25,250,Back to School
DN00004895,D00512,2023-04-08,25,Back to School
DN00004896,D00512,2023-05-16,25,Annual Gala
DN00004897,D00512,2023-06-22,75,Annual Gala
DN00004898,D00512,2023-07-11,50,Back to School
DN00004899,D00512,2023-08-14,500,Spring Appeal
DN00004900,D00512,2023-09-20,2500,Year-End Giving
DN00004901,D00512,2023-10-07,100,Annual Gala
DN00004902,D00512,2023-11-10,1000,Back to School
DN00004903,D00512,2023-12-22,1000,Back to School
DN00004904,D00512,2024-01-16,100,Year-End Giving
DN00004905,D00512,2024-02-09,1000,Back to School
DN00004906,D00512,2024-03-27,500,Spring Appeal
DN00004907,D00512,2024-04-07,100,Spring Appeal
DN00004908,D00512,2024-05-07,1500,Spring Appeal
DN00004909,D00512,2024-06-05,1000,Summer Drive
DN00004910,D00512,2024-07-26,50,Back to School
DN00004911,D00512,2024-08-15,75,Back to School
DN00004912,D00512,2024-09-25,1000,Spring Appeal
DN00004913,D00512,2024-10-07,500,Spring Appeal
DN00004914,D00512,2024-11-26,100,Spring Appeal
DN00004915,D00512,2024-12-27,1000,Annual Gala
DN00004916,D00512,2025-01-27,500,Annual Gala
DN00004917,D00512,2025-02-22,25,Summer Drive
DN00004918,D00512,2025-03-07,2500,Spring Appeal
DN00004919,D00512,2025-04-02,2500,Year-End Giving
DN00004920,D00512,2025-05-11,50,Annual Gala
DN00004921,D00512,2025-06-20,2500,Back to School
DN00004922,D00512,2025-07-03,100,Year-End Giving
DN00004923,D00512,2025-08-12,75,Year-End Giving
DN00004924,D00512,2025-09-07,500,Annual Gala
DN00004925,D00513,2023-09-10,150,Summer Drive
DN00004926,D00513,2024-09-22,250,Summer Drive
DN00004927,D00513,2025-09-06,100,Spring Appeal
DN00004928,D00514,2023-12-04,50,Year-End Giving
DN00004929,D00514,2024-12-25,25,Year-End Giving
DN00004930,D00515,2023-08-08,250,Year-End Giving
DN00004931,D00515,2024-08-25,50,Summer Drive
DN00004932,D00515,2025-08-28,500,Annual Gala
DN00004933,D00516,2023-05-25,500,Annual Gala
