date_key,customer_key,product_key,territory_key,volume_raw,dn_rev,net_revenue,total_cogs,base_cogs,ip_cogs,ps_cogs,cma_on_invoice,cma_non_invoice,lmp_funding,authorized_revenue
743,899,13,4,0.22,7.26,7.42,6.71,9.20,2.49,4.22,0.34,0.17,0.00,6.97
827,4430,40,3,10.56,146.21,157.86,118.53,149.99,31.47,87.06,0.00,11.65,0.00,186.90
918,4260,7,3,0.58,9.73,10.23,3.82,4.69,0.87,2.95,0.00,0.51,0.00,25.91
743,1300,7,1,0.15,4.12,5.78,1.96,2.51,0.54,1.42,0.00,1.66,0.00,6.69
883,4599,77,3,1.19,20.49,21.35,12.64,12.64,0.00,12.64,0.00,0.86,0.00,21.35
946,1570,20,1,2.71,66.61,66.61,56.40,56.40,0.00,56.40,0.00,0.00,0.00,71.16
1058,1259,51,4,0.22,10.60,10.75,7.29,9.27,1.99,5.30,0.52,0.15,0.00,8.22
750,1727,88,5,0.23,5.12,5.22,4.48,5.97,1.50,2.98,0.34,0.10,0.00,5.13
729,8093,11,1,3.01,55.41,56.10,59.93,81.32,21.39,38.54,0.00,0.70,0.00,62.88
939,2266,84,5,0.51,9.42,9.51,8.14,8.14,0.00,8.14,0.07,0.09,0.00,10.03
1058,9025,80,1,0.44,15.96,16.27,11.49,11.49,0.00,11.49,0.31,0.31,0.00,15.43
946,9097,53,1,66.70,1060.78,1077.82,768.14,968.24,200.09,568.05,0.00,17.04,0.00,1474.67
911,7836,35,4,1.07,36.90,37.74,40.52,56.73,16.20,24.32,2.05,0.84,0.00,38.93
848,3663,49,1,6.35,118.80,131.14,72.71,94.93,22.23,50.48,0.00,12.35,0.00,139.74
1086,1913,13,4,0.58,20.01,20.63,19.91,27.33,7.42,12.49,0.21,0.62,0.00,19.08
848,5191,126,3,1.15,25.65,25.83,17.23,17.23,0.00,17.23,0.00,0.18,0.00,58.81
862,6951,32,4,0.78,14.79,16.50,16.97,23.66,6.69,10.28,0.00,1.72,0.00,28.77
729,6319,45,5,0.26,7.00,7.05,4.55,5.96,1.41,3.14,0.28,0.04,0.00,6.43
862,2394,79,3,1.98,32.97,35.42,37.41,52.06,14.66,22.75,0.00,2.46,0.00,39.15
862,8192,16,1,0.88,35.11,35.11,29.65,29.65,0.00,29.65,0.00,0.00,0.00,38.05
827,3341,80,3,0.93,32.50,33.16,24.11,24.11,0.00,24.11,0.52,0.65,0.00,31.84
1002,6535,96,5,15.29,535.52,535.52,516.54,516.54,0.00,516.54,0.00,0.00,0.00,0.00
946,9114,118,1,3.61,68.87,70.26,80.98,111.60,30.62,50.36,0.00,1.39,0.00,129.85
1030,2308,77,1,0.20,4.02,4.05,1.94,1.94,0.00,1.94,0.27,0.03,0.00,3.55
918,8271,7,1,0.57,21.90,22.26,7.84,10.35,2.50,5.34,0.00,0.36,0.00,25.21
1086,4393,30,3,3.53,88.84,89.02,102.18,142.29,40.12,62.06,0.00,0.18,0.00,165.14
918,1702,20,4,0.21,7.00,7.00,4.50,4.50,0.00,4.50,0.00,0.00,0.00,5.67
918,8287,17,1,4.23,177.86,177.88,143.10,143.10,0.00,143.10,10.27,0.02,0.00,172.64
890,5577,75,5,0.04,1.00,1.08,0.54,0.54,0.00,0.54,0.00,0.08,0.00,1.18
1030,4499,130,3,0.16,4.19,4.22,1.96,1.96,0.00,1.96,0.00,0.03,0.00,6.10
967,4481,16,3,0.33,12.52,12.52,11.19,11.19,0.00,11.19,0.00,0.00,0.00,14.37
729,2204,46,3,0.84,24.41,25.32,15.48,20.80,5.31,10.17,1.42,0.91,0.00,27.86
883,4437,22,3,0.40,15.40,16.58,10.02,10.02,0.00,10.02,0.00,1.18,0.00,18.63
771,1421,83,1,16.78,257.93,260.62,247.09,247.09,0.00,247.09,0.00,2.69,0.00,331.44
827,4529,38,3,0.79,10.37,10.86,7.48,9.39,1.91,5.57,0.00,0.48,0.00,14.00
771,4961,131,3,0.63,16.31,16.31,10.29,10.29,0.00,10.29,0.00,0.00,0.00,12.87
1002,7977,141,1,0.02,0.54,0.57,0.33,0.43,0.10,0.23,0.04,0.02,0.00,0.85
799,4975,61,3,1.10,21.38,21.45,16.45,16.45,0.00,16.45,0.00,0.07,0.00,23.79
946,6674,17,5,3.02,126.80,126.84,102.03,102.03,0.00,102.03,0.00,0.04,0.00,129.74
743,4675,79,3,0.25,4.82,5.10,5.34,7.49,2.15,3.19,0.00,0.28,0.00,4.98
967,5960,22,2,0.41,18.95,18.95,11.10,11.10,0.00,11.10,1.24,0.01,0.00,19.29
792,2911,11,1,0.61,12.82,12.92,12.98,17.77,4.79,8.20,0.00,0.10,0.00,12.71
736,41,75,4,20.81,239.98,243.31,277.86,277.86,0.00,277.86,0.00,3.33,0.00,379.85
855,1800,46,5,0.07,1.52,1.90,1.17,1.56,0.39,0.78,0.00,0.38,0.00,2.51
848,824,46,5,1.72,61.61,62.10,32.99,44.63,11.64,21.36,1.91,0.49,0.00,64.15
1072,8889,118,1,0.45,9.04,8.27,9.98,13.78,3.80,6.18,0.00,-0.78,0.00,16.36
729,7641,17,2,4.22,177.47,179.07,142.55,142.55,0.00,142.55,1.75,1.60,0.00,182.87
946,8593,79,4,1.09,20.88,22.10,23.27,32.68,9.41,13.86,0.00,1.23,0.00,21.56
1058,1067,46,3,1.47,47.47,48.93,26.30,35.32,9.02,17.27,3.54,1.47,0.00,54.24
736,5304,7,3,0.06,2.71,3.22,0.86,1.13,0.27,0.59,0.00,0.51,0.00,3.44
967,8538,55,1,2.56,36.60,39.72,23.79,30.26,6.48,17.31,0.00,3.12,0.00,45.38
876,5123,21,3,1.29,55.25,55.25,43.24,43.24,0.00,43.24,0.00,0.00,0.00,56.04
1079,2750,50,1,3.61,56.73,63.58,36.26,46.34,10.07,26.19,0.00,6.85,0.00,71.56
729,3576,131,1,0.37,7.00,7.18,6.24,6.24,0.00,6.24,0.00,0.18,0.00,8.27
974,5338,135,5,0.00,0.15,0.15,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00
974,8652,10,1,3.55,83.51,84.66,97.39,128.80,31.41,65.98,0.00,1.15,0.00,147.99
967,6412,129,5,0.09,1.97,2.18,2.51,3.44,0.92,1.59,0.00,0.21,0.00,1.75
764,3881,29,2,0.18,3.92,4.36,4.51,6.15,1.63,2.88,0.00,0.44,0.00,4.16
757,8175,47,1,1.57,58.54,60.31,34.41,45.31,10.90,23.51,2.54,1.77,0.00,62.74
785,8019,22,4,0.47,17.76,18.96,12.03,12.03,0.00,12.03,0.00,1.21,0.00,21.92
890,7729,145,3,0.01,0.20,0.20,0.16,0.16,0.00,0.16,0.00,0.00,0.00,0.00
820,2822,84,4,2.70,55.48,55.48,43.93,43.93,0.00,43.93,0.00,0.00,0.00,55.48
918,2331,49,1,33.95,554.10,583.86,369.54,478.07,108.53,261.02,0.00,29.76,0.00,746.80
855,6465,136,5,0.01,0.35,0.35,0.27,0.27,0.00,0.27,0.00,0.00,0.00,0.00
967,3542,88,2,0.39,5.73,7.31,6.07,7.75,1.68,4.39,0.00,1.58,0.00,9.72
855,8991,50,1,10.03,145.13,151.38,98.05,123.16,25.11,72.94,0.00,6.25,0.00,220.56
918,3277,19,1,0.80,25.59,25.76,20.33,20.33,0.00,20.33,0.00,0.17,0.00,25.86
1079,8426,28,1,0.21,5.20,5.62,5.02,6.71,1.69,3.33,0.00,0.42,0.00,8.03
834,4307,21,3,0.55,21.81,21.81,18.82,18.82,0.00,18.82,0.00,0.00,0.00,24.03
778,1735,126,5,0.08,1.68,1.74,1.18,1.18,0.00,1.18,0.00,0.06,0.00,3.91
799,8582,49,1,2.76,52.99,56.60,32.47,42.26,9.79,22.67,0.00,3.61,0.00,49.81
890,1399,148,1,0.34,8.31,8.34,5.74,5.74,0.00,5.74,0.00,0.03,0.00,9.11
729,1476,75,1,3.84,53.79,53.79,48.52,48.52,0.00,48.52,0.00,0.00,0.00,70.11
967,1351,22,1,0.37,17.55,17.56,9.72,9.72,0.00,9.72,1.03,0.01,0.00,18.59
876,6928,50,4,1.01,16.51,16.52,13.12,16.50,3.37,9.75,0.00,0.01,0.00,17.40
729,6666,79,5,1.15,20.21,21.98,22.12,30.97,8.85,13.27,0.00,1.77,0.00,22.65
785,4814,53,3,0.08,1.45,1.53,1.04,1.31,0.28,0.76,0.00,0.08,0.00,1.80
834,306,94,4,0.18,3.41,3.50,4.21,5.51,1.30,2.91,0.00,0.10,0.00,4.52
974,8539,64,1,0.92,78.24,104.55,102.05,102.05,0.00,102.05,3.29,26.31,-53.89,0.00
1065,2779,46,4,5.06,78.86,92.71,61.96,77.65,15.69,46.28,0.00,13.85,0.00,234.16
729,5959,64,2,1.24,146.36,164.71,138.07,138.07,0.00,138.07,4.85,18.36,-63.50,0.00
911,1667,46,1,0.74,26.97,29.80,14.33,19.23,4.90,9.42,0.00,2.83,0.00,37.79
820,2937,7,5,0.28,5.28,6.28,3.08,3.87,0.79,2.29,0.00,0.99,0.00,10.48
799,3334,9,1,1.04,25.34,28.74,21.08,21.08,0.00,21.08,0.00,3.40,0.00,27.00
911,3783,126,1,1.11,22.70,23.11,15.56,15.56,0.00,15.56,1.02,0.41,0.00,31.85
1058,8645,49,1,1.54,24.90,24.90,17.32,22.34,5.02,12.30,0.00,0.01,0.00,26.98
792,5420,15,5,0.17,7.41,7.41,5.88,5.88,0.00,5.88,0.00,0.00,0.00,7.14
820,7287,143,1,21.75,254.82,344.13,204.11,251.35,47.25,156.86,0.00,89.31,0.00,0.00
862,9175,80,1,0.48,17.25,17.57,12.56,12.56,0.00,12.56,0.32,0.32,0.00,16.76
729,6340,32,5,0.08,1.49,1.65,1.66,2.31,0.65,1.01,0.00,0.17,0.00,1.84
729,6408,131,5,0.29,5.94,5.94,4.68,4.68,0.00,4.68,0.00,0.00,0.00,7.14
820,7215,22,4,1.31,56.22,56.22,33.56,33.56,0.00,33.56,0.00,0.00,0.00,50.46
890,7557,14,3,0.49,13.20,13.69,8.30,10.61,2.32,5.98,1.03,0.49,0.00,21.08
778,4944,27,3,3.30,51.61,54.72,55.58,70.82,15.25,40.33,0.00,3.11,0.00,146.76
806,1933,15,4,0.02,0.96,0.96,0.79,0.79,0.00,0.79,0.00,0.00,0.00,0.92
876,3821,80,5,0.37,11.59,10.91,9.39,9.39,0.00,9.39,0.00,-0.68,0.00,12.46
820,8354,55,1,0.88,15.45,15.58,9.72,12.60,2.88,6.84,0.00,0.13,0.00,19.72
764,2376,79,4,1.88,25.82,30.16,32.14,44.24,12.10,20.04,0.00,4.34,0.00,42.99
1065,3902,1,3,1.05,40.73,41.43,32.68,32.68,0.00,32.68,0.15,0.70,0.00,35.46
820,1330,16,2,0.64,27.30,27.30,21.46,21.46,0.00,21.46,0.00,0.00,0.00,27.30
785,8464,46,1,6.59,102.81,120.86,76.33,95.39,19.06,57.27,0.00,18.06,0.00,305.26
911,7574,148,2,2.23,58.61,62.62,44.70,44.70,0.00,44.70,0.00,4.01,0.00,62.63
974,1279,29,1,0.41,8.99,9.99,10.96,14.98,4.02,6.94,0.00,1.00,0.00,9.53
1079,7040,148,4,0.16,3.87,3.89,2.72,2.72,0.00,2.72,0.00,0.02,0.00,4.27
834,3421,79,4,1.22,21.75,22.53,23.48,32.82,9.34,14.14,1.02,0.78,0.00,24.05
771,5358,47,5,1.83,69.73,70.06,39.12,51.96,12.84,26.29,1.83,0.33,0.00,68.34
806,5846,11,2,1.90,36.64,37.08,35.35,47.84,12.48,22.87,0.00,0.44,0.00,39.74
785,8726,84,1,0.39,8.68,8.68,6.29,6.29,0.00,6.29,0.55,0.00,0.00,8.33
890,4567,84,3,4.71,95.03,96.56,74.67,74.67,0.00,74.67,0.00,1.53,0.00,96.56
967,6957,94,4,5.73,105.77,105.93,111.22,145.85,34.63,76.58,0.00,0.16,0.00,147.20
834,5065,146,3,0.17,4.52,4.52,3.65,3.65,0.00,3.65,0.00,0.00,0.00,0.00
750,7953,46,4,5.63,195.87,216.23,107.74,145.52,37.78,69.96,0.00,20.35,0.00,260.82
771,6363,80,5,0.37,12.63,12.74,9.71,9.71,0.00,9.71,0.00,0.10,0.00,15.65
1065,1216,20,5,1.83,46.01,46.10,38.19,38.19,0.00,38.19,0.00,0.09,0.00,48.08
974,7807,20,4,1.39,36.06,36.06,29.23,29.23,0.00,29.23,0.00,0.00,0.00,36.40
862,3290,25,4,0.22,7.47,7.47,4.68,4.68,0.00,4.68,0.00,0.00,0.00,6.69
939,951,7,5,0.25,7.91,9.23,3.42,4.47,1.05,2.37,0.00,1.32,0.00,10.30
1079,7346,20,2,12.30,267.12,267.12,256.98,256.98,0.00,256.98,0.00,0.00,0.00,323.20
1072,7834,97,1,1.36,48.35,48.35,36.76,36.76,0.00,36.76,0.00,0.00,0.00,49.03
1030,678,17,3,2.80,111.77,112.06,93.91,93.91,0.00,93.91,0.00,0.29,0.00,120.35
778,4916,124,3,0.70,11.67,11.87,10.20,10.20,0.00,10.20,0.19,0.20,0.00,12.60
1030,3471,33,5,0.26,8.85,8.94,9.35,13.18,3.83,5.52,0.31,0.09,0.00,8.03
1079,973,33,4,0.27,10.23,10.07,10.51,14.88,4.36,6.15,0.00,-0.17,0.00,12.40
1079,4537,46,3,3.88,123.37,139.40,70.37,94.49,24.12,46.25,0.00,16.03,0.00,140.79
1086,4337,79,3,1.77,29.40,31.59,34.01,47.34,13.33,20.69,0.00,2.19,0.00,34.91
883,667,14,3,0.40,13.39,13.67,7.79,10.26,2.47,5.32,0.05,0.28,0.00,20.08
918,4547,55,3,3.66,52.01,55.62,38.80,49.30,10.50,28.31,0.00,3.62,0.00,64.93
855,7008,46,4,23.63,667.49,698.33,393.22,531.09,137.87,255.35,18.04,30.84,0.00,682.10
876,6879,17,4,0.37,17.06,17.22,12.52,12.52,0.00,12.52,0.22,0.15,0.00,17.50
1002,4312,20,3,0.52,11.22,11.22,11.01,11.01,0.00,11.01,0.00,0.00,0.00,13.57
1065,6694,130,5,0.63,12.31,14.06,7.52,7.52,0.00,7.52,0.00,1.75,0.00,30.03
834,1501,20,1,0.20,5.19,5.33,4.23,4.23,0.00,4.23,0.00,0.14,0.00,5.33
967,328,84,2,1.09,22.43,22.43,17.88,17.88,0.00,17.88,0.00,0.00,0.00,22.43
1072,2770,148,1,0.06,1.39,1.40,1.14,1.14,0.00,1.14,0.00,0.01,0.00,1.53
778,3073,21,3,0.28,12.21,12.22,9.24,9.24,0.00,9.24,0.86,0.00,0.00,11.73
883,4643,42,3,0.20,2.86,2.86,2.08,2.62,0.54,1.54,0.00,0.00,0.00,1.82
1065,3417,74,5,0.46,12.74,12.90,8.34,10.82,2.49,5.85,0.60,0.16,0.00,17.63
918,6186,117,5,0.80,22.19,22.27,15.92,15.92,0.00,15.92,0.00,0.08,0.00,21.47
771,6517,113,5,0.61,15.14,15.32,11.17,14.20,3.03,8.14,0.91,0.18,0.00,20.19
946,3935,126,5,1.70,34.20,36.52,25.20,25.20,0.00,25.20,0.00,2.31,0.00,45.43
806,7402,131,2,0.99,19.26,19.45,16.10,16.10,0.00,16.10,0.45,0.19,0.00,24.48
1065,3219,79,1,16.49,262.78,372.65,299.25,416.70,117.44,181.81,0.00,109.86,0.00,377.92
862,6800,9,5,0.46,13.97,14.21,9.21,9.21,0.00,9.21,0.18,0.24,0.00,12.80
764,2674,6,5,0.24,3.76,3.86,2.16,2.61,0.44,1.72,0.30,0.10,0.00,4.64
750,6,33,4,0.38,13.81,13.58,15.65,22.11,6.45,9.20,0.00,-0.24,0.00,17.41
827,1561,11,1,0.42,7.18,8.23,7.70,10.39,2.69,5.01,0.00,1.04,0.00,8.13
918,5922,126,2,0.14,2.79,3.09,2.04,2.04,0.00,2.04,0.00,0.30,0.00,3.09
876,5347,7,5,0.41,11.38,14.34,5.03,6.44,1.42,3.61,0.00,2.96,0.00,18.07
1030,7517,124,2,3.25,65.49,66.10,48.73,48.73,0.00,48.73,0.00,0.61,0.00,63.44
967,8032,47,1,3.46,121.09,128.66,83.68,109.97,26.28,57.40,0.00,7.57,0.00,129.32
750,7543,107,1,1.82,62.44,62.77,52.75,52.75,0.00,52.75,0.00,0.34,0.00,73.47
1079,5548,20,5,0.20,6.26,6.26,4.28,4.28,0.00,4.28,0.15,0.00,0.00,5.56
967,7432,88,2,1.57,31.79,34.80,32.33,42.35,10.02,22.30,0.98,3.01,0.00,36.75
1065,2865,77,2,0.31,4.27,4.31,3.39,3.39,0.00,3.39,0.00,0.04,0.00,5.09
911,3239,49,3,0.23,4.68,4.68,2.81,3.68,0.87,1.94,0.00,0.00,0.00,4.07
1058,7471,33,2,3.01,105.65,114.56,121.30,171.31,50.01,71.29,0.00,8.91,0.00,138.02
736,4836,11,3,1.26,25.50,26.00,23.99,32.40,8.41,15.59,0.75,0.50,0.00,24.44
799,2924,75,4,0.21,3.76,3.79,2.68,2.68,0.00,2.68,0.15,0.04,0.00,3.79
862,2402,72,2,0.02,0.45,0.46,0.37,0.46,0.09,0.28,0.02,0.00,0.00,0.43
1002,7381,146,4,0.01,0.20,0.20,0.16,0.16,0.00,0.16,0.00,0.00,0.00,0.00
890,7953,17,4,1.56,65.46,65.75,53.08,53.08,0.00,53.08,0.00,0.28,0.00,66.87
1072,7831,22,4,2.61,107.40,110.52,66.83,66.83,0.00,66.83,1.29,3.12,0.00,126.04
1079,225,88,2,1.70,26.13,27.33,28.45,36.47,8.01,20.44,0.00,1.20,0.00,41.96
806,7127,135,4,0.00,0.11,0.11,0.07,0.07,0.00,0.07,0.00,0.00,0.00,0.00
876,2991,15,3,0.39,14.43,14.43,12.92,12.92,0.00,12.92,0.00,0.00,0.00,15.82
827,2675,39,4,6.82,108.18,109.55,84.91,105.92,21.01,63.89,0.00,1.37,0.00,87.74
862,7939,47,4,6.49,211.27,215.54,129.45,171.09,41.64,87.81,13.90,4.27,0.00,233.28
883,3585,58,5,2.19,26.30,27.36,12.63,12.63,0.00,12.63,0.00,1.06,0.00,32.04
743,6806,20,5,0.26,7.72,7.72,5.46,5.46,0.00,5.46,0.19,0.00,0.00,6.88
729,9079,79,1,0.61,13.61,13.69,14.16,20.05,5.89,8.27,0.00,0.07,0.00,23.85
939,145,27,4,38.71,536.04,548.55,619.10,778.62,159.52,459.59,0.00,12.51,0.00,1723.45
862,4754,5,3,1.52,13.43,14.04,11.23,12.93,1.70,9.53,0.00,0.61,0.00,20.06
729,5097,49,3,0.18,3.78,3.78,2.53,3.31,0.78,1.74,0.00,0.00,0.00,3.27
946,5646,141,2,0.03,0.72,0.75,0.60,0.77,0.17,0.43,0.06,0.02,0.00,1.24
799,6362,29,5,0.12,2.81,2.87,3.17,4.35,1.18,1.99,0.00,0.06,0.00,3.60
1079,539,22,2,0.04,1.69,1.69,1.11,1.11,0.00,1.11,0.00,0.00,0.00,1.96
771,2124,9,5,1.20,31.01,31.18,23.88,23.88,0.00,23.88,0.00,0.17,0.00,32.90
764,1941,143,4,1.29,21.50,21.55,16.07,20.44,4.38,11.69,0.00,0.05,0.00,0.00
757,763,38,2,278.09,4098.07,4738.61,2914.27,3699.91,785.64,2128.63,0.00,640.55,0.00,4922.15
750,1253,19,4,0.78,25.65,25.65,19.86,19.86,0.00,19.86,0.00,0.00,0.00,25.09
967,7849,22,1,0.22,8.25,8.82,5.43,5.43,0.00,5.43,0.00,0.56,0.00,10.19
918,4747,124,3,0.46,8.23,8.30,6.61,6.61,0.00,6.61,0.00,0.07,0.00,8.74
750,5256,46,3,10.46,306.83,484.05,177.92,237.75,59.83,118.09,0.00,177.22,0.00,484.58
876,1510,37,1,0.65,10.22,10.54,7.79,9.78,1.99,5.81,0.00,0.31,0.00,14.41
736,4258,97,3,2.31,79.85,83.02,63.78,63.78,0.00,63.78,0.00,3.16,0.00,83.02
778,5052,32,3,2.16,40.26,45.51,44.77,62.16,17.39,27.38,0.00,5.25,0.00,44.67
876,1194,84,5,0.29,5.77,5.77,4.61,4.61,0.00,4.61,0.00,0.00,0.00,5.90
1072,6442,114,5,0.78,18.36,19.85,16.10,16.10,0.00,16.10,0.00,1.49,0.00,21.80
967,9146,77,1,0.68,10.56,10.56,7.20,7.20,0.00,7.20,0.00,0.00,0.00,11.25
1079,8171,49,1,25.03,409.05,430.55,281.47,364.17,82.70,198.77,0.00,21.50,0.00,550.70
764,8978,79,1,4.40,71.86,77.32,78.93,109.72,30.78,48.15,0.00,5.47,0.00,175.32
848,8733,74,1,0.23,4.77,5.03,3.53,4.51,0.98,2.55,0.37,0.25,0.00,7.50
750,3907,124,5,1.65,25.96,25.96,23.72,23.72,0.00,23.72,0.00,0.00,0.00,31.65
743,4551,19,3,0.57,20.16,20.16,14.59,14.59,0.00,14.59,0.00,0.00,0.00,18.48
1030,3936,77,5,1.12,16.32,16.84,11.76,11.76,0.00,11.76,0.00,0.52,0.00,20.21
820,8291,14,1,1.09,25.71,26.73,18.90,24.13,5.23,13.67,1.80,1.02,0.00,40.70
1058,7833,126,4,0.33,7.33,7.58,5.11,5.11,0.00,5.11,0.00,0.25,0.00,17.04
883,3350,9,4,0.56,16.89,17.04,10.94,10.94,0.00,10.94,0.58,0.15,0.00,14.81
1030,2191,5,1,4.68,54.59,65.80,33.38,39.21,5.83,27.55,0.00,11.20,0.00,140.86
939,4704,125,3,0.23,7.04,7.04,4.49,4.49,0.00,4.49,0.00,0.00,0.00,0.00
827,7569,13,2,1.31,42.63,45.31,42.17,57.42,15.25,26.92,0.00,2.68,0.00,44.03
946,7629,77,1,0.26,5.30,5.48,2.69,2.69,0.00,2.69,0.39,0.18,0.00,5.73
1030,785,51,5,0.03,1.35,1.36,1.01,1.29,0.28,0.73,0.03,0.01,0.00,1.06
1079,113,20,4,2.33,57.29,57.56,49.01,49.01,0.00,49.01,0.37,0.27,0.00,59.56
743,5429,88,5,0.50,11.86,12.08,10.41,13.89,3.48,6.93,0.78,0.23,0.00,11.87
911,1511,2,1,5.45,28.33,28.84,17.73,17.73,0.00,17.73,0.00,0.50,0.00,41.06
771,189,45,2,4.57,80.13,80.59,61.18,76.64,15.46,45.73,0.00,0.46,0.00,180.91
743,2465,50,5,0.97,10.25,11.53,9.54,11.50,1.96,7.58,0.00,1.28,0.00,21.34
743,7877,126,3,0.11,2.45,2.53,1.68,1.68,0.00,1.68,0.00,0.09,0.00,5.75
1086,8585,72,1,0.05,1.64,1.66,1.21,1.50,0.29,0.92,0.08,0.02,0.00,1.53
890,8740,46,1,0.83,17.09,20.86,11.53,15.17,3.64,7.89,0.00,3.76,0.00,31.00
834,7135,11,4,7.07,137.71,143.94,131.11,176.57,45.46,85.66,2.74,6.24,0.00,139.60
729,1617,22,1,0.09,3.70,3.70,2.14,2.14,0.00,2.14,0.19,0.00,0.00,3.85
764,3790,45,1,4.17,100.28,103.76,64.31,83.69,19.38,44.93,6.06,3.49,0.00,97.18
911,2764,7,1,0.28,7.72,9.72,2.95,3.76,0.82,2.13,0.00,2.00,0.00,12.25
820,4284,45,3,0.74,15.33,15.69,11.33,14.43,3.11,8.22,0.00,0.37,0.00,17.87
799,2479,76,5,1.34,28.58,29.55,20.19,20.19,0.00,20.19,0.39,0.97,0.00,30.57
946,8664,50,1,11.12,148.63,151.24,104.31,129.85,25.53,78.78,0.00,2.60,0.00,244.65
778,4677,22,3,0.55,19.78,19.78,13.79,13.79,0.00,13.79,0.00,0.00,0.00,25.42
1002,3535,46,4,11.85,369.41,376.11,209.23,280.23,71.01,138.22,35.53,6.69,0.00,412.36
1072,683,11,3,12.72,224.07,268.71,234.68,315.02,80.34,154.35,0.00,44.64,0.00,265.65
764,495,74,2,0.49,14.19,14.07,9.19,12.06,2.87,6.31,0.89,-0.12,0.00,22.88
792,5224,46,3,3.12,87.35,110.52,52.44,69.67,17.23,35.20,0.00,23.17,0.00,144.65
1030,1154,46,1,0.25,9.04,9.31,4.80,6.47,1.67,3.14,0.43,0.27,0.00,9.74
820,8992,56,1,0.72,22.39,22.49,18.96,23.09,4.13,14.82,0.00,0.10,0.00,27.92
974,4854,94,3,0.41,7.16,7.23,8.37,10.86,2.49,5.88,0.00,0.08,0.00,10.57
1065,170,21,4,0.26,10.91,10.91,8.81,8.81,0.00,8.81,0.00,0.00,0.00,10.37
785,5731,96,5,9.93,408.37,426.50,335.19,335.19,0.00,335.19,0.00,18.13,0.00,426.50
967,5474,49,5,0.80,17.06,17.06,10.79,14.08,3.29,7.50,0.00,0.00,0.00,14.25
764,7659,113,1,0.25,6.88,7.10,4.88,6.14,1.26,3.62,0.49,0.22,0.00,9.45
743,9267,80,1,1.54,48.23,45.41,39.68,39.68,0.00,39.68,0.00,-2.82,0.00,51.88
1086,5392,39,5,6.76,109.08,109.08,89.53,111.55,22.02,67.51,0.00,0.00,0.00,85.83
736,3281,51,3,0.11,4.88,4.96,3.78,4.77,1.00,2.78,0.16,0.08,0.00,4.07
1030,4527,114,3,1.30,26.63,26.84,26.25,26.25,0.00,26.25,0.00,0.21,0.00,36.48
764,5991,79,2,0.77,14.00,14.69,15.35,21.43,6.08,9.27,0.20,0.68,0.00,16.12
876,7396,49,1,0.91,16.85,17.31,10.98,14.21,3.23,7.75,0.13,0.47,0.00,21.04
918,3458,11,3,0.59,12.38,12.63,11.44,15.49,4.05,7.39,0.00,0.25,0.00,20.57
1002,8566,147,1,0.01,0.13,0.13,0.11,0.11,0.00,0.11,0.00,0.00,0.00,0.00
736,5114,25,3,0.43,10.82,13.25,9.44,9.44,0.00,9.44,0.00,2.43,0.00,15.63
820,4936,56,3,0.92,34.71,36.74,27.54,34.39,6.85,20.69,0.00,2.03,0.00,35.31
827,6616,47,5,0.25,9.32,9.53,6.14,8.06,1.92,4.22,0.29,0.22,0.00,9.27
827,1302,145,3,0.00,0.02,0.02,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00
834,6756,20,5,0.50,11.32,11.64,10.41,10.41,0.00,10.41,0.00,0.32,0.00,11.50
750,4276,32,3,0.85,16.41,16.60,18.73,26.05,7.33,11.40,0.00,0.20,0.00,21.50
967,418,20,4,0.29,7.06,7.06,5.97,5.97,0.00,5.97,0.00,0.00,0.00,7.52
1072,3513,49,1,0.60,9.65,9.66,6.92,8.92,2.00,4.92,0.00,0.00,0.00,10.56
764,8967,55,1,1.78,25.05,27.22,17.87,22.70,4.83,13.05,0.00,2.18,0.00,31.61
827,6688,79,5,0.23,4.03,4.08,4.40,6.18,1.78,2.62,0.12,0.05,0.00,4.29
1030,7668,20,4,2.09,49.44,49.68,43.63,43.63,0.00,43.63,0.32,0.24,0.00,51.58
1065,1258,74,2,2.20,68.48,78.35,40.38,52.62,12.24,28.14,0.00,9.87,0.00,119.52
834,5381,27,5,10.71,152.73,164.84,170.31,215.22,44.91,125.40,0.00,12.10,0.00,476.83
974,3625,46,2,11.55,367.18,414.89,223.62,298.46,74.84,148.78,0.00,47.71,0.00,419.05
785,7680,7,1,0.33,7.17,7.56,3.09,3.85,0.76,2.32,0.64,0.39,0.00,9.58
764,8690,48,1,7.34,110.75,112.72,79.60,98.71,19.12,60.48,0.00,1.98,0.00,133.95
890,7689,22,4,0.55,23.23,23.24,14.13,14.13,0.00,14.13,1.62,0.01,0.00,23.78
890,4557,79,3,1.28,20.33,20.42,22.79,31.64,8.85,13.94,0.00,0.09,0.00,29.29
799,97,46,4,0.77,18.90,22.41,13.04,17.22,4.18,8.86,0.00,3.51,0.00,33.43
855,5829,117,2,0.97,23.25,23.25,19.33,19.33,0.00,19.33,0.00,0.00,0.00,25.19
855,6977,33,4,0.76,20.98,22.65,23.03,32.15,9.12,13.90,0.00,1.68,0.00,33.29
1072,8827,94,1,0.07,1.13,1.15,1.41,1.84,0.43,0.98,0.00,0.01,0.00,1.68
764,1643,50,1,0.97,14.84,14.88,10.64,13.45,2.81,7.83,0.00,0.04,0.00,17.15
