OfferingKey,OfferingID,AcademicYear,Quarter,QuarterNumber,ClassStartDate,ClassEndDate,CourseID_Source,ProfessorID_Source,SectionNumber,ClassDays,MeetingTime,Campus,Capacity,TuitionRatePerCredit
219,O00219,2025,Winter,1,2025-01-08,2025-03-26,MED302,P009,01,Wed,09:30 AM,Downtown Clinical Site,25,605.0
220,O00220,2025,Winter,1,2025-01-08,2025-03-26,MED201,P015,01,Online,Online,Main Campus,25,455.0
221,O00221,2025,Winter,1,2025-01-08,2025-03-26,MED205,P023,01,Online,Online,Downtown Clinical Site,20,480.0
222,O00222,2025,Winter,1,2025-01-08,2025-03-26,MED202,P021,01,TTh,03:00 PM,Main Campus,22,480.0
223,O00223,2025,Winter,1,2025-01-08,2025-03-26,MED105,P006,01,MW,09:30 AM,Health Sciences Center,28,480.0
224,O00224,2025,Winter,1,2025-01-08,2025-03-26,MED405,P013,01,MW,08:00 AM,Main Campus,18,605.0
225,O00225,2025,Winter,1,2025-01-08,2025-03-26,MED408,P012,01,MW,01:00 PM,Downtown Clinical Site,28,530.0
226,O00226,2025,Winter,1,2025-01-08,2025-03-26,MED411,P004,01,Mon,06:00 PM,Downtown Clinical Site,18,480.0
227,O00227,2025,Winter,1,2025-01-08,2025-03-26,MED104,P014,01,MW,01:00 PM,Downtown Clinical Site,20,455.0
228,O00228,2025,Winter,1,2025-01-08,2025-03-26,MED104,P012,02,Wed,11:00 AM,Health Sciences Center,18,455.0
229,O00229,2025,Winter,1,2025-01-08,2025-03-26,MED306,P020,01,Sat,01:00 PM,Health Sciences Center,30,530.0
230,O00230,2025,Winter,1,2025-01-08,2025-03-26,MED206,P016,01,Fri,06:00 PM,Main Campus,28,555.0
231,O00231,2025,Winter,1,2025-01-08,2025-03-26,MED404,P006,01,Sat,08:00 AM,Main Campus,18,580.0
232,O00232,2025,Winter,1,2025-01-08,2025-03-26,MED102,P016,01,Online,Online,Health Sciences Center,35,480.0
233,O00233,2025,Spring,2,2025-04-02,2025-06-18,MED102,P016,01,TTh,01:00 PM,Online,18,480.0
234,O00234,2025,Spring,2,2025-04-02,2025-06-18,MED410,P004,01,TTh,09:30 AM,Health Sciences Center,18,505.0
235,O00235,2025,Spring,2,2025-04-02,2025-06-18,MED401,P011,01,MW,01:00 PM,Health Sciences Center,28,605.0
236,O00236,2025,Spring,2,2025-04-02,2025-06-18,MED401,P002,02,Thu,03:00 PM,Main Campus,20,605.0
237,O00237,2025,Spring,2,2025-04-02,2025-06-18,MED406,P011,01,Sat,08:00 AM,Downtown Clinical Site,28,480.0
238,O00238,2025,Spring,2,2025-04-02,2025-06-18,MED406,P002,02,TTh,03:00 PM,Main Campus,20,480.0
239,O00239,2025,Spring,2,2025-04-02,2025-06-18,MED103,P021,01,Mon,01:00 PM,Health Sciences Center,25,480.0
240,O00240,2025,Spring,2,2025-04-02,2025-06-18,MED413,P018,01,MW,01:00 PM,Main Campus,22,455.0
241,O00241,2025,Spring,2,2025-04-02,2025-06-18,MED414,P022,01,MW,11:00 AM,Main Campus,28,580.0
242,O00242,2025,Spring,2,2025-04-02,2025-06-18,MED411,P007,01,Wed,06:00 PM,Main Campus,20,480.0
243,O00243,2025,Spring,2,2025-04-02,2025-06-18,MED411,P007,02,Fri,09:30 AM,Downtown Clinical Site,28,480.0
244,O00244,2025,Spring,2,2025-04-02,2025-06-18,MED202,P015,01,Mon,03:00 PM,Main Campus,20,480.0
245,O00245,2025,Spring,2,2025-04-02,2025-06-18,MED204,P018,01,TTh,11:00 AM,Main Campus,35,480.0
246,O00246,2025,Spring,2,2025-04-02,2025-06-18,MED204,P018,02,Online,Online,Online,18,480.0
247,O00247,2025,Spring,2,2025-04-02,2025-06-18,MED412,P016,01,MW,11:00 AM,Downtown Clinical Site,22,530.0
248,O00248,2025,Spring,2,2025-04-02,2025-06-18,MED206,P016,01,TTh,01:00 PM,Health Sciences Center,28,555.0
249,O00249,2025,Spring,2,2025-04-02,2025-06-18,MED302,P022,01,Sat,09:30 AM,Downtown Clinical Site,35,605.0
250,O00250,2025,Spring,2,2025-04-02,2025-06-18,MED302,P022,02,Wed,09:30 AM,Health Sciences Center,28,605.0
251,O00251,2025,Spring,2,2025-04-02,2025-06-18,MED409,P007,01,TTh,06:00 PM,Health Sciences Center,20,530.0
252,O00252,2025,Spring,2,2025-04-02,2025-06-18,MED404,P007,01,Thu,01:00 PM,Downtown Clinical Site,28,580.0
253,O00253,2025,Spring,2,2025-04-02,2025-06-18,MED305,P014,01,Sat,01:00 PM,Main Campus,18,505.0
254,O00254,2025,Spring,2,2025-04-02,2025-06-18,MED301,P009,01,MW,09:30 AM,Main Campus,22,480.0
255,O00255,2025,Spring,2,2025-04-02,2025-06-18,MED402,P002,01,Mon,01:00 PM,Downtown Clinical Site,25,580.0
256,O00256,2025,Spring,2,2025-04-02,2025-06-18,MED402,P002,02,Fri,06:00 PM,Health Sciences Center,22,580.0
257,O00257,2025,Spring,2,2025-04-02,2025-06-18,MED106,P006,01,Tue,06:00 PM,Downtown Clinical Site,35,455.0
258,O00258,2025,Spring,2,2025-04-02,2025-06-18,MED408,P007,01,Thu,11:00 AM,Downtown Clinical Site,25,530.0
259,O00259,2025,Spring,2,2025-04-02,2025-06-18,MED304,P012,01,Fri,03:00 PM,Main Campus,35,455.0
260,O00260,2025,Spring,2,2025-04-02,2025-06-18,MED203,P018,01,Fri,06:00 PM,Health Sciences Center,35,580.0
261,O00261,2025,Spring,2,2025-04-02,2025-06-18,MED403,P018,01,TTh,08:00 AM,Health Sciences Center,18,455.0
262,O00262,2025,Spring,2,2025-04-02,2025-06-18,MED303,P004,01,Sat,08:00 AM,Downtown Clinical Site,25,480.0
263,O00263,2025,Spring,2,2025-04-02,2025-06-18,MED303,P012,02,TTh,06:00 PM,Health Sciences Center,30,480.0
264,O00264,2025,Spring,2,2025-04-02,2025-06-18,MED104,P012,01,Thu,06:00 PM,Main Campus,30,455.0
265,O00265,2025,Summer,3,2025-07-07,2025-09-01,MED203,P009,01,MW,11:00 AM,Downtown Clinical Site,35,580.0
266,O00266,2025,Summer,3,2025-07-07,2025-09-01,MED203,P022,02,Wed,08:00 AM,Health Sciences Center,18,580.0
267,O00267,2025,Summer,3,2025-07-07,2025-09-01,MED302,P022,01,Sat,03:00 PM,Health Sciences Center,25,605.0
268,O00268,2025,Summer,3,2025-07-07,2025-09-01,MED201,P021,01,MW,11:00 AM,Downtown Clinical Site,28,455.0
269,O00269,2025,Summer,3,2025-07-07,2025-09-01,MED405,P019,01,Sat,01:00 PM,Health Sciences Center,22,605.0
270,O00270,2025,Summer,3,2025-07-07,2025-09-01,MED205,P011,01,TTh,03:00 PM,Online,25,480.0
271,O00271,2025,Summer,3,2025-07-07,2025-09-01,MED413,P022,01,MW,08:00 AM,Health Sciences Center,22,455.0
272,O00272,2025,Summer,3,2025-07-07,2025-09-01,MED101,P015,01,MW,09:30 AM,Main Campus,30,555.0
273,O00273,2025,Summer,3,2025-07-07,2025-09-01,MED101,P021,02,Online,Online,Main Campus,25,555.0
274,O00274,2025,Summer,3,2025-07-07,2025-09-01,MED304,P005,01,Tue,01:00 PM,Downtown Clinical Site,25,455.0
275,O00275,2025,Summer,3,2025-07-07,2025-09-01,MED407,P006,01,Online,Online,Downtown Clinical Site,30,480.0
276,O00276,2025,Summer,3,2025-07-07,2025-09-01,MED407,P012,02,Online,Online,Online,28,480.0
277,O00277,2025,Summer,3,2025-07-07,2025-09-01,MED406,P011,01,Sat,03:00 PM,Downtown Clinical Site,35,480.0
278,O00278,2025,Summer,3,2025-07-07,2025-09-01,MED306,P024,01,Sat,11:00 AM,Downtown Clinical Site,30,530.0
279,O00279,2025,Summer,3,2025-07-07,2025-09-01,MED402,P008,01,Mon,11:00 AM,Health Sciences Center,25,580.0
280,O00280,2025,Summer,3,2025-07-07,2025-09-01,MED204,P009,01,MW,03:00 PM,Downtown Clinical Site,35,480.0
281,O00281,2025,Summer,3,2025-07-07,2025-09-01,MED412,P021,01,MW,06:00 PM,Downtown Clinical Site,20,530.0
282,O00282,2025,Summer,3,2025-07-07,2025-09-01,MED202,P021,01,Tue,09:30 AM,Main Campus,22,480.0
283,O00283,2025,Summer,3,2025-07-07,2025-09-01,MED105,P006,01,Sat,06:00 PM,Main Campus,25,480.0
284,O00284,2025,Summer,3,2025-07-07,2025-09-01,MED411,P006,01,Sat,06:00 PM,Health Sciences Center,25,480.0
285,O00285,2025,Summer,3,2025-07-07,2025-09-01,MED401,P002,01,Thu,09:30 AM,Main Campus,30,605.0
286,O00286,2025,Fall,4,2025-10-01,2025-12-17,MED410,P012,01,Tue,08:00 AM,Health Sciences Center,35,505.0
287,O00287,2025,Fall,4,2025-10-01,2025-12-17,MED301,P009,01,Tue,08:00 AM,Main Campus,20,480.0
288,O00288,2025,Fall,4,2025-10-01,2025-12-17,MED301,P022,02,Thu,08:00 AM,Main Campus,22,480.0
289,O00289,2025,Fall,4,2025-10-01,2025-12-17,MED412,P015,01,TTh,11:00 AM,Health Sciences Center,30,530.0
290,O00290,2025,Fall,4,2025-10-01,2025-12-17,MED413,P022,01,Fri,01:00 PM,Downtown Clinical Site,22,455.0
291,O00291,2025,Fall,4,2025-10-01,2025-12-17,MED413,P009,02,Mon,06:00 PM,Health Sciences Center,35,455.0
292,O00292,2025,Fall,4,2025-10-01,2025-12-17,MED405,P010,01,MW,01:00 PM,Main Campus,22,605.0
293,O00293,2025,Fall,4,2025-10-01,2025-12-17,MED102,P015,01,TTh,01:00 PM,Downtown Clinical Site,30,480.0
294,O00294,2025,Fall,4,2025-10-01,2025-12-17,MED306,P020,01,MW,03:00 PM,Downtown Clinical Site,20,530.0
295,O00295,2025,Fall,4,2025-10-01,2025-12-17,MED306,P020,02,TTh,01:00 PM,Downtown Clinical Site,35,530.0
296,O00296,2025,Fall,4,2025-10-01,2025-12-17,MED105,P004,01,TTh,11:00 AM,Main Campus,20,480.0
297,O00297,2025,Fall,4,2025-10-01,2025-12-17,MED408,P006,01,Wed,03:00 PM,Downtown Clinical Site,20,530.0
298,O00298,2025,Fall,4,2025-10-01,2025-12-17,MED406,P017,01,Thu,09:30 AM,Health Sciences Center,35,480.0
299,O00299,2025,Fall,4,2025-10-01,2025-12-17,MED304,P011,01,Sat,11:00 AM,Health Sciences Center,35,455.0
300,O00300,2025,Fall,4,2025-10-01,2025-12-17,MED204,P009,01,TTh,09:30 AM,Online,30,480.0
301,O00301,2025,Fall,4,2025-10-01,2025-12-17,MED205,P004,01,TTh,11:00 AM,Downtown Clinical Site,35,480.0
302,O00302,2025,Fall,4,2025-10-01,2025-12-17,MED305,P006,01,Sat,11:00 AM,Health Sciences Center,25,505.0
303,O00303,2025,Fall,4,2025-10-01,2025-12-17,MED303,P006,01,Fri,03:00 PM,Downtown Clinical Site,35,480.0
304,O00304,2025,Fall,4,2025-10-01,2025-12-17,MED103,P015,01,Thu,09:30 AM,Main Campus,22,480.0
305,O00305,2025,Fall,4,2025-10-01,2025-12-17,MED407,P004,01,TTh,09:30 AM,Health Sciences Center,30,480.0
306,O00306,2025,Fall,4,2025-10-01,2025-12-17,MED101,P015,01,TTh,11:00 AM,Downtown Clinical Site,18,555.0
307,O00307,2025,Fall,4,2025-10-01,2025-12-17,MED402,P010,01,Tue,06:00 PM,Main Campus,30,580.0
308,O00308,2025,Fall,4,2025-10-01,2025-12-17,MED202,P016,01,Sat,06:00 PM,Downtown Clinical Site,20,480.0
309,O00309,2025,Fall,4,2025-10-01,2025-12-17,MED106,P004,01,Wed,11:00 AM,Health Sciences Center,30,455.0
310,O00310,2025,Fall,4,2025-10-01,2025-12-17,MED104,P014,01,Fri,03:00 PM,Downtown Clinical Site,28,455.0
311,O00311,2025,Fall,4,2025-10-01,2025-12-17,MED104,P004,02,Thu,03:00 PM,Health Sciences Center,28,455.0
312,O00312,2025,Fall,4,2025-10-01,2025-12-17,MED409,P006,01,Tue,08:00 AM,Downtown Clinical Site,25,530.0
313,O00313,2025,Fall,4,2025-10-01,2025-12-17,MED302,P022,01,TTh,08:00 AM,Main Campus,28,605.0
314,O00314,2025,Fall,4,2025-10-01,2025-12-17,MED201,P016,01,TTh,09:30 AM,Health Sciences Center,28,455.0
315,O00315,2026,Winter,1,2026-01-08,2026-03-26,MED101,P021,01,MW,01:00 PM,Health Sciences Center,22,570.0
316,O00316,2026,Winter,1,2026-01-08,2026-03-26,MED203,P018,01,Tue,06:00 PM,Main Campus,22,595.0
317,O00317,2026,Winter,1,2026-01-08,2026-03-26,MED303,P006,01,Fri,11:00 AM,Health Sciences Center,22,495.0
318,O00318,2026,Winter,1,2026-01-08,2026-03-26,MED303,P006,02,Thu,08:00 AM,Health Sciences Center,28,495.0
319,O00319,2026,Winter,1,2026-01-08,2026-03-26,MED414,P009,01,MW,03:00 PM,Main Campus,35,595.0
320,O00320,2026,Winter,1,2026-01-08,2026-03-26,MED204,P018,01,MW,08:00 AM,Main Campus,18,495.0
321,O00321,2026,Winter,1,2026-01-08,2026-03-26,MED102,P021,01,Online,Online,Health Sciences Center,25,495.0
322,O00322,2026,Winter,1,2026-01-08,2026-03-26,MED304,P007,01,Fri,09:30 AM,Downtown Clinical Site,35,470.0
323,O00323,2026,Winter,1,2026-01-08,2026-03-26,MED403,P022,01,Tue,11:00 AM,Downtown Clinical Site,30,470.0
324,O00324,2026,Winter,1,2026-01-08,2026-03-26,MED403,P009,02,TTh,09:30 AM,Health Sciences Center,18,470.0
325,O00325,2026,Winter,1,2026-01-08,2026-03-26,MED401,P008,01,Thu,09:30 AM,Downtown Clinical Site,20,620.0
326,O00326,2026,Winter,1,2026-01-08,2026-03-26,MED201,P015,01,MW,01:00 PM,Online,20,470.0
327,O00327,2026,Winter,1,2026-01-08,2026-03-26,MED301,P009,01,Tue,11:00 AM,Health Sciences Center,28,495.0
328,O00328,2026,Winter,1,2026-01-08,2026-03-26,MED206,P015,01,Wed,06:00 PM,Downtown Clinical Site,28,570.0
329,O00329,2026,Winter,1,2026-01-08,2026-03-26,MED103,P016,01,Sat,09:30 AM,Health Sciences Center,35,495.0
330,O00330,2026,Winter,1,2026-01-08,2026-03-26,MED305,P014,01,MW,11:00 AM,Main Campus,30,520.0
331,O00331,2026,Winter,1,2026-01-08,2026-03-26,MED412,P016,01,MW,01:00 PM,Downtown Clinical Site,28,545.0
332,O00332,2026,Winter,1,2026-01-08,2026-03-26,MED412,P016,02,MW,09:30 AM,Health Sciences Center,22,545.0
333,O00333,2026,Winter,1,2026-01-08,2026-03-26,MED407,P006,01,TTh,01:00 PM,Main Campus,18,495.0
334,O00334,2026,Winter,1,2026-01-08,2026-03-26,MED404,P023,01,Fri,11:00 AM,Main Campus,22,595.0
335,O00335,2026,Winter,1,2026-01-08,2026-03-26,MED408,P001,01,Tue,06:00 PM,Health Sciences Center,20,545.0
336,O00336,2026,Winter,1,2026-01-08,2026-03-26,MED410,P012,01,Fri,01:00 PM,Main Campus,28,520.0
337,O00337,2026,Winter,1,2026-01-08,2026-03-26,MED402,P019,01,Fri,01:00 PM,Health Sciences Center,18,595.0
338,O00338,2026,Winter,1,2026-01-08,2026-03-26,MED405,P023,01,Tue,03:00 PM,Downtown Clinical Site,20,620.0
339,O00339,2026,Winter,1,2026-01-08,2026-03-26,MED302,P009,01,Tue,08:00 AM,Downtown Clinical Site,20,620.0
340,O00340,2026,Winter,1,2026-01-08,2026-03-26,MED306,P024,01,Sat,09:30 AM,Downtown Clinical Site,28,545.0
341,O00341,2026,Winter,1,2026-01-08,2026-03-26,MED306,P020,02,MW,01:00 PM,Health Sciences Center,25,545.0
342,O00342,2026,Winter,1,2026-01-08,2026-03-26,MED411,P006,01,Wed,09:30 AM,Downtown Clinical Site,28,495.0
343,O00343,2026,Winter,1,2026-01-08,2026-03-26,MED104,P012,01,Thu,09:30 AM,Downtown Clinical Site,22,470.0
344,O00344,2026,Spring,2,2026-04-02,2026-06-18,MED407,P012,01,TTh,01:00 PM,Health Sciences Center,28,495.0
345,O00345,2026,Spring,2,2026-04-02,2026-06-18,MED407,P006,02,MW,06:00 PM,Downtown Clinical Site,30,495.0
346,O00346,2026,Spring,2,2026-04-02,2026-06-18,MED205,P012,01,TTh,11:00 AM,Health Sciences Center,18,495.0
347,O00347,2026,Spring,2,2026-04-02,2026-06-18,MED305,P001,01,Thu,09:30 AM,Downtown Clinical Site,22,520.0
348,O00348,2026,Spring,2,2026-04-02,2026-06-18,MED305,P004,02,Fri,11:00 AM,Main Campus,20,520.0
349,O00349,2026,Spring,2,2026-04-02,2026-06-18,MED303,P007,01,Fri,01:00 PM,Health Sciences Center,35,495.0
350,O00350,2026,Spring,2,2026-04-02,2026-06-18,MED106,P004,01,Mon,08:00 AM,Health Sciences Center,28,470.0
351,O00351,2026,Spring,2,2026-04-02,2026-06-18,MED106,P012,02,Wed,11:00 AM,Health Sciences Center,30,470.0
352,O00352,2026,Spring,2,2026-04-02,2026-06-18,MED202,P015,01,TTh,06:00 PM,Health Sciences Center,20,495.0
353,O00353,2026,Spring,2,2026-04-02,2026-06-18,MED302,P022,01,Sat,06:00 PM,Health Sciences Center,25,620.0
354,O00354,2026,Spring,2,2026-04-02,2026-06-18,MED409,P001,01,Fri,11:00 AM,Main Campus,25,545.0
355,O00355,2026,Spring,2,2026-04-02,2026-06-18,MED204,P022,01,TTh,11:00 AM,Main Campus,25,495.0
356,O00356,2026,Spring,2,2026-04-02,2026-06-18,MED103,P015,01,Wed,08:00 AM,Health Sciences Center,30,495.0
357,O00357,2026,Spring,2,2026-04-02,2026-06-18,MED103,P021,02,Mon,08:00 AM,Main Campus,20,495.0
358,O00358,2026,Spring,2,2026-04-02,2026-06-18,MED104,P007,01,Fri,08:00 AM,Downtown Clinical Site,25,470.0
359,O00359,2026,Spring,2,2026-04-02,2026-06-18,MED104,P014,02,Tue,01:00 PM,Downtown Clinical Site,18,470.0
360,O00360,2026,Spring,2,2026-04-02,2026-06-18,MED102,P021,01,Online,Online,Online,22,495.0
361,O00361,2026,Spring,2,2026-04-02,2026-06-18,MED102,P016,02,Online,Online,Online,22,495.0
362,O00362,2026,Spring,2,2026-04-02,2026-06-18,MED203,P018,01,Thu,08:00 AM,Health Sciences Center,25,595.0
363,O00363,2026,Spring,2,2026-04-02,2026-06-18,MED306,P020,01,Fri,08:00 AM,Downtown Clinical Site,25,545.0
364,O00364,2026,Spring,2,2026-04-02,2026-06-18,MED413,P018,01,Sat,03:00 PM,Downtown Clinical Site,30,470.0
365,O00365,2026,Spring,2,2026-04-02,2026-06-18,MED411,P001,01,MW,08:00 AM,Health Sciences Center,25,495.0
366,O00366,2026,Spring,2,2026-04-02,2026-06-18,MED408,P014,01,TTh,01:00 PM,Main Campus,18,545.0
367,O00367,2026,Spring,2,2026-04-02,2026-06-18,MED414,P022,01,MW,09:30 AM,Downtown Clinical Site,30,595.0
368,O00368,2026,Spring,2,2026-04-02,2026-06-18,MED414,P018,02,MW,06:00 PM,Health Sciences Center,28,595.0
369,O00369,2026,Spring,2,2026-04-02,2026-06-18,MED403,P018,01,MW,06:00 PM,Downtown Clinical Site,22,470.0
370,O00370,2026,Spring,2,2026-04-02,2026-06-18,MED403,P018,02,Sat,01:00 PM,Downtown Clinical Site,28,470.0
371,O00371,2026,Summer,3,2026-07-07,2026-09-01,MED404,P012,01,MW,09:30 AM,Health Sciences Center,30,595.0
372,O00372,2026,Summer,3,2026-07-07,2026-09-01,MED409,P001,01,TTh,09:30 AM,Downtown Clinical Site,18,545.0
373,O00373,2026,Summer,3,2026-07-07,2026-09-01,MED105,P006,01,Mon,06:00 PM,Downtown Clinical Site,22,495.0
374,O00374,2026,Summer,3,2026-07-07,2026-09-01,MED105,P007,02,Thu,11:00 AM,Downtown Clinical Site,22,495.0
375,O00375,2026,Summer,3,2026-07-07,2026-09-01,MED401,P017,01,Mon,11:00 AM,Downtown Clinical Site,22,620.0
376,O00376,2026,Summer,3,2026-07-07,2026-09-01,MED414,P022,01,MW,08:00 AM,Online,20,595.0
377,O00377,2026,Summer,3,2026-07-07,2026-09-01,MED414,P009,02,TTh,08:00 AM,Main Campus,30,595.0
378,O00378,2026,Summer,3,2026-07-07,2026-09-01,MED402,P017,01,MW,09:30 AM,Health Sciences Center,25,595.0
379,O00379,2026,Summer,3,2026-07-07,2026-09-01,MED101,P021,01,MW,06:00 PM,Main Campus,22,570.0
380,O00380,2026,Summer,3,2026-07-07,2026-09-01,MED205,P006,01,TTh,03:00 PM,Downtown Clinical Site,28,495.0
381,O00381,2026,Summer,3,2026-07-07,2026-09-01,MED405,P002,01,Wed,11:00 AM,Health Sciences Center,28,620.0
382,O00382,2026,Summer,3,2026-07-07,2026-09-01,MED202,P021,01,Thu,08:00 AM,Downtown Clinical Site,22,495.0
383,O00383,2026,Summer,3,2026-07-07,2026-09-01,MED301,P009,01,TTh,06:00 PM,Health Sciences Center,30,495.0
384,O00384,2026,Summer,3,2026-07-07,2026-09-01,MED303,P006,01,TTh,01:00 PM,Downtown Clinical Site,28,495.0
385,O00385,2026,Summer,3,2026-07-07,2026-09-01,MED413,P009,01,Sat,03:00 PM,Main Campus,25,470.0
386,O00386,2026,Summer,3,2026-07-07,2026-09-01,MED104,P012,01,Mon,01:00 PM,Main Campus,25,470.0
387,O00387,2026,Summer,3,2026-07-07,2026-09-01,MED104,P014,02,Fri,11:00 AM,Main Campus,25,470.0
388,O00388,2026,Summer,3,2026-07-07,2026-09-01,MED412,P021,01,TTh,01:00 PM,Main Campus,22,545.0
389,O00389,2026,Summer,3,2026-07-07,2026-09-01,MED408,P012,01,Mon,03:00 PM,Main Campus,25,545.0
390,O00390,2026,Summer,3,2026-07-07,2026-09-01,MED408,P004,02,Fri,03:00 PM,Downtown Clinical Site,28,545.0
391,O00391,2026,Summer,3,2026-07-07,2026-09-01,MED403,P018,01,Tue,08:00 AM,Health Sciences Center,20,470.0
392,O00392,2026,Summer,3,2026-07-07,2026-09-01,MED103,P021,01,TTh,11:00 AM,Main Campus,28,495.0
393,O00393,2026,Summer,3,2026-07-07,2026-09-01,MED206,P016,01,Fri,08:00 AM,Main Campus,25,570.0
394,O00394,2026,Summer,3,2026-07-07,2026-09-01,MED206,P015,02,Tue,09:30 AM,Health Sciences Center,20,570.0
395,O00395,2026,Summer,3,2026-07-07,2026-09-01,MED302,P009,01,TTh,09:30 AM,Downtown Clinical Site,20,620.0
396,O00396,2026,Summer,3,2026-07-07,2026-09-01,MED305,P012,01,Mon,09:30 AM,Downtown Clinical Site,25,520.0
397,O00397,2026,Summer,3,2026-07-07,2026-09-01,MED204,P022,01,TTh,11:00 AM,Online,18,495.0
398,O00398,2026,Summer,3,2026-07-07,2026-09-01,MED106,P006,01,Thu,08:00 AM,Main Campus,25,470.0
399,O00399,2026,Summer,3,2026-07-07,2026-09-01,MED406,P008,01,MW,08:00 AM,Health Sciences Center,22,495.0
400,O00400,2026,Fall,4,2026-10-01,2026-12-17,MED405,P023,01,TTh,11:00 AM,Downtown Clinical Site,25,620.0
401,O00401,2026,Fall,4,2026-10-01,2026-12-17,MED204,P009,01,MW,09:30 AM,Health Sciences Center,30,495.0
402,O00402,2026,Fall,4,2026-10-01,2026-12-17,MED304,P023,01,Fri,06:00 PM,Downtown Clinical Site,20,470.0
403,O00403,2026,Fall,4,2026-10-01,2026-12-17,MED201,P021,01,TTh,09:30 AM,Online,28,470.0
404,O00404,2026,Fall,4,2026-10-01,2026-12-17,MED205,P006,01,MW,01:00 PM,Health Sciences Center,20,495.0
405,O00405,2026,Fall,4,2026-10-01,2026-12-17,MED302,P022,01,Sat,01:00 PM,Health Sciences Center,30,620.0
406,O00406,2026,Fall,4,2026-10-01,2026-12-17,MED203,P022,01,Mon,11:00 AM,Health Sciences Center,30,595.0
407,O00407,2026,Fall,4,2026-10-01,2026-12-17,MED105,P006,01,Mon,06:00 PM,Main Campus,22,495.0
408,O00408,2026,Fall,4,2026-10-01,2026-12-17,MED105,P007,02,Sat,01:00 PM,Health Sciences Center,18,495.0
409,O00409,2026,Fall,4,2026-10-01,2026-12-17,MED303,P007,01,Fri,03:00 PM,Health Sciences Center,28,495.0
410,O00410,2026,Fall,4,2026-10-01,2026-12-17,MED414,P022,01,TTh,08:00 AM,Downtown Clinical Site,30,595.0
411,O00411,2026,Fall,4,2026-10-01,2026-12-17,MED407,P004,01,Online,Online,Main Campus,25,495.0
412,O00412,2026,Fall,4,2026-10-01,2026-12-17,MED401,P010,01,Sat,01:00 PM,Downtown Clinical Site,28,620.0
413,O00413,2026,Fall,4,2026-10-01,2026-12-17,MED408,P012,01,TTh,06:00 PM,Health Sciences Center,25,545.0
414,O00414,2026,Fall,4,2026-10-01,2026-12-17,MED411,P007,01,Fri,09:30 AM,Main Campus,35,495.0
415,O00415,2026,Fall,4,2026-10-01,2026-12-17,MED409,P012,01,TTh,06:00 PM,Main Campus,35,545.0
416,O00416,2026,Fall,4,2026-10-01,2026-12-17,MED409,P012,02,Sat,06:00 PM,Downtown Clinical Site,22,545.0
417,O00417,2026,Fall,4,2026-10-01,2026-12-17,MED103,P021,01,TTh,09:30 AM,Main Campus,25,495.0
418,O00418,2026,Fall,4,2026-10-01,2026-12-17,MED102,P016,01,Online,Online,Main Campus,30,495.0
419,O00419,2026,Fall,4,2026-10-01,2026-12-17,MED301,P009,01,Fri,06:00 PM,Health Sciences Center,20,495.0
420,O00420,2026,Fall,4,2026-10-01,2026-12-17,MED413,P009,01,Thu,08:00 AM,Health Sciences Center,28,470.0
421,O00421,2026,Fall,4,2026-10-01,2026-12-17,MED101,P016,01,Online,Online,Online,22,570.0
422,O00422,2026,Fall,4,2026-10-01,2026-12-17,MED306,P020,01,Mon,09:30 AM,Health Sciences Center,30,545.0
423,O00423,2026,Fall,4,2026-10-01,2026-12-17,MED306,P024,02,Tue,09:30 AM,Downtown Clinical Site,28,545.0
424,O00424,2026,Fall,4,2026-10-01,2026-12-17,MED402,P013,01,Mon,06:00 PM,Health Sciences Center,22,595.0
425,O00425,2026,Fall,4,2026-10-01,2026-12-17,MED305,P004,01,Fri,08:00 AM,Main Campus,22,520.0
426,O00426,2026,Fall,4,2026-10-01,2026-12-17,MED404,P023,01,Mon,03:00 PM,Downtown Clinical Site,25,595.0
