TransactionID,SalesDate,CustomerID,ProductID,ManagerID,Quantity,UnitPrice,TotalAmount,OrderStatus,ShippingDate
TXN000273,2023-08-04,CUST014,PROD010,MGR001,65,9200,"598,000.00",Completed,2023-08-27
TXN000274,2023-08-04,CUST002,PROD008,MGR004,349,1850,"645,650.00",Completed,2023-08-18
TXN000275,2023-08-06,CUST009,PROD011,MGR005,94,320,"30,080.00",Shipped,2023-08-13
TXN000276,2023-08-08,CUST001,PROD002,MGR005,79,12800,"1,011,200.00",Completed,2023-08-16
TXN000277,2023-08-08,CUST003,PROD006,MGR002,178,2800,"498,400.00",Completed,2023-08-20
TXN000278,2023-08-09,CUST005,PROD004,MGR005,141,3100,"437,100.00",Completed,2023-09-01
TXN000279,2023-08-14,CUST003,PROD003,MGR005,369,4200,"1,549,800.00",Completed,2023-08-27
TXN000280,2023-08-14,CUST014,PROD010,MGR001,423,9200,"3,891,600.00",Shipped,2023-08-17
TXN000281,2023-08-16,CUST013,PROD010,MGR003,334,9200,"3,072,800.00",Completed,2023-09-12
TXN000282,2023-08-16,CUST010,PROD007,MGR005,328,5400,"1,771,200.00",Completed,2023-09-03
TXN000283,2023-08-17,CUST009,PROD005,MGR003,248,6500,"1,612,000.00",Completed,2023-09-14
TXN000284,2023-08-18,CUST007,PROD005,MGR004,38,6500,"247,000.00",Pending,
TXN000285,2023-08-24,CUST006,PROD012,MGR003,500,1600,"800,000.00",Completed,2023-08-31
TXN000286,2023-08-25,CUST009,PROD009,MGR001,164,450,"73,800.00",Completed,2023-09-11
TXN000287,2023-08-30,CUST014,PROD010,MGR004,128,9200,"1,177,600.00",Shipped,2023-09-07
TXN000288,2023-08-30,CUST014,PROD006,MGR005,370,2800,"1,036,000.00",Completed,2023-09-08
TXN000289,2023-08-31,CUST008,PROD009,MGR004,256,450,"115,200.00",Completed,2023-09-18
TXN000290,2023-09-02,CUST009,PROD008,MGR002,111,1850,"205,350.00",Completed,2023-09-16
TXN000291,2023-09-02,CUST001,PROD001,MGR003,254,8500,"2,159,000.00",Completed,2023-10-01
TXN000292,2023-09-06,CUST007,PROD003,MGR003,373,4200,"1,566,600.00",Completed,2023-10-03
TXN000293,2023-09-16,CUST010,PROD011,MGR005,61,320,"19,520.00",Completed,2023-09-22
TXN000294,2023-09-18,CUST006,PROD009,MGR003,387,450,"174,150.00",Completed,2023-09-27
TXN000295,2023-09-23,CUST013,PROD008,MGR005,234,1850,"432,900.00",Completed,2023-10-15
TXN000296,2023-09-24,CUST003,PROD006,MGR005,164,2800,"459,200.00",Completed,2023-10-09
TXN000297,2023-09-25,CUST012,PROD005,MGR005,173,6500,"1,124,500.00",Completed,2023-10-24
TXN000298,2023-09-25,CUST009,PROD009,MGR004,363,450,"163,350.00",Completed,2023-10-07
TXN000299,2023-09-25,CUST008,PROD001,MGR003,170,8500,"1,445,000.00",Pending,
TXN000300,2023-09-26,CUST010,PROD005,MGR001,306,6500,"1,989,000.00",Completed,2023-10-07
TXN000301,2023-09-26,CUST011,PROD010,MGR005,117,9200,"1,076,400.00",Pending,
TXN000302,2023-09-26,CUST010,PROD008,MGR002,269,1850,"497,650.00",Pending,
TXN000303,2023-09-28,CUST003,PROD011,MGR002,17,320,"5,440.00",Completed,2023-10-23
TXN000304,2023-10-05,CUST015,PROD008,MGR001,362,1850,"669,700.00",Completed,2023-10-24
TXN000305,2023-10-12,CUST006,PROD009,MGR003,347,450,"156,150.00",Shipped,2023-11-11
TXN000306,2023-10-12,CUST012,PROD011,MGR003,313,320,"100,160.00",Completed,2023-10-21
TXN000307,2023-10-13,CUST005,PROD009,MGR003,116,450,"52,200.00",Completed,2023-11-09
TXN000308,2023-10-13,CUST005,PROD012,MGR002,354,1600,"566,400.00",Pending,
TXN000309,2023-10-16,CUST013,PROD012,MGR003,148,1600,"236,800.00",Completed,2023-11-06
TXN000310,2023-10-16,CUST011,PROD009,MGR004,459,450,"206,550.00",Completed,2023-11-14
TXN000311,2023-10-18,CUST003,PROD005,MGR001,148,6500,"962,000.00",Pending,
TXN000312,2023-10-25,CUST012,PROD005,MGR002,56,6500,"364,000.00",Completed,2023-11-20
TXN000313,2023-10-25,CUST010,PROD004,MGR002,26,3100,"80,600.00",Pending,
TXN000314,2023-11-02,CUST015,PROD003,MGR004,335,4200,"1,407,000.00",Completed,2023-11-20
TXN000315,2023-11-02,CUST011,PROD004,MGR003,165,3100,"511,500.00",Completed,2023-11-25
TXN000316,2023-11-04,CUST011,PROD010,MGR002,274,9200,"2,520,800.00",Pending,
TXN000317,2023-11-05,CUST001,PROD003,MGR004,452,4200,"1,898,400.00",Shipped,2023-11-13
TXN000318,2023-11-06,CUST001,PROD007,MGR004,96,5400,"518,400.00",Pending,
TXN000319,2023-11-06,CUST015,PROD005,MGR001,5,6500,"32,500.00",Completed,2023-11-27
TXN000320,2023-11-08,CUST006,PROD005,MGR004,329,6500,"2,138,500.00",Completed,2023-11-27
TXN000321,2023-11-08,CUST008,PROD003,MGR005,240,4200,"1,008,000.00",Completed,2023-11-17
TXN000322,2023-11-09,CUST006,PROD003,MGR004,332,4200,"1,394,400.00",Completed,2023-12-04
TXN000323,2023-11-11,CUST013,PROD005,MGR005,346,6500,"2,249,000.00",Shipped,2023-11-20
TXN000324,2023-11-13,CUST015,PROD007,MGR004,264,5400,"1,425,600.00",Completed,2023-11-18
TXN000325,2023-11-16,CUST008,PROD006,MGR002,4,2800,"11,200.00",Completed,2023-12-01
TXN000326,2023-11-16,CUST004,PROD008,MGR003,489,1850,"904,650.00",Completed,2023-11-28
TXN000327,2023-11-16,CUST010,PROD012,MGR005,6,1600,"9,600.00",Completed,2023-12-09
TXN000328,2023-11-23,CUST015,PROD012,MGR003,354,1600,"566,400.00",Completed,2023-12-16
TXN000329,2023-11-23,CUST015,PROD005,MGR003,315,6500,"2,047,500.00",Completed,2023-12-03
TXN000330,2023-11-24,CUST008,PROD003,MGR004,383,4200,"1,608,600.00",Completed,2023-12-08
TXN000331,2023-11-24,CUST007,PROD012,MGR005,468,1600,"748,800.00",Completed,2023-12-21
TXN000332,2023-11-29,CUST014,PROD002,MGR005,229,12800,"2,931,200.00",Completed,2023-12-24
TXN000333,2023-12-01,CUST002,PROD001,MGR005,463,8500,"3,935,500.00",Completed,2023-12-10
TXN000334,2023-12-01,CUST010,PROD009,MGR002,85,450,"38,250.00",Completed,2023-12-31
TXN000335,2023-12-08,CUST008,PROD003,MGR005,213,4200,"894,600.00",Completed,2023-12-29
TXN000336,2023-12-11,CUST012,PROD001,MGR004,131,8500,"1,113,500.00",Shipped,2023-12-14
TXN000337,2023-12-12,CUST010,PROD002,MGR001,217,12800,"2,777,600.00",Completed,2024-01-06
TXN000338,2023-12-14,CUST015,PROD002,MGR004,17,12800,"217,600.00",Completed,2023-12-30
TXN000339,2023-12-14,CUST003,PROD003,MGR004,192,4200,"806,400.00",Completed,2023-12-31
TXN000340,2023-12-14,CUST014,PROD007,MGR004,42,5400,"226,800.00",Pending,
TXN000341,2023-12-15,CUST003,PROD011,MGR003,61,320,"19,520.00",Completed,2024-01-04
TXN000342,2023-12-18,CUST014,PROD001,MGR001,153,8500,"1,300,500.00",Completed,2024-01-11
TXN000343,2023-12-18,CUST012,PROD009,MGR004,273,450,"122,850.00",Completed,2024-01-16
TXN000344,2023-12-18,CUST004,PROD004,MGR004,178,3100,"551,800.00",Completed,2023-12-29
TXN000345,2023-12-20,CUST013,PROD002,MGR001,415,12800,"5,312,000.00",Pending,
TXN000346,2023-12-22,CUST015,PROD001,MGR002,106,8500,"901,000.00",Completed,2023-12-28
TXN000347,2023-12-22,CUST010,PROD001,MGR004,307,8500,"2,609,500.00",Pending,
TXN000348,2023-12-23,CUST004,PROD012,MGR001,206,1600,"329,600.00",Completed,2024-01-02
TXN000349,2023-12-25,CUST013,PROD001,MGR002,258,8500,"2,193,000.00",Completed,2024-01-04
TXN000350,2023-12-26,CUST012,PROD010,MGR003,296,9200,"2,723,200.00",Completed,2024-01-22
TXN000351,2024-01-04,CUST015,PROD012,MGR002,321,1600,"513,600.00",Pending,
TXN000352,2024-01-04,CUST009,PROD008,MGR001,498,1850,"921,300.00",Completed,2024-01-27
TXN000353,2024-01-06,CUST006,PROD012,MGR004,210,1600,"336,000.00",Completed,2024-01-18
TXN000354,2024-01-08,CUST008,PROD004,MGR002,154,3100,"477,400.00",Shipped,2024-02-02
TXN000355,2024-01-22,CUST001,PROD005,MGR004,345,6500,"2,242,500.00",Completed,2024-02-13
TXN000356,2024-01-25,CUST010,PROD012,MGR005,112,1600,"179,200.00",Completed,2024-02-03
TXN000357,2024-01-26,CUST006,PROD005,MGR001,109,6500,"708,500.00",Completed,2024-02-21
TXN000358,2024-01-28,CUST008,PROD004,MGR005,361,3100,"1,119,100.00",Completed,2024-02-12
TXN000359,2024-01-28,CUST015,PROD004,MGR005,165,3100,"511,500.00",Shipped,2024-02-09
TXN000360,2024-01-28,CUST007,PROD008,MGR005,333,1850,"616,050.00",Completed,2024-02-09
TXN000361,2024-02-02,CUST008,PROD006,MGR002,190,2800,"532,000.00",Completed,2024-02-18
TXN000362,2024-02-02,CUST001,PROD010,MGR002,380,9200,"3,496,000.00",Completed,2024-02-05
TXN000363,2024-02-02,CUST005,PROD009,MGR005,297,450,"133,650.00",Pending,
TXN000364,2024-02-09,CUST006,PROD005,MGR004,495,6500,"3,217,500.00",Pending,
TXN000365,2024-02-09,CUST012,PROD008,MGR004,87,1850,"160,950.00",Pending,
TXN000366,2024-02-14,CUST011,PROD001,MGR005,18,8500,"153,000.00",Shipped,2024-03-15
TXN000367,2024-02-16,CUST001,PROD001,MGR004,71,8500,"603,500.00",Shipped,2024-03-10
TXN000368,2024-02-18,CUST001,PROD004,MGR005,234,3100,"725,400.00",Completed,2024-02-22
TXN000369,2024-02-29,CUST001,PROD009,MGR004,413,450,"185,850.00",Completed,2024-03-06
TXN000370,2024-02-29,CUST015,PROD002,MGR005,77,12800,"985,600.00",Completed,2024-03-09
TXN000371,2024-02-29,CUST010,PROD009,MGR003,418,450,"188,100.00",Completed,2024-03-11
TXN000372,2024-03-01,CUST002,PROD006,MGR004,236,2800,"660,800.00",Completed,2024-03-11
TXN000373,2024-03-02,CUST004,PROD005,MGR001,335,6500,"2,177,500.00",Shipped,2024-03-25
TXN000374,2024-03-02,CUST013,PROD001,MGR001,208,8500,"1,768,000.00",Completed,2024-03-17
TXN000375,2024-03-02,CUST009,PROD008,MGR001,327,1850,"604,950.00",Completed,2024-03-27
TXN000376,2024-03-06,CUST010,PROD002,MGR005,471,12800,"6,028,800.00",Completed,2024-03-16
TXN000377,2024-03-08,CUST015,PROD010,MGR004,139,9200,"1,278,800.00",Completed,2024-03-13
TXN000378,2024-03-14,CUST001,PROD004,MGR005,74,3100,"229,400.00",Shipped,2024-04-12
TXN000379,2024-03-15,CUST007,PROD002,MGR003,84,12800,"1,075,200.00",Completed,2024-03-25
TXN000380,2024-03-17,CUST011,PROD009,MGR003,197,450,"88,650.00",Shipped,2024-04-12
TXN000381,2024-03-19,CUST012,PROD002,MGR005,382,12800,"4,889,600.00",Completed,2024-03-23
TXN000382,2024-03-19,CUST002,PROD007,MGR002,430,5400,"2,322,000.00",Completed,2024-04-01
TXN000383,2024-03-19,CUST010,PROD010,MGR005,204,9200,"1,876,800.00",Shipped,2024-04-01
TXN000384,2024-03-22,CUST008,PROD004,MGR003,284,3100,"880,400.00",Completed,2024-04-07
TXN000385,2024-03-22,CUST003,PROD011,MGR005,339,320,"108,480.00",Completed,2024-03-27
TXN000386,2024-03-22,CUST013,PROD010,MGR003,409,9200,"3,762,800.00",Completed,2024-04-16
TXN000387,2024-03-26,CUST003,PROD012,MGR004,163,1600,"260,800.00",Completed,2024-04-01
TXN000388,2024-03-28,CUST008,PROD006,MGR003,53,2800,"148,400.00",Completed,2024-04-02
TXN000389,2024-03-28,CUST003,PROD007,MGR004,286,5400,"1,544,400.00",Completed,2024-04-16
TXN000390,2024-04-08,CUST015,PROD004,MGR005,267,3100,"827,700.00",Completed,2024-05-02
TXN000391,2024-04-08,CUST007,PROD003,MGR002,138,4200,"579,600.00",Completed,2024-04-19
TXN000392,2024-04-22,CUST006,PROD010,MGR004,412,9200,"3,790,400.00",Shipped,2024-05-05
TXN000393,2024-04-22,CUST008,PROD006,MGR004,418,2800,"1,170,400.00",Shipped,2024-05-22
TXN000394,2024-05-02,CUST011,PROD008,MGR005,401,1850,"741,850.00",Completed,2024-05-15
TXN000395,2024-05-04,CUST007,PROD006,MGR001,478,2800,"1,338,400.00",Completed,2024-05-13
TXN000396,2024-05-09,CUST008,PROD012,MGR002,225,1600,"360,000.00",Shipped,2024-05-21
TXN000397,2024-05-09,CUST014,PROD012,MGR001,420,1600,"672,000.00",Shipped,2024-06-06
TXN000398,2024-05-10,CUST011,PROD008,MGR002,325,1850,"601,250.00",Completed,2024-05-20
TXN000399,2024-05-19,CUST014,PROD012,MGR004,279,1600,"446,400.00",Completed,2024-06-16
TXN000400,2024-05-19,CUST006,PROD012,MGR005,305,1600,"488,000.00",Pending,
TXN000401,2024-05-28,CUST006,PROD007,MGR001,6,5400,"32,400.00",Completed,2024-06-08
TXN000402,2024-05-28,CUST004,PROD009,MGR005,286,450,"128,700.00",Completed,2024-06-22
TXN000403,2024-06-01,CUST010,PROD012,MGR005,78,1600,"124,800.00",Completed,2024-06-04
TXN000404,2024-06-04,CUST002,PROD002,MGR002,179,12800,"2,291,200.00",Completed,2024-06-17
TXN000405,2024-06-04,CUST008,PROD004,MGR005,248,3100,"768,800.00",Completed,2024-06-22
TXN000406,2024-06-06,CUST008,PROD006,MGR001,154,2800,"431,200.00",Completed,2024-07-04
TXN000407,2024-06-07,CUST001,PROD006,MGR001,347,2800,"971,600.00",Shipped,2024-06-15
TXN000408,2024-06-08,CUST012,PROD004,MGR005,90,3100,"279,000.00",Completed,2024-06-16
TXN000409,2024-06-08,CUST006,PROD009,MGR004,491,450,"220,950.00",Completed,2024-06-18
TXN000410,2024-06-09,CUST011,PROD003,MGR002,328,4200,"1,377,600.00",Pending,
TXN000411,2024-06-11,CUST015,PROD004,MGR004,304,3100,"942,400.00",Completed,2024-06-26
TXN000412,2024-06-15,CUST013,PROD002,MGR005,53,12800,"678,400.00",Shipped,2024-07-15
TXN000413,2024-06-22,CUST006,PROD010,MGR004,313,9200,"2,879,600.00",Completed,2024-07-13
TXN000414,2024-06-22,CUST002,PROD006,MGR003,433,2800,"1,212,400.00",Completed,2024-07-14
TXN000415,2024-06-25,CUST015,PROD010,MGR005,44,9200,"404,800.00",Pending,
TXN000416,2024-07-07,CUST015,PROD003,MGR005,86,4200,"361,200.00",Completed,2024-07-19
TXN000417,2024-07-07,CUST003,PROD003,MGR003,432,4200,"1,814,400.00",Completed,2024-07-29
TXN000418,2024-07-12,CUST009,PROD009,MGR004,210,450,"94,500.00",Pending,
TXN000419,2024-07-14,CUST008,PROD003,MGR001,290,4200,"1,218,000.00",Completed,2024-08-11
TXN000420,2024-07-15,CUST005,PROD001,MGR003,116,8500,"986,000.00",Completed,2024-07-27
TXN000421,2024-07-18,CUST013,PROD008,MGR005,262,1850,"484,700.00",Completed,2024-08-08
TXN000422,2024-07-20,CUST014,PROD006,MGR005,422,2800,"1,181,600.00",Shipped,2024-07-24
TXN000423,2024-07-21,CUST008,PROD009,MGR002,218,450,"98,100.00",Completed,2024-08-16
TXN000424,2024-07-22,CUST013,PROD004,MGR003,448,3100,"1,388,800.00",Completed,2024-08-08
TXN000425,2024-07-24,CUST002,PROD008,MGR001,398,1850,"736,300.00",Shipped,2024-08-03
TXN000426,2024-07-26,CUST012,PROD006,MGR005,324,2800,"907,200.00",Completed,2024-08-03
TXN000427,2024-07-28,CUST014,PROD004,MGR001,292,3100,"905,200.00",Completed,2024-08-17
TXN000428,2024-08-01,CUST005,PROD010,MGR003,488,9200,"4,489,600.00",Shipped,2024-08-20
TXN000429,2024-08-02,CUST011,PROD002,MGR002,493,12800,"6,310,400.00",Shipped,2024-08-30
TXN000430,2024-08-02,CUST007,PROD001,MGR003,444,8500,"3,774,000.00",Pending,
TXN000431,2024-08-02,CUST012,PROD003,MGR002,75,4200,"315,000.00",Pending,
TXN000432,2024-08-03,CUST013,PROD011,MGR004,251,320,"80,320.00",Completed,2024-08-24
TXN000433,2024-08-08,CUST013,PROD002,MGR004,264,12800,"3,379,200.00",Pending,
TXN000434,2024-08-10,CUST008,PROD008,MGR003,298,1850,"551,300.00",Completed,2024-09-09
TXN000435,2024-08-11,CUST012,PROD002,MGR004,326,12800,"4,172,800.00",Pending,
TXN000436,2024-08-19,CUST006,PROD009,MGR005,67,450,"30,150.00",Completed,2024-09-18
TXN000437,2024-08-25,CUST008,PROD001,MGR001,476,8500,"4,046,000.00",Shipped,2024-09-02
TXN000438,2024-08-28,CUST004,PROD012,MGR002,452,1600,"723,200.00",Pending,
TXN000439,2024-08-28,CUST003,PROD005,MGR001,336,6500,"2,184,000.00",Completed,2024-09-08
TXN000440,2024-09-03,CUST013,PROD004,MGR004,336,3100,"1,041,600.00",Completed,2024-09-28
TXN000441,2024-09-13,CUST012,PROD003,MGR004,37,4200,"155,400.00",Completed,2024-09-28
TXN000442,2024-09-15,CUST002,PROD006,MGR003,452,2800,"1,265,600.00",Completed,2024-09-22
TXN000443,2024-09-17,CUST014,PROD003,MGR002,36,4200,"151,200.00",Completed,2024-10-08
TXN000444,2024-09-21,CUST011,PROD012,MGR002,471,1600,"753,600.00",Completed,2024-10-13
TXN000445,2024-09-23,CUST002,PROD002,MGR002,386,12800,"4,940,800.00",Completed,2024-10-14
TXN000446,2024-09-24,CUST006,PROD007,MGR003,406,5400,"2,192,400.00",Completed,2024-10-04
TXN000447,2024-09-30,CUST012,PROD001,MGR003,106,8500,"901,000.00",Completed,2024-10-22
TXN000448,2024-10-02,CUST005,PROD011,MGR001,402,320,"128,640.00",Shipped,2024-10-12
TXN000449,2024-10-08,CUST006,PROD006,MGR002,199,2800,"557,200.00",Shipped,2024-11-06
TXN000450,2024-10-08,CUST010,PROD007,MGR003,280,5400,"1,512,000.00",Pending,
TXN000451,2024-10-08,CUST013,PROD008,MGR001,9,1850,"16,650.00",Completed,2024-10-13
TXN000452,2024-10-11,CUST013,PROD007,MGR005,147,5400,"793,800.00",Pending,
TXN000453,2024-10-11,CUST009,PROD007,MGR004,360,5400,"1,944,000.00",Completed,2024-10-16
TXN000454,2024-10-17,CUST013,PROD003,MGR005,168,4200,"705,600.00",Completed,2024-11-07
TXN000455,2024-10-17,CUST011,PROD011,MGR001,159,320,"50,880.00",Pending,
TXN000456,2024-10-18,CUST014,PROD004,MGR001,126,3100,"390,600.00",Completed,2024-11-03
TXN000457,2024-10-31,CUST005,PROD003,MGR003,65,4200,"273,000.00",Pending,
TXN000458,2024-11-01,CUST012,PROD002,MGR001,172,12800,"2,201,600.00",Shipped,2024-11-17
TXN000459,2024-11-04,CUST010,PROD011,MGR001,255,320,"81,600.00",Completed,2024-11-23
TXN000460,2024-11-12,CUST004,PROD012,MGR005,2,1600,"3,200.00",Completed,2024-12-12
TXN000461,2024-11-13,CUST004,PROD001,MGR004,187,8500,"1,589,500.00",Completed,2024-11-20
TXN000462,2024-11-15,CUST001,PROD009,MGR004,115,450,"51,750.00",Completed,2024-11-25
TXN000463,2024-11-15,CUST007,PROD012,MGR003,139,1600,"222,400.00",Shipped,2024-11-20
TXN000464,2024-11-24,CUST014,PROD005,MGR003,168,6500,"1,092,000.00",Completed,2024-12-14
TXN000465,2024-11-28,CUST012,PROD010,MGR002,238,9200,"2,189,600.00",Completed,2024-12-19
TXN000466,2024-11-29,CUST013,PROD004,MGR005,390,3100,"1,209,000.00",Shipped,2024-12-09
TXN000467,2024-11-29,CUST003,PROD001,MGR004,13,8500,"110,500.00",Completed,2024-12-19
TXN000468,2024-11-29,CUST006,PROD011,MGR001,487,320,"155,840.00",Completed,2024-12-02
TXN000469,2024-11-30,CUST007,PROD012,MGR003,54,1600,"86,400.00",Completed,2024-12-19
TXN000470,2024-12-01,CUST007,PROD008,MGR001,498,1850,"921,300.00",Completed,2024-12-26
TXN000471,2024-12-01,CUST005,PROD002,MGR001,472,12800,"6,041,600.00",Completed,2024-12-31
TXN000472,2024-12-01,CUST009,PROD007,MGR003,235,5400,"1,269,000.00",Pending,
TXN000473,2024-12-11,CUST015,PROD007,MGR003,163,5400,"880,200.00",Completed,2024-12-22
TXN000474,2024-12-13,CUST003,PROD010,MGR001,80,9200,"736,000.00",Completed,2024-12-21
TXN000475,2024-12-13,CUST008,PROD008,MGR003,209,1850,"386,650.00",Completed,2025-01-02
TXN000476,2024-12-15,CUST008,PROD005,MGR004,136,6500,"884,000.00",Shipped,2024-12-21
TXN000477,2024-12-17,CUST005,PROD012,MGR005,21,1600,"33,600.00",Completed,2025-01-15
TXN000478,2024-12-18,CUST003,PROD002,MGR002,496,12800,"6,348,800.00",Completed,2025-01-02
TXN000479,2024-12-22,CUST001,PROD007,MGR004,285,5400,"1,539,000.00",Pending,
TXN000480,2024-12-22,CUST004,PROD002,MGR004,53,12800,"678,400.00",Shipped,2025-01-19
TXN000481,2024-12-22,CUST003,PROD002,MGR001,32,12800,"409,600.00",Shipped,2025-01-18
TXN000482,2024-12-23,CUST003,PROD004,MGR004,191,3100,"592,100.00",Pending,
TXN000483,2024-12-23,CUST011,PROD002,MGR005,301,12800,"3,852,800.00",Completed,2025-01-21
TXN000484,2024-12-23,CUST002,PROD001,MGR001,102,8500,"867,000.00",Pending,
TXN000485,2024-12-24,CUST002,PROD006,MGR001,22,2800,"61,600.00",Completed,2024-12-28
TXN000486,2024-12-27,CUST007,PROD008,MGR001,196,1850,"362,600.00",Pending,
