date_key,customer_key,product_key,territory_key,volume_raw,dn_rev,net_revenue,total_cogs,base_cogs,ip_cogs,ps_cogs,cma_on_invoice,cma_non_invoice,lmp_funding,authorized_revenue,purchase_transactions,consumption_transactions
750,8748,84,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,6278,42,5,2.00,28.57,29.18,22.10,15.73,5.69,16.42,0.00,0.61,0.00,29.18,8,48
1030,7149,148,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,2826,78,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,698,45,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,1460,11,1,8.00,131.67,149.44,146.20,89.54,49.97,96.23,0.00,17.77,0.00,960.00,96,96
806,4976,32,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,1355,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,5419,49,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,1583,55,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,2358,134,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,1828,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,8196,22,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,7086,33,4,1.00,30.67,34.98,33.27,19.25,13.46,19.81,0.00,4.31,0.00,34.98,24,24
834,3961,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,3691,131,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,7048,17,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,8388,49,1,3.00,31.81,35.67,25.54,29.55,5.97,19.57,0.00,3.86,0.00,96.00,24,24
799,546,29,4,2.00,56.42,56.42,64.67,31.42,24.76,39.92,0.00,0.00,0.00,59.14,24,24
785,5869,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1079,509,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,4969,21,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,8533,76,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1079,3917,126,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,7417,7,3,1.00,11.44,13.28,7.24,6.32,1.32,5.93,0.00,1.84,0.00,54.00,24,24
1002,9139,35,1,1.00,31.57,34.67,36.19,18.78,14.42,21.77,2.75,3.10,0.00,120.00,24,24
1058,1989,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,3578,20,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,5504,22,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,20,33,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,8254,130,1,-0.33,-6.79,-6.64,-4.19,-4.19,0.00,-4.19,0.00,0.15,0.00,-6.64,0,-7
1079,8124,29,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,8355,50,1,2.00,37.66,47.24,23.56,17.30,7.07,16.49,0.00,9.58,0.00,47.24,16,16
799,6120,14,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,3009,130,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,6192,49,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,3355,148,4,1.00,22.83,22.83,18.53,18.31,0.00,18.53,1.88,0.00,0.00,34.35,15,15
855,4939,51,3,1.00,35.08,35.08,26.99,15.52,6.98,20.01,0.00,0.00,0.00,48.00,1,24
806,8402,74,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,1505,50,1,2.00,36.31,36.31,23.12,18.09,6.82,16.31,0.00,0.00,0.00,52.25,16,16
1002,1257,20,1,9.00,264.33,264.33,189.11,189.11,0.00,189.11,11.25,0.00,0.00,360.00,108,108
890,9183,82,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,6406,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,3539,74,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,7656,79,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,2315,80,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,7340,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,1432,50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,3764,127,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,7770,46,1,11.00,407.24,440.88,212.47,115.39,76.44,136.03,0.00,33.64,0.00,440.88,264,264
918,5705,11,5,4.00,74.72,74.72,73.71,44.56,25.40,48.32,0.00,0.00,0.00,98.20,48,48
785,6530,145,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,6080,42,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,2135,46,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,8809,55,1,1.00,15.02,15.35,9.89,5.81,2.82,7.07,0.00,0.33,0.00,15.35,4,24
736,4724,79,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,38,25,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,8008,50,1,3.00,37.38,42.36,30.36,28.87,7.02,23.35,0.00,4.98,0.00,42.36,24,24
757,4236,88,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,9089,61,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,8155,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,8251,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,9057,134,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,7425,39,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,7405,131,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,433,135,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,9121,10,1,1.00,20.23,21.25,24.67,15.89,7.68,17.00,0.00,1.02,0.00,25.98,4,24
820,4389,97,3,1.00,34.05,34.12,26.99,26.99,0.00,26.99,0.00,0.07,0.00,34.12,24,24
757,5721,137,2,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0,0
1072,453,35,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,3111,15,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,4979,61,3,4.00,77.78,78.04,58.32,58.32,0.00,58.32,0.00,0.26,0.00,78.04,48,48
785,1036,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,1314,14,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,2202,135,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,278,94,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,6716,96,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,8649,32,1,1.00,19.74,19.74,22.35,11.42,9.02,13.34,2.75,0.00,0.00,26.82,12,12
883,3357,39,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,6367,103,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,7070,124,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,1014,104,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,1169,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,2629,11,5,8.00,154.98,157.28,148.72,86.64,52.68,96.04,0.00,2.30,0.00,157.28,96,96
757,5329,27,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
736,463,72,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,4966,94,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,7943,75,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,3287,79,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,5872,55,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
750,2176,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,6377,88,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,2964,13,1,3.00,108.18,115.89,106.86,72.39,41.05,65.80,0.00,7.71,0.00,115.89,72,72
1079,2513,17,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,1820,46,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,4604,72,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,774,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
918,5293,33,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,6277,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,8793,124,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1002,7081,73,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,5579,72,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,581,49,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1002,8696,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,4304,28,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,445,14,5,1.00,28.08,31.93,18.06,11.85,5.59,12.47,0.00,3.85,0.00,54.00,24,24
883,1990,126,1,2.00,38.22,38.22,30.26,30.26,0.00,30.26,1.30,0.00,0.00,55.26,24,24
757,1158,50,3,1.00,18.83,23.62,11.81,8.98,3.75,8.07,0.00,4.79,0.00,23.62,8,8
1030,9235,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1002,9258,88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,5592,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,5324,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,9110,36,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,6300,143,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,3066,33,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,2381,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,8907,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,3333,58,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,2461,38,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,5397,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,2256,46,1,5.00,134.18,179.40,79.26,50.05,25.77,53.50,0.00,45.22,0.00,179.40,120,120
806,4621,51,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,3684,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
771,7860,74,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,1350,135,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,6275,40,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,3694,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,2700,50,3,5.00,79.00,79.00,58.24,54.82,15.72,42.52,0.00,0.00,0.00,132.25,40,40
792,9051,11,1,1.00,17.29,18.30,19.02,11.31,6.56,12.46,0.00,1.01,0.00,18.30,12,12
834,4717,130,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,2765,131,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,8180,113,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,6574,49,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,1714,47,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,3363,45,5,21.00,367.53,370.44,291.02,221.84,73.14,217.88,0.00,2.91,0.00,370.44,504,504
834,7670,88,3,3.00,46.95,51.00,49.21,35.55,14.34,34.86,0.00,4.05,0.00,51.00,45,45
974,9067,79,1,3.00,66.69,66.69,72.69,31.37,30.46,42.22,0.00,0.00,0.00,81.00,36,36
806,2164,46,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,1270,75,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,5660,13,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,7453,77,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,1906,77,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,4472,145,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,7323,85,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,8662,104,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,2119,126,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,6220,16,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,5879,32,2,1.00,19.80,23.52,22.09,11.81,8.69,13.40,0.00,3.72,0.00,23.52,12,12
806,8755,17,1,4.00,160.40,160.56,135.08,135.08,0.00,135.08,0.00,0.16,0.00,160.56,96,96
778,7313,131,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,7608,124,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,5346,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
848,8437,14,1,3.00,65.61,66.75,44.81,35.09,12.31,32.49,7.50,1.14,0.00,288.00,72,72
883,8546,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,2918,29,1,2.00,49.86,55.00,59.83,30.54,22.78,37.06,0.00,5.14,0.00,55.00,24,24
820,6730,129,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,93,76,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,4388,51,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
729,5200,25,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
799,6808,84,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
855,7966,46,4,2.00,77.10,80.16,43.00,21.35,15.37,27.64,0.00,3.06,0.00,80.16,48,48
743,6494,117,5,3.00,76.53,76.83,59.57,59.57,0.00,59.57,0.00,0.30,0.00,76.83,3,36
785,446,18,4,1.00,33.00,33.00,25.33,25.33,0.00,25.33,0.00,0.00,0.00,33.00,12,12
974,5967,126,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,6324,35,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,8379,142,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1086,3632,78,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
757,607,31,5,6.00,101.64,125.28,119.02,65.64,44.60,74.42,0.00,23.64,0.00,125.28,12,72
855,5197,30,3,2.00,40.08,40.64,48.13,31.30,17.59,30.55,0.00,0.56,0.00,40.64,8,48
1002,8057,77,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,4459,26,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,3025,17,3,7.00,295.47,295.47,241.13,241.13,0.00,241.13,0.00,0.00,0.00,420.00,168,168
785,5842,74,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
967,7878,14,4,3.00,87.81,107.73,50.77,31.70,16.48,34.29,0.00,19.92,0.00,107.73,72,72
946,5453,53,5,39.00,680.55,693.81,500.00,314.71,135.43,364.57,0.00,13.26,0.00,693.81,117,1170
1086,5046,31,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,8188,51,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1079,1081,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
876,8974,121,1,2.00,28.68,30.00,23.25,23.25,0.00,23.25,0.00,1.32,0.00,30.00,4,24
848,3217,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,4206,145,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,4611,1,3,3.00,113.85,116.10,93.24,93.24,0.00,93.24,0.00,2.25,0.00,116.10,36,36
1030,2908,20,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,1776,61,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,4790,98,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,1461,79,1,1.00,14.80,15.03,17.35,10.28,6.76,10.59,0.00,0.23,0.00,27.00,12,12
1086,7374,38,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,2456,72,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,6155,19,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
911,4450,22,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
939,129,79,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,676,14,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,3305,22,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,6593,26,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,7537,50,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,3071,44,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,4299,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,1190,141,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1058,4920,104,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,1296,38,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,19,19,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
883,4384,55,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,8596,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
946,9261,58,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,5344,18,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,9008,18,1,1.00,34.75,34.75,25.33,25.33,0.00,25.33,0.00,0.00,0.00,37.85,12,12
750,3849,39,5,1.00,16.13,16.13,13.35,10.05,3.21,10.14,0.00,0.00,0.00,17.14,2,30
757,1011,74,4,1.00,25.42,25.42,16.65,9.78,5.06,11.59,1.92,0.00,0.00,44.60,24,24
939,2053,27,2,1.00,26.25,31.45,22.97,12.03,7.80,15.17,0.00,5.20,0.00,54.00,3,24
827,6630,20,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,1223,135,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
778,8763,45,1,23.00,402.50,405.72,276.01,209.46,75.55,200.46,0.00,3.22,0.00,405.72,552,552
785,4866,80,3,1.00,31.65,33.45,26.12,26.12,0.00,26.12,0.00,1.80,0.00,33.45,12,12
1065,4963,24,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
834,201,46,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1079,6135,82,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,6090,135,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,7303,74,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
820,7286,49,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
743,2343,61,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
862,4192,40,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
974,5016,124,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1072,961,22,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
764,6915,14,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,3567,50,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,3912,77,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
827,5104,145,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,7595,88,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1002,8026,20,1,8.00,182.40,182.40,168.06,168.06,0.00,168.06,0.00,0.00,0.00,182.40,96,96
806,5383,74,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
785,1135,14,5,4.00,95.60,115.20,63.56,45.39,19.02,44.53,0.00,19.60,0.00,115.20,96,96
743,1474,82,1,-414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-414,-414
1079,4263,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
1030,2363,75,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
890,4550,45,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
792,1851,53,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
736,62,51,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,6557,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
806,8228,25,1,2.00,65.22,66.00,43.66,43.66,0.00,43.66,0.00,0.78,0.00,66.00,24,24
1002,8112,113,3,2.00,55.04,55.04,35.59,22.45,10.33,25.26,0.00,0.00,0.00,71.90,48,48
946,8909,10,1,2.00,49.14,50.68,55.56,31.40,18.65,36.91,0.00,1.54,0.00,50.68,8,48
918,2466,58,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
