Invoice #,Item Number,Item Description,Qty,Total Cost,Total Price,Unit Cost,Unit Price,Customer Number,Address 1,City,Country,Customer Class,Document Date,Due Date,Item Class Code,Salesperson ID,State,Zip
INVS3038,5-CONTRACTS,3-A2440A,1,0,662.3,0,662.3,PLACEONE0001,4567 East River Road,Vancouver,Canada,CAN-ABBCYKNWTT7,1/1/2028 0:00,1/31/2028 0:00,,ERIN J.,BC,V6C 3J9
INVS3039,5-CONTRACTS,3-A3542A,2,0,1050,0,525,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,9/1/2028 0:00,10/1/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3039,5-CONTRACTS,3-D2094A,2,0,1050,0,525,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,9/1/2028 0:00,10/1/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3039,5-CONTRACTS,3-A2969A,1,0,73.5,0,73.5,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,9/1/2028 0:00,10/1/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3040,5-CONTRACTS,3-A3542A,2,0,2400,0,1200,MIDCITYH0001,9876 N. Pioneer Road,Gary,USA,USA-INMI-T2,7/1/2028 0:00,7/31/2028 0:00,,GREG E.,IN,46401-4211
INVS3040,5-CONTRACTS,3-D2094A,1,0,1200,0,1200,MIDCITYH0001,9876 N. Pioneer Road,Gary,USA,USA-INMI-T2,7/1/2028 0:00,7/31/2028 0:00,,GREG E.,IN,46401-4211
INVS3040,5-CONTRACTS,3-A2969A,1,0,960,0,960,MIDCITYH0001,9876 N. Pioneer Road,Gary,USA,USA-INMI-T2,7/1/2028 0:00,7/31/2028 0:00,,GREG E.,IN,46401-4211
INVS3041,5-CONTRACTS,3-A2440A,1,0,960,0,960,JOHNSONK0001,5678 S. 42nd Ave.,Rockford,USA,USA-ILMO-T1,1/1/2028 0:00,1/31/2028 0:00,,PAUL W.,IL,61125-6149
INVS3042,5-CONTRACTS,3-A3542A,2,0,1200,0,600,CRAWFORD0001,321 Park Drive,Columbia,USA,USA-ILMO-T1,1/1/2028 0:00,1/31/2028 0:00,,PAUL W.,MO,65201-3322
INVS3042,5-CONTRACTS,3-D2094A,4,0,1200,0,300,CRAWFORD0001,321 Park Drive,Columbia,USA,USA-ILMO-T1,1/1/2028 0:00,1/31/2028 0:00,,PAUL W.,MO,65201-3322
INVS3042,5-CONTRACTS,3-A2969A,2,0,1200,0,600,CRAWFORD0001,321 Park Drive,Columbia,USA,USA-ILMO-T1,1/1/2028 0:00,1/31/2028 0:00,,PAUL W.,MO,65201-3322
INVS3043,5-CONTRACTS,3-A3542A,2,0,2400,0,1200,LASERMES0001,98765 Crossway Park Dr,Bloomington,USA,USA-MNWI-T4,1/1/2028 0:00,1/31/2028 0:00,,SANDRA M.,MN,55304-9840
INVS3043,5-CONTRACTS,3-D2094A,4,0,2400,0,600,LASERMES0001,98765 Crossway Park Dr,Bloomington,USA,USA-MNWI-T4,1/1/2028 0:00,1/31/2028 0:00,,SANDRA M.,MN,55304-9840
INVS3043,5-CONTRACTS,3-A2969A,1,0,2400,0,2400,LASERMES0001,98765 Crossway Park Dr,Bloomington,USA,USA-MNWI-T4,1/1/2028 0:00,1/31/2028 0:00,,SANDRA M.,MN,55304-9840
INVS3044,5-CONTRACTS,3-A3542A,2,0,1655.76,0,827.88,ADVANCED0002,8765 66 Ave.,Toronto,Canada,CAN-ONMBSK-T6,7/1/2028 0:00,7/31/2028 0:00,,GARY W.,ON,M8D 7R5
INVS3044,5-CONTRACTS,3-D2094A,4,0,1655.76,0,413.94,ADVANCED0002,8765 66 Ave.,Toronto,Canada,CAN-ONMBSK-T6,7/1/2028 0:00,7/31/2028 0:00,,GARY W.,ON,M8D 7R5
INVS3044,5-CONTRACTS,3-A2969A,3,0,1655.76,0,551.92,ADVANCED0002,8765 66 Ave.,Toronto,Canada,CAN-ONMBSK-T6,7/1/2028 0:00,7/31/2028 0:00,,GARY W.,ON,M8D 7R5
INVS3045,5-CONTRACTS,3-A3542A,2,0,2400,0,1200,STMARYHO0001,2345 N. River Dr.,Milwaukee,USA,USA-MNWI-T4,7/1/2028 0:00,7/31/2028 0:00,,SANDRA M.,WI,53203-2323
INVS3045,5-CONTRACTS,3-D2094A,4,0,2400,0,600,STMARYHO0001,2345 N. River Dr.,Milwaukee,USA,USA-MNWI-T4,7/1/2028 0:00,7/31/2028 0:00,,SANDRA M.,WI,53203-2323
INVS3045,5-CONTRACTS,3-A2969A,3,0,2400,0,800,STMARYHO0001,2345 N. River Dr.,Milwaukee,USA,USA-MNWI-T4,7/1/2028 0:00,7/31/2028 0:00,,SANDRA M.,WI,53203-2323
INVS3046,5-CONTRACTS,3-A3542A,2,0,1758.24,0,879.12,STPATRIC0001,234 Phillip,Melbourne,Australia,AUSTRALIA-T8,7/1/2028 0:00,7/31/2028 0:00,,IAN M.,VIC,3000
INVS3046,5-CONTRACTS,3-D2094A,4,0,1758.24,0,439.56,STPATRIC0001,234 Phillip,Melbourne,Australia,AUSTRALIA-T8,7/1/2028 0:00,7/31/2028 0:00,,IAN M.,VIC,3000
INVS3046,5-CONTRACTS,3-A2969A,6,0,1758.24,0,293.04,STPATRIC0001,234 Phillip,Melbourne,Australia,AUSTRALIA-T8,7/1/2028 0:00,7/31/2028 0:00,,IAN M.,VIC,3000
INVS3047,5-CONTRACTS,2-A3284A,1,0,333.33,0,333.33,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,10/25/2028 0:00,11/24/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3047,5-CONTRACTS,4-A3351A,1,0,0,0,0,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,10/25/2028 0:00,11/24/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3047,5-CONTRACTS,4-E5930A,1,0,0,0,0,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,10/25/2028 0:00,11/24/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3047,5-CONTRACTS,4-A3666A,1,0,0,0,0,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,10/25/2028 0:00,11/24/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3047,5-CONTRACTS,4-E2094A,1,0,30.83,0,30.83,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,10/25/2028 0:00,11/24/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3048,5-CONTRACTS,2-A3284A,1,0,300,0,300,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,10/31/2028 0:00,11/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3048,5-CONTRACTS,3-A3542A,1,0,8.33,0,8.33,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,10/31/2028 0:00,11/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3048,5-CONTRACTS,3-D2094A,1,0,8.33,0,8.33,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,10/31/2028 0:00,11/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3048,5-CONTRACTS,4-A3539A,1,0,4.17,0,4.17,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,10/31/2028 0:00,11/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3049,5-CONTRACTS,2-A3284A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,10/31/2028 0:00,11/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3049,5-CONTRACTS,3-A3542A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,10/31/2028 0:00,11/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3049,5-CONTRACTS,4-A3351A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,10/31/2028 0:00,11/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3049,5-CONTRACTS,4-A3539A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,10/31/2028 0:00,11/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3049,5-CONTRACTS,4-E2094A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,10/31/2028 0:00,11/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3050,5-CONTRACTS,3-A3542A,2,0,50,0,25,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,10/1/2028 0:00,10/31/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3050,5-CONTRACTS,3-D2094A,2,0,50,0,25,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,10/1/2028 0:00,10/31/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3050,5-CONTRACTS,3-A2969A,1,0,3.5,0,3.5,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,10/1/2028 0:00,10/31/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3051,5-CONTRACTS,2-A3284A,1,0,333.37,0,333.37,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,11/25/2028 0:00,12/25/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3051,5-CONTRACTS,4-A3351A,1,0,0,0,0,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,11/25/2028 0:00,12/25/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3051,5-CONTRACTS,4-E5930A,1,0,0,0,0,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,11/25/2028 0:00,12/25/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3051,5-CONTRACTS,4-A3666A,1,0,0,0,0,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,11/25/2028 0:00,12/25/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3051,5-CONTRACTS,4-E2094A,1,0,30.87,0,30.87,RIVERSID0001,5678 Herman St.,Vancouver,Canada,CAN-ABBCYKNWTT7,11/25/2028 0:00,12/25/2028 0:00,,ERIN J.,BC,V6E 3J7
INVS3052,5-CONTRACTS,2-A3284A,1,0,300,0,300,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,11/30/2028 0:00,12/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3052,5-CONTRACTS,3-A3542A,1,0,8.33,0,8.33,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,11/30/2028 0:00,12/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3052,5-CONTRACTS,3-D2094A,1,0,8.33,0,8.33,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,11/30/2028 0:00,12/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3052,5-CONTRACTS,4-A3539A,1,0,4.17,0,4.17,COMPUTER0001,456 17 St S,Madison,USA,USA-MNWI-T4,11/30/2028 0:00,12/30/2028 0:00,,SANDRA M.,WI,53701-6652
INVS3053,5-CONTRACTS,2-A3284A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,11/30/2028 0:00,12/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3053,5-CONTRACTS,3-A3542A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,11/30/2028 0:00,12/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3053,5-CONTRACTS,4-A3351A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,11/30/2028 0:00,12/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3053,5-CONTRACTS,4-A3539A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,11/30/2028 0:00,12/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3053,5-CONTRACTS,4-E2094A,1,0,41.67,0,41.67,CENTRALI0001,765 West 24th Street,Peoria,USA,USA-ILMO-T1,11/30/2028 0:00,12/30/2028 0:00,,PAUL W.,IL,61601-4542
INVS3054,5-CONTRACTS,3-A3542A,2,0,50,0,25,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,11/1/2028 0:00,12/1/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3054,5-CONTRACTS,3-D2094A,2,0,50,0,25,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,11/1/2028 0:00,12/1/2028 0:00,,SANDRA M.,WI,54935-9990
INVS3054,5-CONTRACTS,3-A2969A,1,0,3.5,0,3.5,BERRYMED0001,Suite 123,Fond Du Lac,USA,USA-MNWI-T4,11/1/2028 0:00,12/1/2028 0:00,,SANDRA M.,WI,54935-9990
INVSP1005,M1700,"17"" Monitor",1,198,199.95,198,199.95,ASTORSUI0001,987 West Alaska Ave,Gary,USA,USA-INMI-T2,4/21/2027 0:00,5/21/2027 0:00,,GREG E.,IN,46401-3455
STDINV2255,ACCS-HDS-1EAR,Headset-Single Ear,1,38.59,79.95,38.59,79.95,LASERMES0001,98765 Crossway Park Dr,Bloomington,USA,USA-MNWI-T4,5/23/2027 0:00,6/22/2027 0:00,RETAIL,SANDRA M.,MN,55304-9840
STDINV2255,CBA100,Circuit Board Assembly,1,15.5,29.95,15.5,29.95,LASERMES0001,98765 Crossway Park Dr,Bloomington,USA,USA-MNWI-T4,5/23/2027 0:00,6/22/2027 0:00,,SANDRA M.,MN,55304-9840
STDINV2256,SPLN-TWO-0001,Service Plans-Phone Systems,1,0,1000,0,1000,FRANCHIS0001,456 Sherwood Park South,Arlington Heights,USA,USA-ILMO-T1,5/23/2027 0:00,6/22/2027 0:00,,PAUL W.,IL,6004-2922
STDINV2259,100XLG,Green Phone,2,111,119.9,55.5,59.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,128 SDRAM,128 meg SDRAM,1,0,0,152.1,135.2,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,24X IDE,24x CD-ROM,1,0,0,45,40,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,256 SDRAM,256 meg SDRAM,2,495,459.9,247.5,229.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,32 SDRAM,32 meg SDRAM,1,40.5,49.95,40.5,49.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,32X IDE,32x CD-ROM,1,0,0,49.5,49.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,4.5HD,4.5 gig Hard Drive,1,184.5,189.95,184.5,189.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,400PROC,400 Processor,1,393.3,399.95,393.3,399.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,40X IDE,40x CD-ROM,1,39.6,39.95,39.6,39.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,450PROC,450 Processor,1,566.1,569.95,566.1,569.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,500PROC,500 Processor,1,702,749.95,702,749.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,6.5HD,6.5 gig Hard Drive,3,672.3,674.97,224.1,224.99,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,64 SDRAM,64 meg SDRAM,1,80.1,72.95,80.1,72.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,8.4HD,8.4 gig Hard Drive,1,292.5,309.95,292.5,309.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,A100,Audio System,5,180,199.75,36,39.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,ACCS-CRD-12WH,Phone Cord - 12' White,3,0,0,3.29,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,5.98,19.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,ACCS-HDS-1EAR,Headset-Single Ear,3,115.77,239.85,38.59,79.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,ACCS-HDS-2EAR,Headset - Dual Ear,2,83.96,179.9,41.98,89.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,59.29,119.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,ANSW-PAN-2460,Panache KX-T2460 answer,2,146.5,299.9,73.25,149.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,BA100G,Base Assembly,4,109.48,119.8,27.37,29.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,BELL100,Phone Bellisimo,2,4,19.9,2,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,BK MOUSE,Black Mouse,1,9,19.95,9,19.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,BOT100G,Handset Bottom,6,7.2,59.7,1.2,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,CAP100,Capacitor,1,0.02,9.95,0.02,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,CB100,Circuit Board,2,3,19.9,1.5,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,CBA100,Circuit Board Assembly,1,15.5,29.95,15.5,29.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,CORDG,Green Cord,3,2.01,29.85,0.67,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,FAXX-SLK-2100,Sleek UX-2100 fax,1,899,1799.95,899,1799.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,FTRUB,Rubber Feet,2,0.02,19.9,0.01,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,HA100G,Green Hand Assembly,2,36.88,59.9,18.44,29.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,HDWR-ACC-0100,Acclaimed Call Center System 100,1,35000,70009.95,35000,70009.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,HDWR-LDS-0001,Network LDS/Card,1,2700,5409.95,2700,5409.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,IL,60601-2333
STDINV2259,KB104,Keyboard,2,27,39.9,13.5,19.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,KPA100,Keypad Assembly,2,7.76,19.9,3.88,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,M1500,"15"" Monitor",1,108,139.95,108,139.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,M1700,"17"" Monitor",1,198,199.95,198,199.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,M2100,"21"" Monitor",1,810,999.95,810,999.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2259,MIC100,Microphone,2,8,19.9,4,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,,PAUL W.,IL,60601-2333
STDINV2260,ANSW-PAN-2460,Panache KX-T2460 answer,3,219.75,449.85,73.25,149.95,AARONFIT0001,500 West 56th St.,New York,USA,USA-ILMO-T1,4/12/2027 0:00,5/12/2027 0:00,RETAIL,PAUL W.,NY,10019
STDINV2261,3-A2969A,1 TB SCSI Raid,1,890,1780,890,1780,ASTORSUI0001,987 West Alaska Ave,Gary,USA,USA-INMI-T2,4/12/2027 0:00,5/12/2027 0:00,COMPONENTS,GREG E.,IN,46401-3455
INV1010,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,674.5,1349.95,ISNINDUS0001,987 Union Circle,Lockport,USA,USA-ILMO-T1,5/17/2024 0:00,6/16/2024 0:00,RETAIL,PAUL W.,IL,60441-2239
INV1014,ACCS-CRD-12WH,Phone Cord - 12' White,3,9.87,29.85,3.29,9.95,CENTRALC0001,2345 Aukland St. West,Chicago,USA,USA-ILMO-T1,5/10/2024 0:00,6/9/2024 0:00,RETAIL,PAUL W.,IL,60601-2333
INV1015,PHON-BUS-1250,"Handset,multi-line",1,165.85,359.95,179.85,359.95,MAGNIFIC0001,987 45 Ave.,Winnipeg,Canada,CAN-ONMBSK-T6,5/10/2024 0:00,5/8/2024 0:00,RETAIL,GARY W.,MB,R2S 3S7
INV1016,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,3.29,9.95,METROPOL0001,5678 W. Jackson Ave,Milwaukee,USA,USA-MNWI-T4,5/10/2024 0:00,6/9/2024 0:00,RETAIL,SANDRA M.,WI,53202-5713
INV1017,HDWR-PRO-4862,Processor 486/25MHz,1,2998.15,5999.95,2998.15,5999.95,MAHLERST0001,4321 McDaniels Rd,Minneapolis,USA,USA-MNWI-T4,5/10/2024 0:00,6/9/2024 0:00,RETAIL,SANDRA M.,MN,55404-4000
INV1018,WIRE-SCD-0001,Single conductor wire,25,4,8.75,0.16,0.35,LAWRENCE0001,12345 21st Ave S,Lawrence,USA,USA-IAKSNE-T3,5/10/2024 0:00,6/9/2024 0:00,,NANCY B.,KS,66208
INV1019,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,674.5,1349.95,BLUEYOND0001,P.O. Box 1234,Wichita,USA,USA-IAKSNE-T3,5/10/2024 0:00,6/9/2024 0:00,RETAIL,NANCY B.,KS,67201
INV1020,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,13.65,29.85,4.55,9.95,ASTORSUI0001,987 West Alaska Ave,Gary,USA,USA-INMI-T2,5/10/2024 0:00,6/9/2024 0:00,RETAIL,GREG E.,IN,46401-3455
INV1022,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,4,374.2,759.8,93.55,189.95,PLAZAONE0001,2345 42 St. W,Woodbury,USA,USA-MNWI-T4,5/20/2024 0:00,6/19/2024 0:00,ATT CORD,SANDRA M.,MN,55119
INV1023,FAXX-CAN-9800,Cantata FaxPhone 9800,10,11970,23999.5,1197,2399.95,VANCOUVE0001,432 12 Ave. North,Vancouver,Canada,CAN-ABBCYKNWTT7,5/30/2024 0:00,6/29/2024 0:00,RETAIL,ERIN J.,BC,V6E 3J7
INV1024,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,59.29,119.95,AARONFIT0001,500 West 56th St.,New York,USA,USA-ILMO-T1,2/10/2024 0:00,3/12/2024 0:00,RETAIL,PAUL W.,NY,10019
INV1025,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,50.25,109.95,AARONFIT0001,500 West 56th St.,New York,USA,USA-ILMO-T1,2/15/2024 0:00,3/17/2024 0:00,RETAIL,PAUL W.,NY,10019
INVPS1001,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,92.59,189.95,HOLLINGC0001,123 Sugar Grove,Columbia,USA,USA-ILMO-T1,5/25/2024 0:00,6/24/2024 0:00,ATT CORD,PAUL W.,MO,65201-3846
INVPS1002,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,18.2,39.8,4.55,9.95,BREAKTHR0001,3456 Arbutus St.,Montreal,Canada,CAN-PQMT-T5,5/10/2024 0:00,6/9/2024 0:00,RETAIL,FRANCINE B.,PQ,H3R 3T2
