GradeFactKey,EnrollmentKey,StudentKey,CourseKey,ProfessorKey,OfferingKey,GradeDateKey,AcademicYear,Quarter,QuarterNumber,AttemptedCredits,EarnedCredits,LetterGrade,GradePoints,GradeStatus,PassFlag
320,320,430,32,22,16,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
321,321,228,32,22,16,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
322,322,435,32,22,16,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
323,323,221,32,22,16,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
324,324,124,32,22,16,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
325,325,377,32,22,16,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
326,326,242,32,22,16,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
327,327,403,32,22,16,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
328,328,349,32,22,16,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
329,329,87,32,22,16,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
330,330,114,32,22,16,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
331,331,318,32,22,16,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
332,332,405,32,22,16,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
333,333,200,32,22,16,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
334,334,41,32,22,16,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
335,335,351,32,22,16,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
336,336,150,12,16,17,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
337,337,80,12,16,17,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
338,338,436,12,16,17,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
339,339,48,12,16,17,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
340,340,166,12,16,17,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
341,341,489,12,16,17,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
342,342,43,12,16,17,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
343,343,212,12,16,17,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
344,344,221,12,16,17,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
345,345,197,12,16,17,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
346,346,477,12,16,17,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
347,347,153,12,16,17,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
348,348,449,12,16,17,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
349,349,450,12,16,17,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
350,350,97,12,16,17,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
351,351,242,12,16,17,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
352,352,46,12,16,17,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
353,353,266,12,16,17,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
354,354,110,12,16,17,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
355,355,339,12,16,17,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
356,356,223,12,16,17,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
357,357,443,12,16,17,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
358,358,9,12,16,18,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
359,359,97,12,16,18,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
360,360,346,12,16,18,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
361,361,41,12,16,18,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
362,362,494,12,16,18,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
363,363,186,12,16,18,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
364,364,450,12,16,18,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
365,365,439,12,16,18,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
366,366,59,12,16,18,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
367,367,251,12,16,18,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
368,368,339,12,16,18,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
369,369,87,12,16,18,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
370,370,451,12,16,18,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
371,371,331,12,16,18,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
372,372,46,12,16,18,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
373,373,449,12,16,18,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
374,374,166,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
375,375,41,20,23,19,20230326,2023,Winter,1,5,0,W,,Withdrawn,No
376,376,104,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
377,377,63,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
378,378,439,20,23,19,20230326,2023,Winter,1,5,5,B,3.0,Completed,Yes
379,379,79,20,23,19,20230326,2023,Winter,1,5,5,B,3.0,Completed,Yes
380,380,382,20,23,19,20230326,2023,Winter,1,5,5,B,3.0,Completed,Yes
381,381,463,20,23,19,20230326,2023,Winter,1,5,5,A,4.0,Completed,Yes
382,382,496,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
383,383,264,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
384,384,273,20,23,19,20230326,2023,Winter,1,5,5,B,3.0,Completed,Yes
385,385,97,20,23,19,20230326,2023,Winter,1,5,5,A,4.0,Completed,Yes
386,386,80,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
387,387,378,20,23,19,20230326,2023,Winter,1,5,5,B,3.0,Completed,Yes
388,388,31,20,23,19,20230326,2023,Winter,1,5,5,B+,3.3,Completed,Yes
389,389,351,20,23,19,20230326,2023,Winter,1,5,0,IP,,In Progress,Pending
390,390,202,20,23,19,20230326,2023,Winter,1,5,5,B-,2.7,Completed,Yes
391,391,168,20,23,19,20230326,2023,Winter,1,5,5,B,3.0,Completed,Yes
392,392,236,16,11,20,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
393,393,31,16,11,20,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
394,394,264,16,11,20,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
395,395,405,16,11,20,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
396,396,435,16,11,20,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
397,397,274,16,11,20,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
398,398,28,16,11,20,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
399,399,238,16,11,20,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
400,400,277,16,11,20,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
401,401,223,16,11,20,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
402,402,265,16,11,20,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
403,403,447,16,11,20,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
404,404,97,18,20,21,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
405,405,351,18,20,21,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
406,406,308,18,20,21,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
407,407,391,18,20,21,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
408,408,46,18,20,21,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
409,409,489,18,20,21,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
410,410,487,18,20,21,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
411,411,436,18,20,21,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
412,412,114,18,20,21,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
413,413,76,18,20,21,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
414,414,197,18,20,21,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
415,415,124,18,20,21,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
416,416,293,18,20,21,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
417,417,63,18,20,21,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
418,418,356,18,20,21,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
419,419,265,18,20,21,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
420,420,418,18,20,21,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
421,421,430,18,20,21,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
422,422,324,18,20,21,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
423,423,389,18,20,21,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
424,424,463,18,20,21,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
425,425,428,18,20,21,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
426,426,250,1,15,22,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
427,427,293,1,15,22,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
428,428,80,1,15,22,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
429,429,288,1,15,22,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
430,430,182,1,15,22,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
431,431,67,1,15,22,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
432,432,23,1,15,22,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
433,433,227,1,15,22,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
434,434,273,1,15,22,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
435,435,435,1,15,22,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
436,436,78,1,15,22,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
437,437,251,1,15,22,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
438,438,194,1,15,22,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
439,439,79,1,15,22,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
440,440,5,1,15,22,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
441,441,418,1,15,22,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
442,442,274,1,15,22,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
443,443,197,1,15,22,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
444,444,351,1,15,22,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
445,445,391,1,15,22,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
446,446,451,25,12,23,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
447,447,324,25,12,23,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
448,448,182,25,12,23,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
449,449,273,25,12,23,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
450,450,308,25,12,23,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
451,451,418,25,12,23,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
452,452,258,25,12,23,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
453,453,116,25,12,23,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
454,454,23,25,12,23,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
455,455,439,25,12,23,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
456,456,5,25,12,23,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
457,457,79,25,12,23,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
458,458,153,25,12,23,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
459,459,349,25,12,23,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
460,460,264,25,12,23,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
461,461,67,25,12,23,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
462,462,356,25,12,23,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
463,463,378,25,12,23,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
464,464,76,28,1,24,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
465,465,449,28,1,24,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
466,466,242,28,1,24,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
467,467,487,28,1,24,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
468,468,334,28,1,24,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
469,469,276,28,1,24,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
470,470,434,28,1,24,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
471,471,199,28,1,24,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
472,472,97,28,1,24,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
473,473,391,28,1,24,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
474,474,182,28,1,24,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
475,475,23,28,1,24,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
476,476,428,28,1,24,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
477,477,67,28,1,24,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
478,478,116,28,1,24,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
479,479,72,28,1,24,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
480,480,384,28,1,24,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
481,481,78,28,1,24,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
482,482,438,28,1,24,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
483,483,121,28,1,24,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
484,484,186,28,1,24,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
485,485,439,28,1,24,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
486,486,114,28,1,24,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
487,487,67,28,7,25,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
488,488,78,28,7,25,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
489,489,223,28,7,25,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
490,490,227,28,7,25,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
491,491,384,28,7,25,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
492,492,331,28,7,25,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
493,493,61,28,7,25,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
494,494,418,28,7,25,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
495,495,489,28,7,25,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
496,496,87,28,7,25,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
497,497,46,28,7,25,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
498,498,202,28,7,25,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
499,499,110,28,7,25,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
500,500,199,28,7,25,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
501,501,487,23,2,26,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
502,502,391,23,2,26,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
503,503,87,23,2,26,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
504,504,266,23,2,26,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
505,505,241,23,2,26,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
506,506,76,23,2,26,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
507,507,186,23,2,26,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
508,508,396,23,2,26,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
509,509,221,23,2,26,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
510,510,434,23,2,26,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
511,511,63,23,2,26,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
512,512,317,23,2,26,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
513,513,380,23,2,26,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
514,514,377,23,2,26,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
515,515,305,23,2,26,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
516,516,382,23,2,26,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
517,517,293,23,2,26,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
518,518,318,23,2,26,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
519,519,264,23,2,26,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
520,520,308,23,2,26,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
521,521,468,23,2,26,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
522,522,275,14,22,27,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
523,523,251,14,22,27,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
524,524,378,14,22,27,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
525,525,434,14,22,27,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
526,526,305,14,22,27,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
527,527,103,14,22,27,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
528,528,13,14,22,27,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
529,529,346,14,22,27,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
530,530,391,14,22,27,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
531,531,276,14,22,27,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
532,532,482,14,22,27,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
533,533,318,14,22,27,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
534,534,273,14,22,27,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
535,535,115,14,22,27,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
536,536,377,14,22,27,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
537,537,428,14,22,27,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
538,538,258,14,22,27,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
539,539,162,14,22,27,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
540,540,349,14,22,27,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
541,541,288,14,22,27,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
542,542,339,14,22,27,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
543,543,241,14,22,27,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
544,544,13,4,4,28,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
545,545,351,4,4,28,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
546,546,494,4,4,28,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
547,547,337,4,4,28,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
548,548,28,4,4,28,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
549,549,453,4,4,28,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
550,550,418,4,4,28,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
551,551,377,4,4,28,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
552,552,443,4,4,28,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
553,553,41,4,4,28,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
554,554,384,4,4,28,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
555,555,438,4,4,28,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
556,556,378,4,4,28,20230326,2023,Winter,1,3,0,W,,Withdrawn,No
557,557,124,4,4,28,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
558,558,150,4,4,28,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
559,559,305,4,4,28,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
560,560,221,4,4,28,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
561,561,186,4,4,28,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
562,562,349,4,4,28,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
563,563,389,4,4,28,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
564,564,202,4,4,28,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
565,565,317,4,12,29,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
566,566,67,4,12,29,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
567,567,9,4,12,29,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
568,568,396,4,12,29,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
569,569,277,4,12,29,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
570,570,241,4,12,29,20230326,2023,Winter,1,3,3,A-,3.7,Completed,Yes
571,571,435,4,12,29,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
572,572,251,4,12,29,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
573,573,450,4,12,29,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
574,574,380,4,12,29,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
575,575,273,4,12,29,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
576,576,116,4,12,29,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
577,577,114,4,12,29,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
578,578,104,4,12,29,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
579,579,477,4,12,29,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
580,580,449,4,12,29,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
581,581,438,4,12,29,20230326,2023,Winter,1,3,3,C+,2.3,Completed,Yes
582,582,241,2,16,30,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
583,583,489,2,16,30,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
584,584,87,2,16,30,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
585,585,194,2,16,30,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
586,586,418,2,16,30,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
587,587,266,2,16,30,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
588,588,434,2,16,30,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
589,589,79,2,16,30,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
590,590,308,2,16,30,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
591,591,377,2,16,30,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
592,592,349,2,16,30,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
593,593,443,2,16,30,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
594,594,242,2,16,30,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
595,595,41,2,16,30,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
596,596,104,2,16,30,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
597,597,468,2,16,30,20230326,2023,Winter,1,4,4,C,2.0,Completed,Yes
598,598,447,2,16,30,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
599,599,121,2,16,30,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
600,600,103,2,16,30,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
601,601,28,2,16,30,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
602,602,264,2,16,30,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
603,603,153,2,16,30,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
604,604,447,2,16,31,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
605,605,205,2,16,31,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
606,606,339,2,16,31,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
607,607,103,2,16,31,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
608,608,241,2,16,31,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
609,609,346,2,16,31,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
610,610,238,2,16,31,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
611,611,55,2,16,31,20230326,2023,Winter,1,4,4,A-,3.7,Completed,Yes
612,612,31,2,16,31,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
613,613,275,2,16,31,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
614,614,199,2,16,31,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
615,615,258,2,16,31,20230326,2023,Winter,1,4,4,B-,2.7,Completed,Yes
616,616,380,2,16,31,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
617,617,116,2,16,31,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
618,618,351,2,16,31,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
619,619,382,2,16,31,20230326,2023,Winter,1,4,4,C+,2.3,Completed,Yes
620,620,396,2,16,31,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
621,621,79,2,16,31,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
622,622,273,2,16,31,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
623,623,277,2,16,31,20230326,2023,Winter,1,4,0,W,,Withdrawn,No
624,624,482,2,16,31,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
625,625,443,2,16,31,20230326,2023,Winter,1,4,4,B+,3.3,Completed,Yes
626,626,434,2,16,31,20230326,2023,Winter,1,4,0,IP,,In Progress,Pending
627,627,54,2,16,31,20230326,2023,Winter,1,4,4,B,3.0,Completed,Yes
628,628,172,2,16,31,20230326,2023,Winter,1,4,4,A,4.0,Completed,Yes
629,629,334,15,4,32,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
630,630,405,15,4,32,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
631,631,305,15,4,32,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
632,632,172,15,4,32,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
633,633,28,15,4,32,20230326,2023,Winter,1,3,3,C,2.0,Completed,Yes
634,634,266,15,4,32,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
635,635,227,15,4,32,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
636,636,482,15,4,32,20230326,2023,Winter,1,3,0,IP,,In Progress,Pending
637,637,275,15,4,32,20230326,2023,Winter,1,3,3,B-,2.7,Completed,Yes
638,638,331,15,4,32,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
639,639,403,15,4,32,20230326,2023,Winter,1,3,3,B+,3.3,Completed,Yes
640,640,339,15,4,32,20230326,2023,Winter,1,3,3,A,4.0,Completed,Yes
641,641,380,15,4,32,20230326,2023,Winter,1,3,3,B,3.0,Completed,Yes
